sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,R. Srinivasan,ARCOT,AIADMK,0,12th Pass,21917849,16415574,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=211,main_election
2,Karuppasamy A A,AVANASHI,AIADMK,0,Literate,581383,270000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=85,main_election
3,S.ramachandran,ALANDUR,DMDK,0,Graduate Professional,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=760,main_election
4,K P Krishnan,ALANGUDI,AIADMK,0,Graduate,39181250,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=202,main_election
5,E Subaya,AMBASAMUDRAM,AIADMK,0,Post Graduate,602656280,312893000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=257,main_election
6,S. Vedhachalam,AMBATTUR,AIADMK,0,8th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=204,main_election
7,Aslam Basha A.,AMBUR,Manithaneya Makkal Katchi,0,Graduate,2350000,980000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=632,main_election
8,Kalaiarasan.m,ANAIKATTU,PMK,0,Post Graduate,85655654,10000000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=236,main_election
9,Thanga Tamilselvan,ANDIPATTI,AIADMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=205,main_election
10,Gokula Indra,ANNA NAGAR,AIADMK,0,Graduate Professional,13276715,4834494,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=207,main_election
11,Ramanidharan Ss,ANTHIYUR,AIADMK,0,Graduate,9734500,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=96,main_election
12,S. Ravi,ARAKKONAM,AIADMK,0,Graduate Professional,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=208,main_election
13,Babu Murugavel.m,ARANI,DMDK,0,Graduate Professional,6352022,1773004,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=743,main_election
14,M Rajanayagam,ARANTHANGI,AIADMK,0,10th Pass,7246282,750000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=209,main_election
15,Durai. Manivel,ARIYALUR,AIADMK,0,8th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=212,main_election
16,Vaigaichelvan,ARUPPUKKOTTAI,AIADMK,0,Post Graduate,4518398,17148,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=214,main_election
17,Periyasamy I,ATHOOR,DMK,0,Graduate,18409394,1000000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=102,main_election
18,Madheswaran S,ATTUR,AIADMK,0,10th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=105,main_election
19,S Abdul Raheem.,AVADI,AIADMK,0,8th Pass,7890397,797617,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=215,main_election
20,Krishnamurthi.k.e,BARGUR,AIADMK,0,10th Pass,1612800,1284000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=216,main_election
21,Narayanan P G,BHAVANI,AIADMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=109,main_election
22,P.l. Sundaram,BHAVANISAGAR,CPI,0,8th Pass,2394813,9467,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=246,main_election
23,Selvi Ramajayam,BHUVANAGIRI,AIADMK,0,10th Pass,3887376,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=217,main_election
24,Panneerselvam.o,BODINAYAKANUR,AIADMK,0,12th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=218,main_election
25,D. Murugesan,CHENGALPATTU,DMDK,0,10th Pass,1640000,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=432,main_election
26,T. Suresh @ Suresh Kumar,CHENGAM,DMDK,0,8th Pass,356000,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=486,main_election
27,Anbalagan,CHEPAUK-THIRUVALLIKENI,DMK,0,Graduate,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=112,main_election
28,Mukkur Thiru N. Subramanian,CHEYYAR,AIADMK,0,12th Pass,3465000,200000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=222,main_election
29,V.s.raji,CHEYYUR,AIADMK,0,Graduate,4471088,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=223,main_election
30,K Balakrishnan,CHIDAMBARAM,CPM,0,Graduate,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=610,main_election
31,Malaravan T,COIMBATORE (NORTH),AIADMK,0,Not Given,15522535,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=114,main_election
32,Doraisamy R,COIMBATORE (SOUTH),AIADMK,0,Post Graduate,274126863,16726905,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=118,main_election
33,Ramachandran K,COONOOR,DMK,0,12th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=126,main_election
34,M C Sampath,CUDDALORE,AIADMK,0,Graduate,18484196,1753169,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=225,main_election
35,N.ramakrishnan,CUMBUM,DMK,0,Post Graduate,67844299,100000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=462,main_election
36,Ponnusamy K,DHARAPURAM,AIADMK,0,Graduate Professional,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=127,main_election
37,A. Baskar,DHARMAPURI,DMDK,0,8th Pass,1306862,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=429,main_election
38,K Bala Bharathy,DINDIGUL,CPM,0,12th Pass,615161,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=608,main_election
39,Vetriivel,DR.RADHAKRISHNAN NAGAR,AIADMK,0,Graduate,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=138,main_election
40,Palaniswami K,EDAPPADI,AIADMK,0,12th Pass,36715702,592130,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=142,main_election
41,Nallathambi K,EGMORE,DMDK,0,10th Pass,1290873,0,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=145,main_election
42,V.c. Chandrakumar,ERODE (EAST),DMDK,0,10th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=444,main_election
43,Ramalingam Kv,ERODE (WEST),AIADMK,0,Graduate,16013479,16794000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=229,main_election
44,Subramanian. N,GANDHARVAKOTTAI,AIADMK,0,10th Pass,6175925,500000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=230,main_election
45,R. Suba,GANGAVALLI,DMDK,0,10th Pass,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=436,main_election
46,Ganeshkumar A,GINGEE,PMK,0,Graduate Professional,13859786,1913041,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=154,main_election
47,Sengottaiyan Ka,GOBICHETTIPALAYAM,AIADMK,0,10th Pass,56562069,4980000,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=406,main_election
48,Thiravidamani M,GUDALUR,DMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2011/candidate.php?candidate_id=155,main_election
