sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Carlos Alvares Ferreira,ALDONA,INC,0,Graduate Professional,214277799,1244176,https://www.myneta.info/goa2022/candidate.php?candidate_id=222,main_election
2,Venzy Viegas,BENAULIM,AAP,0,Others,51232418,584248,https://www.myneta.info/goa2022/candidate.php?candidate_id=57,main_election
3,Dr. Chandrakant Shetye,BICHOLIM,IND,0,Post Graduate,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=227,main_election
4,Michael Vincent Lobo,CALANGUTE,INC,3,12th Pass,929101865,288735436,https://www.myneta.info/goa2022/candidate.php?candidate_id=61,main_election
5,Ramesh Tawadkar,CANACONA,BJP,1,Graduate Professional,16801407,4074196,https://www.myneta.info/goa2022/candidate.php?candidate_id=69,main_election
6,Antonio Vas,CORTALIM,IND,0,10th Pass,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=71,main_election
7,Rajesh Faldessai,CUMBARJUA,INC,1,12th Pass,57395617,28577010,https://www.myneta.info/goa2022/candidate.php?candidate_id=237,main_election
8,Alemao Yuri,CUNCOLIM,INC,0,Others,301672604,0,https://www.myneta.info/goa2022/candidate.php?candidate_id=243,main_election
9,Nilesh Cabral,CURCHOREM,BJP,0,Others,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=3,main_election
10,Aleixo Reginaldo Lourenco,CURTORIM,IND,0,10th Pass,83969976,4911056,https://www.myneta.info/goa2022/candidate.php?candidate_id=84,main_election
11,Mauvin Heliodoro Godinho,DABOLIM,BJP,0,Graduate,222211488,0,https://www.myneta.info/goa2022/candidate.php?candidate_id=13,main_election
12,Vijai Sardesai,FATORDA,Goa Forward Party,1,Graduate,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=90,main_election
13,Premendra Vishnu Shet,MAEM,BJP,0,Graduate,44101862,16136133,https://www.myneta.info/goa2022/candidate.php?candidate_id=44,main_election
14,Jit Vinayak Arolkar,MANDREM,Maharashtrawadi Gomantak,2,10th Pass,116993900,31045680,https://www.myneta.info/goa2022/candidate.php?candidate_id=21,main_election
15,Joshua Peter De Souza,MAPUSA,BJP,0,Graduate,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=101,main_election
16,Ramkrishna Dhavalikar,MARCAIM,Maharashtrawadi Gomantak,0,Graduate,169067222,5062832,https://www.myneta.info/goa2022/candidate.php?candidate_id=4,main_election
17,Digambar Kamat,MARGAO,INC,4,Graduate,151565314,2045000,https://www.myneta.info/goa2022/candidate.php?candidate_id=108,main_election
18,Sankalp Amonkar,MORMUGAO,INC,5,Graduate,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=6,main_election
19,Ulhas Tuenkar,NAVELIM,BJP,0,Others,23096512,110000,https://www.myneta.info/goa2022/candidate.php?candidate_id=115,main_election
20,Aleixo Sequeira,NUVEM,INC,0,Graduate,182758355,597000,https://www.myneta.info/goa2022/candidate.php?candidate_id=118,main_election
21,Atanasio Monserrate,PANAJI,BJP,3,12th Pass,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=124,main_election
22,Pravin Prabhakar Arlekar,PERNEM (SC),BJP,0,8th Pass,47332007,4716144,https://www.myneta.info/goa2022/candidate.php?candidate_id=131,main_election
23,Ravi Naik,PONDA,BJP,1,Post Graduate,147138000,39600,https://www.myneta.info/goa2022/candidate.php?candidate_id=134,main_election
24,Deviya Vishwajit Rane,PORIEM,BJP,0,Graduate Professional,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=254,main_election
25,Rohan Khaunte,PORVORIM,BJP,1,Others,216352326,33653814,https://www.myneta.info/goa2022/candidate.php?candidate_id=7,main_election
26,Govind Shepu Gaude,PRIOL,BJP,1,Others,26761955,2939405,https://www.myneta.info/goa2022/candidate.php?candidate_id=1,main_election
27,Altone D Costa,QUEPEM,INC,0,10th Pass,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=144,main_election
28,Kedar Jayprakash Naik,SALIGAO,INC,1,Graduate,42462142,19736250,https://www.myneta.info/goa2022/candidate.php?candidate_id=267,main_election
29,Subhash Uttam Phal Dessai,SANGUEM,BJP,0,Post Graduate,87651774,14980668,https://www.myneta.info/goa2022/candidate.php?candidate_id=30,main_election
30,Dr. Pramod Sawant,SANQUELIM,BJP,0,Post Graduate,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=157,main_election
31,Ganesh Gaonkar,SANVORDEM,BJP,0,Graduate,195768960,42494120,https://www.myneta.info/goa2022/candidate.php?candidate_id=34,main_election
32,Delilah Michael Lobo,SIOLIM,INC,2,Graduate,929101865,288735436,https://www.myneta.info/goa2022/candidate.php?candidate_id=211,main_election
33,Subhash Shirodkar,SIRODA,BJP,0,12th Pass,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=5,main_election
34,Viresh Mukesh Borkar,ST. ANDRE,Revolutionary Goans Party,0,12th Pass,829155,396719,https://www.myneta.info/goa2022/candidate.php?candidate_id=199,main_election
35,Rodolfo Louis Fernandes,ST. CRUZ,INC,1,10th Pass,346661782,7216182,https://www.myneta.info/goa2022/candidate.php?candidate_id=53,main_election
36,Jennifer Monserrate,TALEIGAO,BJP,1,12th Pass,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=187,main_election
37,Nilkanth Ramnath Halarnkar,TIVIM,BJP,0,10th Pass,82148820,7225766,https://www.myneta.info/goa2022/candidate.php?candidate_id=16,main_election
38,Vishwajit Pratapsingh Rane,VALPOI,BJP,0,Graduate,231810596,116298925,https://www.myneta.info/goa2022/candidate.php?candidate_id=177,main_election
39,Krishna V. Salkar,VASCO-DA-GAMA,BJP,1,Graduate,,,https://www.myneta.info/goa2022/candidate.php?candidate_id=168,main_election
40,Cruz Silva,VELIM,AAP,0,Graduate Professional,122181868,9588514,https://www.myneta.info/goa2022/candidate.php?candidate_id=166,main_election
