sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Shri Sunil Kumar Jakhar,ABOHAR,INC,0,Graduate,68406753,17619293,https://www.myneta.info/pb2012/candidate.php?candidate_id=214,main_election
2,Pawan Kumar Tinu,ADAMPUR (SC),SAD,0,Graduate,22227838,83328,https://www.myneta.info/pb2012/candidate.php?candidate_id=117,main_election
3,Amarpal Singh,AJNALA,SAD,0,12th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=363,main_election
4,Iqbal Singh Jhundan,AMARGARH,SAD,0,Graduate Professional,163576193,1096000,https://www.myneta.info/pb2012/candidate.php?candidate_id=123,main_election
5,Randeep Singh,AMLOH,INC,0,Graduate,118420823,1961138,https://www.myneta.info/pb2012/candidate.php?candidate_id=134,main_election
6,Sh. Om Parkash Soni,AMRITSAR CENTRAL,INC,0,12th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=149,main_election
7,Navjot Kaur Siddhu,AMRITSAR EAST,BJP,0,Post Graduate,225047980,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=22,main_election
8,Anil Joshi,AMRITSAR NORTH,BJP,0,12th Pass,13228421,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=5,main_election
9,Inderbir Singh Bolaria,AMRITSAR SOUTH,SAD,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=48,main_election
10,Raj Kumar,AMRITSAR WEST (SC),INC,0,12th Pass,23573916,16945044,https://www.myneta.info/pb2012/candidate.php?candidate_id=147,main_election
11,Madan Mohan Mittal,ANANDPUR SAHIB,BJP,0,Graduate Professional,75454738,6700000,https://www.myneta.info/pb2012/candidate.php?candidate_id=13,main_election
12,Simarjit Singh Bains,ATAM NAGAR,IND,2,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=691,main_election
13,Gulzar Singh Ranike,ATTARI (SC),SAD,0,Literate,59398263,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=51,main_election
14,Manjeet Singh Mianwind,BABA BAKALA (SC),SAD,0,12th Pass,5216895,189895,https://www.myneta.info/pb2012/candidate.php?candidate_id=49,main_election
15,Chaudhary Nand Lal,BALACHAUR,SAD,0,8th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=65,main_election
16,Gurtej Singh,BALLUANA (SC),SAD,0,Graduate Professional,4212467,580000,https://www.myneta.info/pb2012/candidate.php?candidate_id=124,main_election
17,Tarlochan Singh,BANGA (SC),INC,0,Post Graduate,87355427,217310,https://www.myneta.info/pb2012/candidate.php?candidate_id=180,main_election
18,Kewal Singh Dhillon,BARNALA,INC,0,12th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=236,main_election
19,Nirmal Singh,BASSI PATHANA (SC),SAD,0,Graduate Professional,24748199,1258075,https://www.myneta.info/pb2012/candidate.php?candidate_id=114,main_election
20,Ashwani Sekhri,BATALA,INC,0,Graduate Professional,67393077,51283746,https://www.myneta.info/pb2012/candidate.php?candidate_id=365,main_election
21,Darshan Singh Kotfatta,BATHINDA RURAL (SC),SAD,0,Post Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=45,main_election
22,Sarup Chand Singla,BATHINDA URBAN,SAD,0,8th Pass,105447549,4930527,https://www.myneta.info/pb2012/candidate.php?candidate_id=83,main_election
23,Sh. Mohammed Sadique,BHADAUR (SC),INC,0,5th Pass,5051803,400000,https://www.myneta.info/pb2012/candidate.php?candidate_id=235,main_election
24,Maheshinder Singh,BHAGHA PURANA,SAD,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=112,main_election
25,Seema Devi,BHOA (SC),BJP,0,5th Pass,281055,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=2,main_election
26,Bibi Jagir Kaur,BHOLATH,SAD,1,Graduate Professional,134275792,1438880,https://www.myneta.info/pb2012/candidate.php?candidate_id=55,main_election
27,Ajaib Singh,BHUCHO MANDI (SC),INC,0,Post Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=222,main_election
28,Chetan Singh Samaon,BUDHLADA (SC),SAD,0,Literate,670568,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=77,main_election
29,Sohan Singh Thandal,CHABBEWAL (SC),SAD,0,Graduate,13176185,755075,https://www.myneta.info/pb2012/candidate.php?candidate_id=63,main_election
30,Charanjit Singh,CHAMKAUR SAHIB (SC),INC,0,Graduate Professional,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=38,main_election
31,Manpreet Singh Iyali,DAKHA,SAD,0,12th Pass,161838903,4705742,https://www.myneta.info/pb2012/candidate.php?candidate_id=71,main_election
32,S. Amarjit Singh Shahi,DASUYA,BJP,0,12th Pass,78419090,8861066,https://www.myneta.info/pb2012/candidate.php?candidate_id=11,main_election
33,Sukhjinder Singh,DERA BABA NANAK,INC,0,10th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=141,main_election
34,Narender Kumar Sharma,DERA BASSI,SAD,0,Graduate,58016215,22591291,https://www.myneta.info/pb2012/candidate.php?candidate_id=79,main_election
35,Tota Singh,DHARAMKOT,SAD,1,Others,192459000,34400000,https://www.myneta.info/pb2012/candidate.php?candidate_id=93,main_election
36,Arvind Khanna,DHURI,INC,1,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=233,main_election
37,Aruna Chaudhary,DINA NAGAR (SC),INC,0,Graduate Professional,49035188,2465535,https://www.myneta.info/pb2012/candidate.php?candidate_id=128,main_election
38,Balvir Singh,DIRBA (SC),SAD,0,5th Pass,11442387,939882,https://www.myneta.info/pb2012/candidate.php?candidate_id=127,main_election
39,Deep Malhotra,FARIDKOT,SAD,0,12th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=96,main_election
40,Tript Rajinder Singh,FATEHGARH CHURIAN,INC,0,Graduate,59816113,1357335,https://www.myneta.info/pb2012/candidate.php?candidate_id=140,main_election
41,Kuljit Singh Nagra,FATEHGARH SAHIB,INC,1,Graduate Professional,40562286,176600,https://www.myneta.info/pb2012/candidate.php?candidate_id=133,main_election
42,Surjit Jayani,FAZILKA,BJP,0,8th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=18,main_election
43,S. Parminder Singh,FIROZPUR CITY,INC,0,Graduate,78882012,1359523,https://www.myneta.info/pb2012/candidate.php?candidate_id=208,main_election
44,Joginder Singh Jindu,FIROZPUR RURAL (SC),SAD,2,8th Pass,13838314,9113288,https://www.myneta.info/pb2012/candidate.php?candidate_id=100,main_election
45,Surender Singh Bhulewal,GARHSHANKAR,SAD,0,5th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=109,main_election
46,Bibi Harpreet Kaur Mukhmailpur,GHANAUR,SAD,0,12th Pass,62861811,1200000,https://www.myneta.info/pb2012/candidate.php?candidate_id=88,main_election
47,Amrinder Singh Raja Warring,GIDDERBAHA,INC,0,10th Pass,71155466,1455695,https://www.myneta.info/pb2012/candidate.php?candidate_id=217,main_election
48,Darshan Singh Shivalik,GILL (SC),SAD,0,10th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=70,main_election
49,Gurbachan Singh Babbehali,GURDASPUR,SAD,0,10th Pass,48001000,626000,https://www.myneta.info/pb2012/candidate.php?candidate_id=40,main_election
50,Gurmeet Singh Sodhi,GURU HAR SAHAI,INC,0,12th Pass,80035637,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=211,main_election
51,Sunder Sham Arora,HOSHIARPUR,INC,0,10th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=378,main_election
52,Shiv Ram Kaler,JAGRAON (SC),SAD,0,Graduate,19594308,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=99,main_election
53,Joginder Singh,JAITU (SC),INC,1,5th Pass,24758263,623874,https://www.myneta.info/pb2012/candidate.php?candidate_id=33,main_election
54,Sukhbir Singh Badal,JALALABAD,SAD,1,Post Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=101,main_election
55,Pargat Singh,JALANDHAR CANTT.,SAD,0,Graduate,13280687,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=47,main_election
56,Manoranjan Kalia,JALANDHAR CENTRAL,BJP,0,Graduate Professional,25981367,10845887,https://www.myneta.info/pb2012/candidate.php?candidate_id=8,main_election
57,Krishna Dev Bhandari,JALANDHAR NORTH,BJP,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=9,main_election
58,Chunni Lal Bhagat,JALANDHAR WEST (SC),BJP,0,10th Pass,16710157,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=7,main_election
59,Baljit Singh Jalal Usman,JANDIALA (SC),SAD,0,10th Pass,4927500,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=62,main_election
60,Rana Gurjit Singh,KAPURTHALA,INC,0,10th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=159,main_election
61,Sarvan Singh Phillaur,KARTARPUR (SC),SAD,0,Graduate,27349931,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=119,main_election
62,Ramanjit Singh Sikki,KHADOOR SAHIB,INC,1,12th Pass,201251486,2111423,https://www.myneta.info/pb2012/candidate.php?candidate_id=156,main_election
63,Gurkirat Singh,KHANNA,INC,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=135,main_election
64,Jagmohan Singh,KHARAR,INC,0,Post Graduate,188066000,738000,https://www.myneta.info/pb2012/candidate.php?candidate_id=449,main_election
65,Virsa Singh Valtoha,KHEM KARAN,SAD,2,Post Graduate,15788835,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=52,main_election
66,Mantar Singh Brar,KOTKAPURA,SAD,0,Post Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=78,main_election
67,Parkash Singh Badal,LAMBI,SAD,0,Graduate,67527974,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=39,main_election
68,Rajinder Kaur Bhattal,LEHRA,INC,0,Graduate,29762029,10248024,https://www.myneta.info/pb2012/candidate.php?candidate_id=228,main_election
69,Surinder Kumar Dawar,LUDHIANA CENTRAL,INC,1,10th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=195,main_election
70,Ranjeet Singh Dhillon,LUDHIANA EAST,SAD,1,10th Pass,32050000,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=82,main_election
71,Rakesh Panday,LUDHIANA NORTH,INC,0,10th Pass,14048567,1231301,https://www.myneta.info/pb2012/candidate.php?candidate_id=197,main_election
72,Balvinder Singh,LUDHIANA SOUTH,IND,1,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=682,main_election
73,Bharat Bhushan,LUDHIANA WEST,INC,0,Graduate,70858639,1090031,https://www.myneta.info/pb2012/candidate.php?candidate_id=196,main_election
74,Bikram Singh Majitha,MAJITHA,SAD,1,Graduate,112118806,6500000,https://www.myneta.info/pb2012/candidate.php?candidate_id=46,main_election
75,F. Nesara Khatoon,MALERKOTLA,SAD,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=98,main_election
76,Harpreet Singh,MALOUT (SC),SAD,0,Graduate Professional,2961872,402508,https://www.myneta.info/pb2012/candidate.php?candidate_id=95,main_election
77,Prem Mittal,MANSA,SAD,0,8th Pass,22878325,7168000,https://www.myneta.info/pb2012/candidate.php?candidate_id=66,main_election
78,Janmeja Singh,MAUR,SAD,0,12th Pass,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=370,main_election
79,Harchand Kaur,MEHAL KALAN (SC),INC,0,10th Pass,2940579,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=371,main_election
80,Joginder Pal Jain,MOGA,INC,2,12th Pass,77063736,3698718,https://www.myneta.info/pb2012/candidate.php?candidate_id=205,main_election
81,Rajnish Kumar,MUKERIAN,IND,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=1027,main_election
82,Karan Kaur,MUKTSAR,INC,0,Graduate,1284378782,16631941,https://www.myneta.info/pb2012/candidate.php?candidate_id=219,main_election
83,Sadhu Singh,NABHA (SC),INC,0,10th Pass,9191174,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=238,main_election
84,Gurpratap Singh,NAKODAR,SAD,0,Graduate Professional,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=59,main_election
85,Gur Iqbal Kaur,NAWAN SHAHR,INC,0,Graduate,8365913,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=181,main_election
86,Rajwinder Kaur,NIHAL SINGHWALA (SC),SAD,0,12th Pass,4533706,260000,https://www.myneta.info/pb2012/candidate.php?candidate_id=111,main_election
87,Ashwani Sharma,PATHANKOT,BJP,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=3,main_election
88,Amarinder Singh,PATIALA,INC,6,Graduate,457468469,9506592,https://www.myneta.info/pb2012/candidate.php?candidate_id=244,main_election
89,Brahm Mohindra,PATIALA RURAL,INC,0,Graduate,64911972,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=372,main_election
90,Adesh Partap Singh,PATTI,SAD,0,Post Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=53,main_election
91,Charanjit Singh Atwal,PAYAL (SC),SAD,0,Graduate Professional,32951084,5436788,https://www.myneta.info/pb2012/candidate.php?candidate_id=105,main_election
92,Som Prakash,PHAGWARA (SC),BJP,0,Post Graduate,26328798,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=23,main_election
93,Avinash Chander,PHILLAUR (SC),SAD,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=116,main_election
94,Charanjit Kaur,QADIAN,INC,0,Graduate,179262101,0,https://www.myneta.info/pb2012/candidate.php?candidate_id=137,main_election
95,Gurcharan Singh,RAIKOT (SC),INC,0,10th Pass,4521460,15000,https://www.myneta.info/pb2012/candidate.php?candidate_id=201,main_election
96,Sh. Sukhbinder Singh Sarkaria,RAJA SANSI,INC,1,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=142,main_election
97,Hardial Singh,RAJPURA,INC,0,Graduate,49201372,2709235,https://www.myneta.info/pb2012/candidate.php?candidate_id=241,main_election
98,Sikander Singh Maluka,RAMPURA PHUL,SAD,0,10th Pass,83772103,497352,https://www.myneta.info/pb2012/candidate.php?candidate_id=446,main_election
99,Daljit Singh,RUPNAGAR,SAD,0,Graduate Professional,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=185,main_election
100,S.balbir Singh Sidhu,S.A.S. NAGAR,INC,1,12th Pass,120423967,1181353,https://www.myneta.info/pb2012/candidate.php?candidate_id=187,main_election
101,Sharanjit Singh Dhillon,SAHNEWAL,SAD,0,Graduate Professional,97246683,12172233,https://www.myneta.info/pb2012/candidate.php?candidate_id=67,main_election
102,Surjit Singh Rakhra,SAMANA,SAD,0,Graduate,,,https://www.myneta.info/pb2012/candidate.php?candidate_id=90,main_election
