sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Girraj Singh Dharmesh,AGRA CANTT. (SC),BJP,2,Graduate Professional,23494000,150000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=24,main_election
2,Jagan Prasad Garg,AGRA NORTH,BJP,5,Graduate,167804565,114785000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=26,main_election
3,Hemlata Divakar,AGRA RURAL (SC),BJP,0,Graduate Professional,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=28,main_election
4,Yogendra Upadhyay,AGRA SOUTH,BJP,7,Post Graduate,18427155,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3,main_election
5,Kailash,AJAGARA (SC),Suheldev Bhartiya Samaj Party,0,12th Pass,84692864,2690000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5425,main_election
6,Ram Achal Rajbhar,AKBARPUR,BSP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4265,main_election
7,Pratibha Shukla,AKBARPUR-RANIYA,BJP,0,Post Graduate,47637179,4320289,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2669,main_election
8,Aneeta,ALAPUR (SC),BJP,0,Post Graduate,1037549,26000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4232,main_election
9,Satya Pal Singh,ALIGANJ,BJP,0,10th Pass,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=289,main_election
10,Sanjeev Raja,ALIGARH,BJP,5,Graduate Professional,5662520,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=36,main_election
11,Harshvardhan Bajpai,ALLAHABAD NORTH,BJP,1,Graduate Professional,74228789,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3537,main_election
12,Nand Gopal Gupta Nandi,ALLAHABAD SOUTH,BJP,7,10th Pass,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3622,main_election
13,Sidharth Nath Singh,ALLAHABAD WEST,BJP,0,Graduate,220677358,93172910,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3642,main_election
14,Devendra Pratap,AMANPUR,BJP,0,12th Pass,14389000,400000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=304,main_election
15,Garima Singh,AMETHI,BJP,0,12th Pass,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3735,main_election
16,Sushil Kumar Shakya,AMRITPUR,BJP,0,12th Pass,16967945,800000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2481,main_election
17,Mehboob Ali,AMROHA,SP,3,12th Pass,48478248,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=1481,main_election
18,Sanjay,ANUPSHAHR,BJP,0,Post Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=227,main_election
19,Dharam Pal Singh,AONLA,BJP,1,Post Graduate,13764085,2000000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=1723,main_election
20,Amitabh Bajpai,ARYA NAGAR,SP,0,Post Graduate,26090438,4994119,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2763,main_election
21,Pinki Singh,ASMOLI,SP,0,Graduate Professional,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=1393,main_election
22,Sandeep Kumar Singh,ATRAULI,BJP,0,Post Graduate,14293695,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=125,main_election
23,Dr.sangram,ATRAULIYA,SP,2,Doctorate,16000521,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4499,main_election
24,Dinanath Bhaskar,AURAI (SC),BJP,0,Post Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5376,main_election
25,Ramesh Chandra,AURAIYA (SC),BJP,0,Post Graduate,50699000,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2653,main_election
26,Vikas Gupta,AYAH SHAH,BJP,0,Post Graduate,163585233,22792574,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3137,main_election
27,Ved Prakash Gupta,AYODHYA,BJP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4075,main_election
28,Durga Prasad,AZAMGARH,SP,0,Graduate Professional,179052962,8801620,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4519,main_election
29,Vinod Kumar,BABAGANJ (SC),IND,2,Post Graduate,23361077,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3309,main_election
30,Chandrapal,BABERU,BJP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3038,main_election
31,Rajeev,BABINA,BJP,0,10th Pass,65312895,2590863,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=3071,main_election
32,Ram Naresh Rawat,BACHHRAWAN (SC),BJP,0,Post Graduate,26302531,4749720,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2889,main_election
33,Mahesh Chandra Gupta,BADAUN,BJP,0,10th Pass,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=1551,main_election
34,Ramesh,BADLAPUR,BJP,0,10th Pass,4601808,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5030,main_election
35,Yogesh Dhama,BAGHPAT,BJP,1,Graduate,25476703,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=172,main_election
36,Rani Pakshalika Singh,BAH,BJP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=281,main_election
37,Smt. Anupma Jaiswal,BAHARAICH,BJP,0,Post Graduate,26097506,2163714,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4451,main_election
38,Chhatra Pal Singh,BAHERI,BJP,0,Post Graduate,12926518,516619,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=1595,main_election
39,Surendra,BAIRIA,BJP,8,Post Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5059,main_election
40,Avinash Trivedi,BAKSHI KAA TALAB,BJP,0,Graduate,23650407,705232,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2318,main_election
41,Ram Pal Verma,BALAMAU (SC),BJP,1,Post Graduate,38152058,174547,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=2197,main_election
42,Pooran Prakash,BALDEV (SC),BJP,0,Graduate Professional,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=308,main_election
43,Akshayvaralal,BALHA (SC),BJP,0,10th Pass,36787797,3449826,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=4399,main_election
44,Anand,BALLIA NAGAR,BJP,2,Post Graduate,1081596,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5081,main_election
