sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Purshottam Khandelwal,AGRA NORTH : BYE ELECTION ON 19-05-2019,BJP,0,10th Pass,6244172,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5878,bye_election
2,Saroj Sonkar,BALHA (SC) : BYE ELECTION ON 21-10-2019,BJP,0,Post Graduate,18978987,1654594,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5947,bye_election
3,Shrikant Katiyar,BANGERMAU : BYE ELECTION ON 03-11-2020,BJP,0,Post Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6107,bye_election
4,Usha Sirohi,BULANDSHAHR : BYE ELECTION ON 03-11-2020,BJP,0,10th Pass,5658000,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6027,bye_election
5,Dr. Satyaprakash Mani Tripathi Alias Guddu Babu,DEORIA : BYE ELECTION ON 03-11-2020,BJP,0,Doctorate,20780271,1931946,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6049,bye_election
6,Kirat Singh,GANGOH : BYE ELECTION ON 21-10-2019,BJP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5965,bye_election
7,Upendra Nath Paswan,GHATAMPUR (SC) : BYE ELECTION ON 03-11-2020,BJP,0,Post Graduate,10779012,353887,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6100,bye_election
8,Vijay Kumar Rajbhar,GHOSI : BYE ELECTION ON 21-10-2019,BJP,0,Graduate,409000,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5974,bye_election
9,Surendra Maithani,GOVINDNAGAR : BYE ELECTION ON 21-10-2019,BJP,0,Graduate Professional,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5985,bye_election
10,Yuwraj Singh,HAMIRPUR : BYE ELECTION ON 23-09-2019,BJP,0,Graduate Professional,52490680,103000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5890,bye_election
11,Rajkumar Sahyogi,IGLAS (SC) : BYE ELECTION ON 21-10-2019,BJP,0,10th Pass,54637998,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5988,bye_election
12,Subhash Rai,JALALPUR : BYE ELECTION ON 21-10-2019,SP,0,Post Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5995,bye_election
13,Suresh Chandra Tiwari,LUCKNOW CANTT. : BYE ELECTION ON 21-10-2019,BJP,0,Graduate,15954906,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5931,bye_election
14,Lucky Yadav,MALHANI : BYE ELECTION ON 03-11-2020,SP,0,Graduate,181868494,3311367,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6062,bye_election
15,Aanand Shukla,MANIKPUR : BYE ELECTION ON 21-10-2019,BJP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6000,bye_election
16,Sangeeta Chauhan,NAUGAWAN SADAT : BYE ELECTION ON 03-11-2020,BJP,0,Graduate Professional,64854519,8881110,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6078,bye_election
17,Shashank Verma,NIGHASAN : BYE ELECTION ON 29-04-2019,BJP,0,Post Graduate,4612435,717078,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5873,bye_election
18,Naim Ul Hasan,NOORPUR : BYE ELECTION ON 28-05-2018,SP,0,Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5864,bye_election
19,Raj Kumar Pal,PRATAPGARH : BYE ELECTION ON 21-10-2019,Apna Dal (Soneylal),0,12th Pass,13080000,455000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6005,bye_election
20,Dr. Tazeen Fatma,RAMPUR : BYE ELECTION ON 21-10-2019,SP,0,Doctorate,48945263,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5982,bye_election
21,Ajit Singh Pal,SIKANDRA : BYE- ELECTION ON 21-12-2017,BJP,0,Post Graduate,,,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=5857,bye_election
22,Prempal Singh Dhangar,TUNDLA (SC) : BYE ELECTION ON 03-11-2020,BJP,0,Graduate,9111672,420000,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6089,bye_election
23,Gaurav Kumar,ZAIDPUR (SC) : BYE ELECTION ON 21-10-2019,SP,0,Graduate,4170840,0,https://www.myneta.info/uttarpradesh2017/candidate.php?candidate_id=6009,bye_election
