sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,R. Baskar Alias Datchanamourtty,ARIANKUPPAM,All India N.R. Congress,0,12th Pass,72560076,2416613,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=67,main_election
2,R Senthilkumar,BAHOUR,DMK,0,Post Graduate,147213960,33493946,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=44,main_election
3,U Lakshmikandhan,EMBALAM (SC),All India N.R. Congress,0,Post Graduate,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=56,main_election
4,V. Aroumougame Alias Akd,INDIRA NAGAR,All India N.R. Congress,0,10th Pass,171933878,22475176,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=13,main_election
5,K.S.P Alias S. Ramesh,KADIRGAMAM,All India N.R. Congress,0,Post Graduate,55659950,3083221,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=24,main_election
6,P.M.L. Kalyanasundaram,KALAPET,BJP,8,8th Pass,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=9,main_election
7,A. Johnkumar,KAMARAJ NAGAR,BJP,6,Illiterate,266993315,46625609,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=14,main_election
8,P.R.N. Thirumurugan,KARAIKAL NORTH,All India N.R. Congress,4,Graduate,265339593,23526767,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=329,main_election
9,A.M.H. Nazim,KARAIKAL SOUTH,DMK,9,12th Pass,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=107,main_election
10,M. Vaithianathan,LAWSPET,INC,0,10th Pass,90937983,20336065,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=113,main_election
11,Ramesh Parambath,MAHE,INC,0,Graduate,63872810,1011470,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=123,main_election
12,Embalam Selvam Alias R.Selvam,MANAVELY,BJP,5,12th Pass,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=126,main_election
13,Djeacoumar .C,MANGALAM,All India N.R. Congress,1,10th Pass,88837841,1630261,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=28,main_election
14,A. Namassivayam,MANNADIPET,BJP,0,Others,250576451,46657956,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=146,main_election
15,L. Sambath,MUDALIARPET,DMK,6,Graduate Professional,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=6,main_election
16,J. Prakash Kumar,MUTHIALPET,IND,2,Graduate,11690824,1600000,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=176,main_election
17,Chandira Priyanga,NEDUNGADU (SC),All India N.R. Congress,0,10th Pass,40425858,3098568,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=179,main_election
18,Richards Johnkumar,NELLITHOPE,BJP,0,Graduate Professional,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=17,main_election
19,M.Nagathiyagarajan,NERAVY-T.R.PATTINAM,DMK,0,Graduate,2915500,1629874,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=201,main_election
20,P Rajavelu,NETTAPAKKAM (SC),All India N.R. Congress,0,12th Pass,12989820,1176706,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=210,main_election
21,G. Nehru Alias Kuppusamy,ORLEAMPETH,IND,0,5th Pass,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=230,main_election
22,Annibal Kennedy,OUPALAM,DMK,0,Graduate,58407282,0,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=233,main_election
23,Ak Sai J Saravanan Kumar,OUSSUDU (SC),BJP,5,Graduate,31086206,24856826,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=244,main_election
24,M. Sivasankar,OZHUKARAI,IND,0,Post Graduate,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=265,main_election
25,K. Lakshminarayanan,RAJ BHAVAN,All India N.R. Congress,2,Graduate Professional,25269393,2450000,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=19,main_election
26,N. Rangasamy,THATTANCHAVADY,All India N.R. Congress,0,Graduate Professional,383975200,11500000,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=11,main_election
27,P. Angalane,THIRUBHUVANAI (SC),IND,1,Post Graduate,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=290,main_election
28,Pr. Siva,THIRUNALLAR,IND,1,Graduate Professional,3758916,0,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=300,main_election
29,R. Siva,VILLIANUR,DMK,3,10th Pass,207570345,109038002,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=7,main_election
30,Gollapalli Srinivas Ashok,YANAM,IND,0,Post Graduate,,,https://www.myneta.info/Puducherry2021/candidate.php?candidate_id=21,main_election
