sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Amit Kumar Mandal,GODDA (SC) : BYE- ELECTION ON 16-05-2016,BJP,0,Post Graduate,54981450,0,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1283,bye_election
2,Naman Bixal Kongari,KOLEBIRA (BYE ELECTION 20-12-2018),INC,0,Graduate Professional,7623300,141778,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1341,bye_election
3,Simon Marandi,LITIPARA : BYE- ELECTION ON 09-04-2017,JMM,0,12th Pass,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1315,bye_election
4,Sukhdeo Bhagat,LOHARDAGA (SC) : BYE- ELECTION ON 14-12-2015,INC,0,Post Graduate,9917803,499800,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1276,bye_election
5,Devendra Kumar Singh,PANKI (SC) : BYE- ELECTION ON 16-05-2016,INC,0,12th Pass,102998693,6912247,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1299,bye_election
6,Seema Devi,SILLI : BYE- ELECTION ON 28-05-2018,JMM,0,Post Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1327,bye_election
