sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Dulu Mahto,BAGHMARA,BJP,10,12th Pass,14311808,1044320,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=886,main_election
2,Nagendra Mahto,BAGODAR,BJP,0,Graduate,10356239,480105,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=891,main_election
3,Kunal Sharangi,BAHARAGORA,JMM,0,Post Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=257,main_election
4,Hemant Soren,BARHAIT (ST),JMM,4,12th Pass,35076527,1901950,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1209,main_election
5,Manoj Kumar Yadav,BARHI,INC,0,Graduate,28903830,3015784,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=544,main_election
6,Nirmala Devi,BARKAGAON,INC,0,10th Pass,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=579,main_election
7,Janki Prasad Yadav,BARKATHA,JVM(P),0,Post Graduate,3775470,426369,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=535,main_election
8,Yogeshwar Mahto,BERMO,BJP,1,10th Pass,31242736,199691,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=642,main_election
9,Bhanu Pratap Shahi,BHAWANATHPUR,Navjawan Sangharsh Morcha,13,Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=3,main_election
10,Chamra Linda,BISHUNPUR (ST),JMM,2,Graduate,3880606,1550000,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=78,main_election
11,Biranchi Narayan,BOKARO,BJP,0,Graduate,10600019,38069,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=832,main_election
12,Tala Marandi,BORIO (ST),BJP,1,Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1194,main_election
13,Deepak Birua,CHAIBASA (ST),JMM,2,Graduate,7975977,340000,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=337,main_election
14,Shashibhushan Samad,CHAKRADHARPUR(ST),JMM,0,8th Pass,285044,0,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=347,main_election
15,Amar Kumar Bauri,CHANDANKIYARI (SC),JVM(P),2,Post Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=835,main_election
16,Jay Prakash Singh Bhogta,CHATRA (SC),BJP,2,10th Pass,19830000,800000,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=55,main_election
17,Radha Krishna Kishore,CHHATARPUR (SC),BJP,0,Graduate,8703876,1085161,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=225,main_election
18,Alok Kr. Chaurasiya,DALTONGANJ,JVM(P),0,12th Pass,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=137,main_election
19,Narayan Das,DEOGHAR (SC),BJP,1,12th Pass,804312,32000,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=844,main_election
20,Raj Sinha,DHANBAD,BJP,1,Post Graduate,16951861,1698273,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=863,main_election
21,Raj Kumar Yadaw,DHANWAR,CPI(ML)(L),2,10th Pass,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=522,main_election
22,Lois Marandi,DUMKA (ST),BJP,2,Doctorate,22485862,5739383,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1063,main_election
23,Jagarnath Mahto,DUMRI,JMM,6,10th Pass,5982463,197575,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=909,main_election
24,Jai Prakash Verma,GANDEY,BJP,0,Post Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=900,main_election
25,Satyendra Nath Tiwari,GARHWA,BJP,2,Graduate,56542281,0,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=171,main_election
26,Lakshman Tudu,GHATSILA (ST),BJP,0,12th Pass,3355000,175000,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=312,main_election
27,Nirbhay Kumar Shahabadi,GIRIDIH,BJP,3,12th Pass,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=904,main_election
28,Raghu Nandan Mandal,GODDA,BJP,3,Graduate,157520250,104775,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=1100,main_election
29,Yogendra Prasad,GOMIA,JMM,4,Graduate,8219897,544199,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=505,main_election
30,Shivshankar Oraon,GUMLA (ST),BJP,0,Post Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=61,main_election
31,Navin Jaiswal,HATIA,JVM(P),5,12th Pass,26210000,3452000,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=613,main_election
32,Manish Jaishwal,HAZARIBAGH,BJP,3,Graduate,182632685,36327697,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=565,main_election
33,Kushwaha Shivpujan Mehta,HUSSAINABAD,BSP,8,Graduate,,,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=159,main_election
34,Sadhu Charan Mahato,ICHAGARH,BJP,2,Literate,4260025,0,https://www.myneta.info/jharkhand2014/candidate.php?candidate_id=630,main_election
