sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Manoj Manzil,AGIAON (SC),CPI(ML)(L),30,Graduate,316500,0,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=9784,main_election
2,Narendra Narayan Yadav,ALAMNAGAR,JD(U),1,Graduate,20183564,84303,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=12606,main_election
3,Ramvriksh Sada,ALAULI (SC),RJD,5,10th Pass,,,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=11682,main_election
4,Mishri Lal Yadav,ALINAGAR,Vikassheel Insaan Party,4,Post Graduate,11866844,2736000,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=11060,main_election
5,Jayant Raj,AMARPUR,JD(U),0,Post Graduate,6167889,871476,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=9728,main_election
6,Krishan Kumar Mantoo,AMNOUR,BJP,9,10th Pass,,,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=11645,main_election
7,Akhtarul Iman,AMOUR,All India Majlis-E-Ittehadul Muslimeen,8,Post Graduate,7414055,799235,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=13142,main_election
8,Abidur Rahman,ARARIA,INC,2,10th Pass,42022017,808162,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=13055,main_election
9,Amrendra Pratap Singh,ARRAH,BJP,0,Graduate,,,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=9701,main_election
10,Maha Nand Singh,ARWAL,CPI(ML)(L),3,12th Pass,2334364,0,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=9644,main_election
11,Jitendra Kumar,ASTHAWAN,JD(U),1,Doctorate,31435293,0,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=10941,main_election
12,Ajay Yadav,ATRI,RJD,14,12th Pass,,,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=9961,main_election
13,Anand Shankar Singh,AURANGABAD,INC,3,Post Graduate,35883259,904666,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=10825,main_election
14,Mina Kumari,BABUBARHI,JD(U),1,Post Graduate,6986936,1750000,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=13020,main_election
15,Surendra Mehata,BACHHWARA,BJP,0,12th Pass,,,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=11751,main_election
16,Ram Singh,BAGAHA,BJP,1,12th Pass,14496651,211805,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=12657,main_election
17,Mohammad Anzar Nayeemi,BAHADURGANJ,All India Majlis-E-Ittehadul Muslimeen,1,Graduate,46798365,5309696,https://www.myneta.info/Bihar2020/candidate.php?candidate_id=12888,main_election
