sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Thounaojam Shamkumar,ANDRO,INC,0,10th Pass,12999337,817300,https://www.myneta.info/manipur2017/candidate.php?candidate_id=20,main_election
2,Konthoujam Govindas,BISHENPUR,INC,0,Graduate,43821788,27021000,https://www.myneta.info/manipur2017/candidate.php?candidate_id=80,main_election
3,Letpao Haokip,CHANDEL(ST),National Peoples Party,0,Graduate,,,https://www.myneta.info/manipur2017/candidate.php?candidate_id=167,main_election
4,Khashim Vashum,CHINGAI(ST),Naga Peoples Front,0,Graduate,24568566,0,https://www.myneta.info/manipur2017/candidate.php?candidate_id=191,main_election
5,V. Hangkhanlian,CHURACHANDPUR(ST),BJP,0,Graduate,18185818,3500000,https://www.myneta.info/manipur2017/candidate.php?candidate_id=219,main_election
6,Nongthombam Biren,HEINGANG,BJP,0,Graduate,,,https://www.myneta.info/manipur2017/candidate.php?candidate_id=3,main_election
7,Thokchom Radheshyam Singh,HEIROK,BJP,0,Graduate,5635278,0,https://www.myneta.info/manipur2017/candidate.php?candidate_id=241,main_election
8,Thangzalam,HENGLEP(ST),BJP,0,Graduate,37653457,2000000,https://www.myneta.info/manipur2017/candidate.php?candidate_id=210,main_election
9,Yumnam Radheshyam,HIYANGLAM,BJP,0,Graduate Professional,,,https://www.myneta.info/manipur2017/candidate.php?candidate_id=155,main_election
10,Ashab Uddin,JIRIBAM,IND,0,12th Pass,1113800,0,https://www.myneta.info/manipur2017/candidate.php?candidate_id=159,main_election
11,Mayanglambam Rameshwar Singh,KAKCHING,BJP,1,Post Graduate,61987066,21721536,https://www.myneta.info/manipur2017/candidate.php?candidate_id=226,main_election
12,Nemcha Kipgen,KANGPOKPI,BJP,0,Others,,,https://www.myneta.info/manipur2017/candidate.php?candidate_id=117,main_election
13,D.d. Thaisii,KARONG(ST),INC,0,Post Graduate,4448250,0,https://www.myneta.info/manipur2017/candidate.php?candidate_id=113,main_election
14,Lourembam Rameshwor Meetei,KEIRAO,BJP,0,Graduate,16147359,7155500,https://www.myneta.info/manipur2017/candidate.php?candidate_id=11,main_election
15,Langpoklakpam Jayantakumar,KEISAMTHONG,National Peoples Party,0,Post Graduate,,,https://www.myneta.info/manipur2017/candidate.php?candidate_id=36,main_election
16,Surjakumar Okram,KHANGABOK,INC,0,Graduate,8256728,300000,https://www.myneta.info/manipur2017/candidate.php?candidate_id=233,main_election
17,Nahakpam Indrajit,KHETRIGAO,BJP,0,12th Pass,19927211,800530,https://www.myneta.info/manipur2017/candidate.php?candidate_id=139,main_election
