sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Diganta Ghatowal,BEHALI : BYE ELECTION ON 13-11-2024,BJP,0,12th Pass,3479289,32460,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1130,bye_election
2,Phanidhar Talukdar,BHABANIPUR : BYE ELECTION ON 30-10-2021,BJP,0,12th Pass,107812804,12365742,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1101,bye_election
3,Diptimayee Choudhury,BONGAIGAON : BYE ELECTION ON 13-11-2024,AGP,0,12th Pass,,,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1134,bye_election
4,Nihar Ranjan Das,DHOLAI (SC) : BYE ELECTION ON 13-11-2024,BJP,0,Post Graduate,12152933,4503137,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1144,bye_election
5,Jiron Basumatary,GOSSAIGAON : BYE ELECTION ON 30-10-2021,"United Peoples Party, Liberal",0,Graduate,3427226,0,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1087,bye_election
6,Bhuban Gam,MAJULI (ST) : BYE ELECTION ON 07-03-2022,BJP,0,12th Pass,,,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1126,bye_election
7,Rupjyoti Kurmi,MARIANI : BYE ELECTION ON 30-10-2021,BJP,0,12th Pass,16183353,2781275,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1117,bye_election
8,Diplu Ranjan Sarmah,SAMAGURI : BYE ELECTION ON 13-11-2024,BJP,0,Graduate,22697691,7617062,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1152,bye_election
9,Nirmal Kumar Brahma,SIDLI (ST) : BYE ELECTION ON 13-11-2024,"United Peoples Party, Liberal",0,Graduate,,,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1161,bye_election
10,Jolen Daimary,TAMULPUR : BYE ELECTION ON 30-10-2021,"United Peoples Party, Liberal",0,Graduate,1364701,0,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1091,bye_election
11,Sushanta Borgohain,THOWRA : BYE ELECTION ON 30-10-2021,BJP,0,Graduate,24814870,0,https://www.myneta.info/Assam2021/candidate.php?candidate_id=1124,bye_election
