sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,MALIKAYYA V. GUTTEDAR,Afzalpur,INC,0,12th Pass,21246000,1160000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=505,main_election
2,GUTTEDAR SUBASH RUKMAYYA,Aland,JD(S),0,10th Pass,16682351,250000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=618,main_election
3,A NARAYANASWAMY,Anekal,BJP,0,Not Given,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=41,main_election
4,BALACHANDRA LAXMANRAO JARAKIHOLI,Arabhavi,JD(S),1,10th Pass,55510755,0,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=243,main_election
5,MANJU. A,Arkalgud,INC,1,Post Graduate,60096394,10389730,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1663,main_election
6,K. M. SHIVALINGEGOWDA,Arsikere,JD(S),0,Graduate,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1633,main_election
7,LAXMAN SANGAPPA SAVADI,Athani,BJP,0,8th Pass,29243834,823133,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=249,main_election
8,PRABHU CHAVHAN,Aurad,BJP,0,12th Pass,19500000,5200000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=398,main_election
9,RAMALINGA REDDY,B.T.M. Layout,INC,0,Graduate,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=102,main_election
10,M.B.PATIL,Babaleshwar,INC,0,Graduate Professional,182083740,101913516,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=432,main_election
11,MAHAGUNDAPPA KALLAPPA PATTANSHETTI,Badami,BJP,0,Graduate,14908835,543597,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1,main_election
12,CHARANTIMATH VIRANNA CHANDRASHEKHARAYYA,Bagalkot,BJP,1,12th Pass,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=6,main_election
13,SAMPANGI N,Bagepalli,INC,0,Graduate Professional,5000000,0,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1382,main_election
14,METGUD VIRUPAXI (JAGADISH) CHANNAPPA,Bailhongal,BJP,0,Graduate,5673251,27375000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=256,main_election
15,M.NARAYANASWAMY,Bangarapet,INC,0,Not Given,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1476,main_election
16,B.RAMANATHA RAI,Bantval,INC,0,Graduate,34647000,4270000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1713,main_election
17,BASAVARAJ PATIL ATTUR,Basavakalyan,BJP,0,Graduate,34310000,0,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=403,main_election
18,BELLUBBI SANGAPPA KALLAPPA,Basavana Bagevadi,BJP,0,10th Pass,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=437,main_election
19,RAVISUBRAMANYA L.A,Basavanagudi,BJP,0,Post Graduate,22078483,1010000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=109,main_election
20,ABHAY PATIL,Belgaum Dakshin,BJP,1,10th Pass,37467621,268288,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=263,main_election
21,SANJAY B PATIL,Belgaum Rural,BJP,0,Others,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=270,main_election
22,B.SREERAMULU,Bellary,BJP,12,Graduate,192216627,0,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=358,main_election
23,GALI SOMASHEKHARA REDDY,Bellary City,BJP,0,Post Graduate,287108700,190800000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=362,main_election
24,K.VASANTHA BANGERA,Belthangady,INC,0,12th Pass,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1676,main_election
25,RUDRESH GOWDA. Y. N,Belur,INC,0,Graduate Professional,60156433,276000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1639,main_election
26,B.K.SANGAMESHWARA,Bhadravati,INC,4,10th Pass,12134000,1840800,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=1147,main_election
27,ESHWARA BHIMANNA KHANDRE,Bhalki,INC,3,Graduate Professional,,,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=410,main_election
28,J D NAIK,Bhatkal,INC,0,Graduate Professional,7930000,2975000,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=894,main_election
29,GURUPADAPPA NAGMARPALLY,Bidar,INC,0,10th Pass,11300000,0,https://www.myneta.info/karnatka2008/candidate.php?candidate_id=415,main_election
