Year,State,Constituency,SerialNo,CandidateName,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner
2004,MADHYA PRADESH,Khandwa,2,NAND KUMAR SINGH CHAUHAN ( NANDU BHAIYA),BJP,0,Graduate,47,"Rs 45,10,192 ~ 45 Lacs+","Rs 9,47,000 ~ 9 Lacs+",Yes
2004,MADHYA PRADESH,Khandwa,1,AMITABH MANDLOI,INC,0,Graduate Professional,39,"Rs 58,24,912 ~ 58 Lacs+","Rs 54,609 ~ 54 Thou+",No
2004,MADHYA PRADESH,Khandwa,3,RAMGOPAL YADAV,BSP,0,10th Pass,48,Not Available,Not Available,No
2004,MADHYA PRADESH,Khandwa,4,UTTAM SALWE,GGP,0,10th Pass,34,"Rs 55,000 ~ 55 Thou+",Rs 0 ~,No
