sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Mehtab Chandee Agitok Sangma,GAMBEGRE (ST) : BYE ELECTION ON 13-11-2024,NPP,0,Graduate Professional,341161259,102366490,https://www.myneta.info/Meghalaya2023/candidate.php?candidate_id=7139,bye_election
2,Synshar Kupar Roy Lyngdoh Thabah,SOHIONG (ST) : BYE ELECTION ON 10-05-2023,UDP,0,Post Graduate,13560000,0,https://www.myneta.info/Meghalaya2023/candidate.php?candidate_id=7136,bye_election
