sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Cherukuvada Sriranganadha Raju,ACHANTA,YSRCP,0,8th Pass,441837720,122485291,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5410,main_election
2,Gottipati Ravi Kumar,ADDANKI,TDP,1,12th Pass,583767374,139851224,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5571,main_election
3,Y. Sai Prasad Reddy,ADONI,YSRCP,0,10th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5004,main_election
4,Brijendra Reddy Gangula,ALLAGADDA,YSRCP,1,Graduate,17132578,7529752,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4971,main_election
5,P Jayaram,ALUR,YSRCP,0,10th Pass,8838755,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5362,main_election
6,Thammineni Seetharam,AMADALAVALASA,YSRCP,1,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4605,main_election
7,Viswarupu Pinipe,AMALAPURAM,YSRCP,1,Graduate Professional,33086943,9879111,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4687,main_election
8,Amarnath Gudivada,ANAKAPALLI,YSRCP,5,Graduate Professional,53258137,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5579,main_election
9,Anantha Venkatarami Reddy,ANANTAPUR URBAN,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5022,main_election
10,Sathi Suryanarayana Reddy,ANAPARTHY,YSRCP,0,Post Graduate,173301892,6123848,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5283,main_election
11,Chetti Palguna,ARAKU VALLEY,YSRCP,0,Graduate,3252000,730238,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4650,main_election
12,Mekapati Goutham Reddy,ATMAKUR,YSRCP,3,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4916,main_election
13,Simhadri Ramesh Babu,AVANIGADDA,YSRCP,3,12th Pass,162992458,5619927,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4786,main_election
14,Gunthoti Venkata Subbaiah,BADVEL,YSRCP,0,Post Graduate,11248613,3779935,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4936,main_election
15,Katasani Rami Reddy,BANAGANAPALLE,YSRCP,1,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4994,main_election
16,Kona Raghupathi,BAPATLA,YSRCP,0,Graduate,283427209,8353550,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4850,main_election
17,Srinivas Grandhi,BHIMAVARAM,YSRCP,0,12th Pass,393710194,76698459,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4736,main_election
18,Muttamsetti Srinivasa Rao,BHIMLI,YSRCP,0,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5592,main_election
19,Sambangi Venkata China Appala Naidu,BOBBILI,YSRCP,0,12th Pass,51922543,2709050,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5164,main_election
20,Dr.Chevireddy Bhaskar Reddy,CHANDRAGIRI,YSRCP,16,Doctorate,32236414,8193552,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5209,main_election
21,Botcha Satyanarayana,CHEEPURUPALLE,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5612,main_election
22,Rajini Vidadala,CHILAKALURIPET,YSRCP,0,Graduate,1281406682,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4869,main_election
23,Vunnamatla Rakada Eliza,CHINTALAPUDI,YSRCP,0,Graduate,44968609,2022000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4758,main_election
24,Balarama Krishna Murthy Karanam,CHIRALA,TDP,2,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4895,main_election
25,Aranii Srenevasulu,CHITTOOR,YSRCP,4,12th Pass,791611964,78650264,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5154,main_election
26,Karanam Dharmasri,CHODAVARAM,YSRCP,0,Graduate Professional,138438000,11867098,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5601,main_election
27,Venugopal Rao Maddisetty,DARSI,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6785,main_election
28,Abbaya Chowdary Kothari,DENDULURU,YSRCP,2,Graduate Professional,156435086,62110023,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5391,main_election
29,Kethireddy Venkatarami Reddy,DHARMAVARAM,YSRCP,7,Graduate Professional,50145997,2949880,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5049,main_election
30,Buggana Rajendranath,DHONE,YSRCP,2,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4998,main_election
31,Alla Kali Krishna Srinivas,ELURU,YSRCP,0,12th Pass,48294582,1181840,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5386,main_election
32,Kiran Kumar Gorle,ETCHERLA,YSRCP,4,Post Graduate,34038403,603553,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5132,main_election
33,Botcha Appalanarasayya,GAJAPATHINAGARAM,YSRCP,0,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4616,main_election
34,Nagi Reddy Tippala,GAJUWAKA,YSRCP,0,10th Pass,165257295,2320306,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5615,main_election
35,Kalattur Narayana Swamy,GANGADHARA NELLORE,YSRCP,0,Graduate,14047481,100000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5086,main_election
36,Kondeti Chitti Babu,GANNAVARAM,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5282,main_election
37,Vallabhaneni Vamsi Mohan,GANNAVARAM,TDP,0,Post Graduate,837400805,61271414,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4765,main_election
38,Anna Rambabu,GIDDALUR,YSRCP,0,Graduate,428465354,63761872,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4907,main_election
39,Talari Venkatrao,GOPALAPURAM,YSRCP,0,Others,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5380,main_election
40,Kodali Sri Venkateswara Rao,GUDIVADA,YSRCP,4,8th Pass,148219363,21764851,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4771,main_election
41,Varaprasad Rao Velagapalli,GUDUR,YSRCP,0,Doctorate,241166131,13351179,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5529,main_election
42,Yallareddy Gari Venkatarama Reddy,GUNTAKAL,YSRCP,2,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5014,main_election
43,Mohammad Musthafa Shaik,GUNTUR EAST,YSRCP,8,5th Pass,431673981,77458360,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5319,main_election
44,Maddali Giridhara Rao,GUNTUR WEST,TDP,0,Graduate,494408653,139784727,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4857,main_election
45,Mahesh Reddy Kasu,GURAZALA,YSRCP,6,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5316,main_election
46,Nandamuri Balakrishna,HINDUPUR,TDP,2,Graduate,2740887314,155569250,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5197,main_election
47,Ashok Bendalam,ICHCHAPURAM,TDP,0,Graduate Professional,12120000,3711037,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5126,main_election
48,Jyothula Naga Veera Venkata Vishnu Satya Marthanda Rao,JAGGAMPETA,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4708,main_election
49,Udayabhanu Samineni,JAGGAYYAPETA,YSRCP,18,Graduate,173572554,21369486,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6724,main_election
50,Mule Sudheer Reddy,JAMMALAMADUGU,YSRCP,4,Graduate Professional,112400856,5960707,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4961,main_election
51,Amzath Basha Shaik Bepari,KADAPA,YSRCP,3,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4945,main_election
52,Pedaballi Venkata Sidda Reddy,KADIRI,YSRCP,2,Post Graduate,74248341,14085307,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5058,main_election
53,Dulam Nageswara Rao,KAIKALUR,YSRCP,3,10th Pass,146376630,31538097,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6748,main_election
54,Chandra Sekhara Reddy Dwarampudi,KAKINADA CITY,YSRCP,0,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4679,main_election
55,Kurasala Kannababu,KAKINADA RURAL,YSRCP,3,Post Graduate,8520469,1638000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5271,main_election
56,K.V.Usha,KALYANDURG,YSRCP,1,Post Graduate,121584512,16032693,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5027,main_election
57,Pochimareddy Ravindranath Reddy,KAMALAPURAM,YSRCP,7,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4956,main_election
58,Maheedhar Reddy Manugunta,KANDUKUR,YSRCP,0,Graduate,53024398,1025000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4902,main_election
59,Burra Madhu Sudhana Rao,KANIGIRI,YSRCP,2,Literate,373652000,39414000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5718,main_election
60,Ramireddy Pratap Kumar Reddy,KAVALI,YSRCP,7,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5748,main_election
61,Jaradoddi Sudhakar,KODUMUR,YSRCP,0,Post Graduate,15435600,2000000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=7433,main_election
62,Koramutla Sreenivasulu,KODUR,YSRCP,0,Post Graduate,18073500,220000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5339,main_election
63,Doctor Dola Sree Bala Veeranjaneya Swamy,KONDAPI,TDP,0,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5765,main_election
64,Jaggireddy Chirla,KOTHAPETA,YSRCP,3,Post Graduate,37045377,9464709,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5267,main_election
65,Nallapareddy Prasanna Kumar Reddy,KOVUR,YSRCP,1,Graduate,179183728,23275243,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4920,main_election
66,Taneti Vanita,KOVVUR,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4720,main_election
67,Nara Chandrababu Naidu,KUPPAM,TDP,1,Post Graduate,6685750975,153331393,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5147,main_election
68,Abdul Hafeez Khan Mohammed,KURNOOL,YSRCP,0,Post Graduate,36786431,3330035,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5509,main_election
69,Pamula Pushpa Sreevani,KURUPAM,YSRCP,1,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5171,main_election
70,Ramakrishna Reddy Pinnelli,MACHERLA,YSRCP,4,12th Pass,63189172,25863583,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4884,main_election
71,Perni Venkataramaiah (Nani),MACHILIPATNAM,YSRCP,2,Graduate,15625097,11048757,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6777,main_election
72,Mopuragundu Thippeswamy,MADAKASIRA,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5813,main_election
73,Mohammed Nawaz Basha,MADANAPALLE,YSRCP,1,8th Pass,97972417,9529444,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5821,main_election
74,Budi Mutyala Naidu,MADUGULA,YSRCP,1,12th Pass,18010979,550000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=7132,main_election
75,Vegulla Jogeswara Rao,MANDAPETA,TDP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5262,main_election
76,Rama Krishna Reddy Alla,MANGALAGIRI,YSRCP,7,12th Pass,248112016,55784063,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5311,main_election
77,Yallareddy Gari Balanagi Reddy,MANTRALAYAM,YSRCP,1,10th Pass,22964407,2379258,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5516,main_election
78,Kunduru Nagarjuna Reddy,MARKAPURAM,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4904,main_election
79,Ponnada Venkata Satish Kumar,MUMMIDIVARAM,YSRCP,0,12th Pass,66961982,7444618,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4684,main_election
80,Raghurami Reddy Settipally,MYDUKUR,YSRCP,4,10th Pass,54093712,1804139,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6634,main_election
81,Vasantha Venkata Krishna Prasad,MYLAVARAM,YSRCP,3,10th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4813,main_election
82,R.K. Roja,NAGARI,YSRCP,4,12th Pass,93349862,7185026,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5158,main_election
83,Monditoka . Jagan Mohana Rao,NANDIGAMA,YSRCP,5,Post Graduate,22626537,7186188,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4818,main_election
84,Thoguru Arthur,NANDIKOTKUR,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4982,main_election
85,Singareddy Ravi Chandra Kishore Reddy,NANDYAL,YSRCP,4,Post Graduate,518777091,351322222,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4992,main_election
86,Dharmana Krishna Das,NARASANNAPETA,YSRCP,0,Graduate,29297386,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4607,main_election
87,Mudunuri Naga Raja Vara Prasada Raju,NARASAPURAM,YSRCP,1,10th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4732,main_election
88,Srinivasa Reddy Gopireddy,NARASARAOPET,YSRCP,4,Post Graduate,100395270,31236067,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4873,main_election
89,Uma Sankara Ganesh Petla,NARSIPATNAM,YSRCP,2,Graduate,6674379,741310,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5938,main_election
90,Appala Naidu Baddukonda,NELLIMARLA,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=7260,main_election
91,Poluboina Anil Kumar,NELLORE CITY,YSRCP,2,Graduate Professional,59491202,9666074,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4923,main_election
92,Kotamreddy Sridhar Reddy,NELLORE RURAL,YSRCP,3,12th Pass,18690497,43580,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4928,main_election
93,Geddam Srinivas Naidu,NIDADAVOLE,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5445,main_election
94,Venkata Pratap Apparao Meka,NUZVID,YSRCP,2,Graduate,182875263,2487625,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4764,main_election
95,Balineni Srinivasa Reddy (Vasu),ONGOLE,YSRCP,2,12th Pass,57572658,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5961,main_election
96,Kottagulli Bhagya Lakshmi,PADERU,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5972,main_election
97,Dr. Nimmala Ramanaidu,PALACOLE,TDP,0,Doctorate,97604094,1181146,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4730,main_election
98,Viswasarayi Kalavathi,PALAKONDA,YSRCP,0,Post Graduate,13418979,1075436,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5121,main_election
99,N Venkate Gowda,PALAMANER,YSRCP,0,8th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5092,main_election
100,Appalaraju Seediri,PALASA,YSRCP,4,Post Graduate,15228826,6049431,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5114,main_election
101,Anil Kumar Kaile,PAMARRU,YSRCP,2,Graduate Professional,25155000,2963541,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4789,main_election
102,Katasani Rambhupal Reddy,PANYAM,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=7087,main_election
103,Yeluri Samba Siva Rao,PARCHUR,TDP,0,Post Graduate,419017447,4814026,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6861,main_election
104,Alajangi Jogarao,PARVATHIPURAM,YSRCP,0,Post Graduate,29046410,13381148,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5481,main_election
105,Shanthi Reddy,PATHAPATNAM,YSRCP,0,10th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5107,main_election
106,K Sreedevi,PATTIKONDA,YSRCP,0,12th Pass,30645263,4475146,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5354,main_election
107,Baburao Golla,PAYAKARAOPETA,YSRCP,0,Post Graduate,38792807,11100000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6598,main_election
108,Sankara Rao Namburu,PEDAKURAPADU,YSRCP,0,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5307,main_election
109,Jogi Ramesh,PEDANA,YSRCP,16,Graduate,9093000,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6905,main_election
110,Nimmakayala China Rajappa,PEDDAPURAM,TDP,0,Graduate,12695777,1650000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5256,main_election
111,Kolusu Partha Sarathy,PENAMALURU,YSRCP,9,12th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4795,main_election
112,Annamreddy Adeep Raj,PENDURTHI,YSRCP,2,12th Pass,61648737,14845855,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6011,main_election
113,Sankar Narayana Malagundla,PENUKONDA,YSRCP,6,Graduate Professional,195472335,3460358,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5192,main_election
114,Chinthala Ramaachandra Reddy,PILERU,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5220,main_election
115,Dorababu Pendem,PITHAPURAM,YSRCP,2,10th Pass,10734000,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5251,main_election
116,Tellam Balaraju,POLAVARAM,YSRCP,2,12th Pass,16383066,3981792,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5428,main_election
117,Venkatroshaiah Kilari,PONNUR,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4838,main_election
118,Sri Purnachandra Prasadu Parvatha,PRATHIPADU,YSRCP,0,10th Pass,15119875,2933573,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5247,main_election
119,Sucharitha Mekathoti,PRATHIPADU (SC),YSRCP,1,Graduate,86944937,16358679,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5301,main_election
120,Rachamallu Siva Prasad Reddy,PRODDATUR,YSRCP,3,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4962,main_election
121,Yeduguri Sandinti Jagan Mohan Reddy,PULIVENDLA,YSRCP,38,Graduate,5103816566,11921202,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5332,main_election
122,Peddi Reddy Ramachandra Reddy,PUNGANUR,YSRCP,0,Doctorate,1309783927,203862494,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5218,main_election
123,M Babu,PUTHALAPATTU,YSRCP,1,5th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5141,main_election
124,Duddukunta Sreedhar Reddy,PUTTAPARTHI,YSRCP,3,Graduate,686919563,206266257,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6103,main_election
125,Adireddy Bhavani,RAJAHMUNDRY CITY,TDP,0,Post Graduate,488289301,85709699,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5245,main_election
126,Kambala Jogulu,RAJAM,YSRCP,2,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4609,main_election
127,Meda Venkata Mallikarjuna Reddy,RAJAMPET,YSRCP,0,Graduate,506093454,104814157,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4938,main_election
128,Buchayya Chowdary Gorantla,RAJAMUNDRY RURAL,TDP,0,Graduate,120971694,29098475,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4705,main_election
129,Jakkampudi Raja,RAJANAGARAM,YSRCP,6,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5294,main_election
130,Srinivasa Venu Gopala Krishna Chelluboyina,RAMACHANDRAPURAM,YSRCP,0,Graduate,36330000,1380000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4681,main_election
131,Nagulapalli Dhanalakshmi,RAMPACHODAVARAM,YSRCP,0,Graduate Professional,675000,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4718,main_election
132,Thopudurthy Prakash Reddy,RAPTADU,YSRCP,5,Graduate Professional,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5030,main_election
133,Gadikokta. Srikanth Reddy,RAYACHOTI,YSRCP,1,Graduate Professional,64943164,20000000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4948,main_election
134,Kapu Ramachandra Reddy,RAYADURG,YSRCP,6,Post Graduate,170907347,60224564,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5186,main_election
135,Rapaka Vara Prasada Rao,RAZOLE,Janasena Party,2,10th Pass,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4689,main_election
136,Anagani Satyaprasad,REPALLE,TDP,1,Graduate,88403523,3900000,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4841,main_election
137,Peedika Rajanna Dora,SALUR,YSRCP,0,Post Graduate,20044512,2351171,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4612,main_election
138,Thalathoti Jaya Ratna Sudhakar Babu,SANTHANUTHALAPADU,YSRCP,0,Post Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=6891,main_election
139,Kakani Govardhan Reddy,SARVEPALLI,YSRCP,7,Post Graduate,221877471,0,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4929,main_election
140,Rambabu Ambati,SATTENAPALLI,YSRCP,2,Graduate Professional,152709557,10452819,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=4876,main_election
141,K Adimulam,SATYAVEDU,YSRCP,0,Graduate,,,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5081,main_election
