sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Ram Kishan Singhal,ADARSH NAGAR,BJP,0,Graduate,156990539,5600000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=11,main_election
2,Ashok Kumar,AMBEDKAR NAGAR,Aam Aadmi Party,0,10th Pass,1335091,3600,https://www.myneta.info/delhi2013/candidate.php?candidate_id=13,main_election
3,Naresh Gaur,BABARPUR,BJP,2,Graduate Professional,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=101,main_election
4,Rambir Singh Bidhuri,BADARPUR,BJP,0,Graduate,121946408,4675000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=203,main_election
5,Devender Yadav,BADLI,INC,0,12th Pass,274303290,13393506,https://www.myneta.info/delhi2013/candidate.php?candidate_id=166,main_election
6,Haroon Yusuf,BALLIMARAN,INC,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=29,main_election
7,Gugan Singh,BAWANA,BJP,0,8th Pass,12604497,25080,https://www.myneta.info/delhi2013/candidate.php?candidate_id=178,main_election
8,Sat Prakash Rana,BIJWASAN,BJP,2,Post Graduate,1118953087,17448856,https://www.myneta.info/delhi2013/candidate.php?candidate_id=152,main_election
9,Sanjeev Jha,BURARI,Aam Aadmi Party,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=6,main_election
10,Parlad Singh Sawhney,CHANDNI CHOWK,INC,0,12th Pass,256150902,1320389,https://www.myneta.info/delhi2013/candidate.php?candidate_id=21,main_election
11,Brahm Singh Tanwar,CHHATARPUR,BJP,0,8th Pass,166690890,1350000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=189,main_election
12,Surender Singh,DELHI CANTT,Aam Aadmi Party,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=158,main_election
13,Prakash,DEOLI,Aam Aadmi Party,0,Post Graduate,164547,9500,https://www.myneta.info/delhi2013/candidate.php?candidate_id=191,main_election
14,Parduymn Rajput,DWARKA,BJP,2,Post Graduate,163593854,919478,https://www.myneta.info/delhi2013/candidate.php?candidate_id=145,main_election
15,Arvinder Singh Lovely,GANDHI NAGAR,INC,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=60,main_election
16,Sahib Singh Chauhan,GHONDA,BJP,1,Post Graduate,50320380,0,https://www.myneta.info/delhi2013/candidate.php?candidate_id=205,main_election
17,Ranjeet Singh,GOKALPUR,BJP,0,12th Pass,6235425,135109,https://www.myneta.info/delhi2013/candidate.php?candidate_id=110,main_election
18,Saurabh Bharadwaj,GREATER KAILASH,Aam Aadmi Party,0,Graduate Professional,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=80,main_election
19,Jagdeep Singh,HARI NAGAR,Aam Aadmi Party,0,12th Pass,17785670,821784,https://www.myneta.info/delhi2013/candidate.php?candidate_id=136,main_election
20,Jagdish Mukhi,JANAKPURI,BJP,2,Doctorate,46405418,1937084,https://www.myneta.info/delhi2013/candidate.php?candidate_id=131,main_election
21,Maninder Singh Dhir,JANGPURA,Aam Aadmi Party,0,Post Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=68,main_election
22,Harmeet Singh,KALKAJI,BJP,0,12th Pass,62290112,522450,https://www.myneta.info/delhi2013/candidate.php?candidate_id=815,main_election
23,Mohan Singh Bisht,KARAWAL NAGAR,BJP,4,12th Pass,32926420,700000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=117,main_election
24,Vishesh Ravi,KAROL BAGH,Aam Aadmi Party,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=31,main_election
25,Madan Lal,KASTURBA NAGAR,Aam Aadmi Party,0,Post Graduate,25501420,2879889,https://www.myneta.info/delhi2013/candidate.php?candidate_id=70,main_election
26,Anil Jha,KIRARI,BJP,3,Post Graduate,12740746,2573279,https://www.myneta.info/delhi2013/candidate.php?candidate_id=174,main_election
27,Manoj Kumar,KONDLI,Aam Aadmi Party,0,10th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=45,main_election
28,Dr Harsh Vardhan,KRISHNA NAGAR,BJP,3,Post Graduate,28027597,1948403,https://www.myneta.info/delhi2013/candidate.php?candidate_id=56,main_election
29,Vinod Kumar Binny,LAXMI NAGAR,Aam Aadmi Party,0,Graduate,1915233,341797,https://www.myneta.info/delhi2013/candidate.php?candidate_id=49,main_election
30,Girish Soni,MADIPUR,Aam Aadmi Party,0,10th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=124,main_election
31,Somnath Bharti,MALVIYA NAGAR,Aam Aadmi Party,0,Post Graduate,14195648,2488155,https://www.myneta.info/delhi2013/candidate.php?candidate_id=72,main_election
32,Rakhi Birla,MANGOL PURI,Aam Aadmi Party,0,Post Graduate,51150,229000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=122,main_election
33,Shoaib Iqbal,MATIA MAHAL,JD(U),8,12th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=254,main_election
34,Rajesh Gahlot,MATIALA,BJP,0,12th Pass,29156366,284000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=147,main_election
35,Parvesh Sahib Singh,MEHRAULI,BJP,1,Post Graduate,106971558,26650000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=186,main_election
36,Akhilesh Pati Tripathi,MODEL TOWN,Aam Aadmi Party,0,Post Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=96,main_election
37,Subhash Sachdeva,MOTI NAGAR,BJP,0,12th Pass,139240804,9170504,https://www.myneta.info/delhi2013/candidate.php?candidate_id=38,main_election
38,Rambir Shokeen,MUNDKA,IND,1,12th Pass,15765257,225000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=579,main_election
39,Hasan Ahmed,MUSTAFABAD,INC,0,12th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=115,main_election
40,Ajeet Singh Kharkhari,NAJAFGARH,BJP,0,12th Pass,127857452,0,https://www.myneta.info/delhi2013/candidate.php?candidate_id=149,main_election
41,Manoj Kumar Shokeen,NANGLOI JAT,BJP,1,10th Pass,193758709,12923056,https://www.myneta.info/delhi2013/candidate.php?candidate_id=227,main_election
42,Neel Daman Khatri,NERELA,BJP,0,10th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=1,main_election
43,Arvind Kejriwal,NEW DELHI,Aam Aadmi Party,5,Graduate Professional,21048389,4123550,https://www.myneta.info/delhi2013/candidate.php?candidate_id=65,main_election
44,Asif Mohd. Khan,OKHLA,INC,13,10th Pass,135497276,0,https://www.myneta.info/delhi2013/candidate.php?candidate_id=83,main_election
45,Dharm Dev Solanki,PALAM,BJP,0,10th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=155,main_election
46,Veena Anand,PATEL NAGAR,Aam Aadmi Party,0,12th Pass,155292575,76024028,https://www.myneta.info/delhi2013/candidate.php?candidate_id=35,main_election
47,Manish Sisodia,PATPARGANJ,Aam Aadmi Party,3,Others,4183942,36554,https://www.myneta.info/delhi2013/candidate.php?candidate_id=46,main_election
48,Anil Kumar Sharma,R K PURAM,BJP,1,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=77,main_election
49,R.P.Singh,RAJINDER NAGAR,BJP,1,12th Pass,166881848,14157517,https://www.myneta.info/delhi2013/candidate.php?candidate_id=163,main_election
50,Manjinder Singh Sirsa,RAJOURI GARDEN,SAD,3,12th Pass,2355123043,320192540,https://www.myneta.info/delhi2013/candidate.php?candidate_id=266,main_election
51,Kulwant Rana,RITHALA,BJP,3,12th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=180,main_election
52,Rajesh Garg Rohiniwala,ROHINI,Aam Aadmi Party,2,12th Pass,723127,0,https://www.myneta.info/delhi2013/candidate.php?candidate_id=167,main_election
53,Jitender Kumar,ROHTAS NAGAR,BJP,1,Graduate,10922905,838000,https://www.myneta.info/delhi2013/candidate.php?candidate_id=103,main_election
54,Som Dutt Sharma,SADAR BAZAR,Aam Aadmi Party,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=18,main_election
55,Dinesh Mohaniya,SANGAM VIHAR,Aam Aadmi Party,0,12th Pass,2373777,0,https://www.myneta.info/delhi2013/candidate.php?candidate_id=194,main_election
56,Chaudhary Mateen Ahmad,SEELAMPUR,INC,0,Graduate,6286570,0,https://www.myneta.info/delhi2013/candidate.php?candidate_id=105,main_election
57,Dharmender Singh Koli,SEEMA PURI,Aam Aadmi Party,0,10th Pass,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=100,main_election
58,Jitender Singh Shunty,SHAHDARA,BJP,2,10th Pass,66434545,187231,https://www.myneta.info/delhi2013/candidate.php?candidate_id=465,main_election
59,Satyender Kumar Jain,SHAKUR BASTI,Aam Aadmi Party,0,Graduate Professional,78412824,10421727,https://www.myneta.info/delhi2013/candidate.php?candidate_id=87,main_election
60,Bandana Kumari,SHALIMAR BAGH,Aam Aadmi Party,0,Graduate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=85,main_election
61,Jai Kishan,SULTANPUR MAJRA,INC,3,12th Pass,28675991,1267835,https://www.myneta.info/delhi2013/candidate.php?candidate_id=171,main_election
62,Jarnail Singh,TILAK NAGAR,Aam Aadmi Party,0,12th Pass,17687719,334309,https://www.myneta.info/delhi2013/candidate.php?candidate_id=133,main_election
63,Harish Khanna,TIMARPUR,Aam Aadmi Party,0,Doctorate,,,https://www.myneta.info/delhi2013/candidate.php?candidate_id=7,main_election
