sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,"Anbarasan, T.m.",ALANDUR,DMK,10,10th Pass,69378972,865800,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2343,main_election
2,Meyyanathan .siva .v,ALANGUDI,DMK,1,Post Graduate,8858088,665000,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2047,main_election
3,Dr. Poongothai Aladi Aruna,ALANGULAM,DMK,1,Graduate Professional,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1790,main_election
4,R. Murugaiah Pandian,AMBASAMUDRAM,AIADMK,1,5th Pass,31140473,500000,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2383,main_election
5,Alexander V,AMBATTUR,AIADMK,0,Graduate Professional,31286265,5874859,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=542,main_election
6,Balasubramani .r,AMBUR,AIADMK,0,8th Pass,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2387,main_election
7,Nandakumar A P,ANAIKATTU,DMK,2,12th Pass,255325869,76003569,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1402,main_election
8,Mohan M.k.,ANNA NAGAR,DMK,0,8th Pass,1709731016,41172776,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=93,main_election
9,Rajakrishnan.k.r,ANTHIYUR,AIADMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1946,main_election
10,Ravi S,ARAKKONAM,AIADMK,0,Graduate Professional,1985091,1038701,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1407,main_election
11,"Ramachandaran, S",ARANI,AIADMK,0,12th Pass,21862125,2422934,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1480,main_election
12,Rathinasabhapathy E,ARANTHANGI,AIADMK,1,10th Pass,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1969,main_election
13,Eswarappan J L,ARCOT,DMK,0,Graduate Professional,121466639,85621027,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=122,main_election
14,Rajendran. S,ARIYALUR,AIADMK,1,8th Pass,5102984,251000,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=565,main_election
15,Ramachandran.k.k.s.s.r.,ARUPPUKKOTTAI,DMK,3,8th Pass,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1942,main_election
16,Periyasamy I,ATHOOR,DMK,8,Graduate,56716678,14856926,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1114,main_election
17,Chinnathambi R M,ATTUR,AIADMK,1,10th Pass,3186371,249547,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1576,main_election
18,Pandia Rajan K,AVADI,AIADMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=529,main_election
19,Dhanapal P,AVANASHI,AIADMK,0,Post Graduate,7502272,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1858,main_election
20,V.rajendran,BARGUR,AIADMK,0,12th Pass,9247376,1131600,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1669,main_election
21,Karuppanan K C,BHAVANI,AIADMK,0,10th Pass,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1725,main_election
22,Eswaran.s,BHAVANISAGAR,AIADMK,0,Graduate,463425,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1954,main_election
23,Thiru O.panneerselvam,BODINAYAKANUR,AIADMK,0,12th Pass,15365075,2500735,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1781,main_election
24,Varalakshmi.m,CHENGALPATTU,DMK,0,Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1718,main_election
25,Giri .m.p,CHENGAM,DMK,0,12th Pass,6154375,311114,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1482,main_election
26,Mohan K,CHEYYAR,AIADMK,0,12th Pass,27253485,140000,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1491,main_election
27,Arasu R T,CHEYYUR,DMK,0,Graduate Professional,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2959,main_election
28,Pandiyan K A,CHIDAMBARAM,AIADMK,0,Post Graduate,19567509,9943608,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=956,main_election
29,K.arjunan,COIMBATORE (SOUTH),AIADMK,0,10th Pass,65553437,5096007,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=841,main_election
30,Prince J G,COLACHAL,INC,4,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1702,main_election
31,Ramu A,COONOOR,AIADMK,2,Graduate,141936093,3350027,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1515,main_election
32,M.c. Sampath,CUDDALORE,AIADMK,0,Graduate,48924574,5999428,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=966,main_election
33,S.t.k.jakkaiyan,CUMBUM,AIADMK,2,Graduate Professional,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1988,main_election
34,Kalimuthu.v.s.,DHARAPURAM,INC,1,10th Pass,10031912,1098123,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=3516,main_election
35,Subramani.p,DHARMAPURI,DMK,0,10th Pass,2160078,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1041,main_election
36,Sreenivasan C,DINDIGUL,AIADMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1138,main_election
37,Selvi J Jayalalithaa,DR.RADHAKRISHNAN NAGAR,AIADMK,4,10th Pass,1137338586,20402987,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=68,main_election
38,Edappadi K. Palaniswami,EDAPPADI,AIADMK,0,12th Pass,78066586,3373336,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1577,main_election
39,Ravichandran K.s,EGMORE,DMK,1,Graduate Professional,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=623,main_election
40,Thennarasu K S,ERODE (EAST),AIADMK,0,5th Pass,93424013,1648352,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2339,main_election
41,Ramalingam K.v.,ERODE (WEST),AIADMK,0,Graduate,32116666,1235450,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1726,main_election
42,Arumugam.b,GANDHARVAKOTTAI,AIADMK,0,Literate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1970,main_election
43,Masthan K S,GINGEE,DMK,0,8th Pass,51759474,6683692,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=163,main_election
44,Sengottaiyan K.a,GOBICHETTIPALAYAM,AIADMK,1,10th Pass,68951785,3969874,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1724,main_election
45,Thiravidamani.m,GUDALUR,DMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1517,main_election
46,Jayanthi Padmanabhan .c,GUDIYATTAM,AIADMK,0,Graduate Professional,23030913,6915000,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1411,main_election
47,Vijayakumar K S,GUMMIDIPOONDI,AIADMK,0,12th Pass,30925017,3849035,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=505,main_election
48,Sekar Babu P K,HARBOUR,DMK,3,10th Pass,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=84,main_election
49,R.murugan,HARUR,AIADMK,0,Graduate,14206001,2449500,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1060,main_election
50,Balakrishna Reddy P,HOSUR,AIADMK,1,12th Pass,260942953,9856836,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1672,main_election
51,Ramajeyalingam.j.k.n,JAYANKONDAM,AIADMK,0,Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=576,main_election
52,Muhammed Abubacker.k.a.m,KADAYANALLUR,IUML,0,12th Pass,12229966,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1799,main_election
53,Panneerselvam V,KALASAPAKKAM,AIADMK,0,10th Pass,9775760,7000000,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1493,main_election
54,Prabhu A,KALLAKURICHI,AIADMK,0,Graduate Professional,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1371,main_election
55,C.v.m.p. Ezhilarasan,KANCHEEPURAM,DMK,0,Graduate Professional,49801855,1081824,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=110,main_election
56,Thaniyarasu U,KANGAYAM,AIADMK,6,Post Graduate,6828271,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1916,main_election
57,Austin. S,KANNIYAKUMARI,DMK,0,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1703,main_election
58,Ramasamy Kr,KARAIKUDI,INC,0,10th Pass,18634804,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=378,main_election
59,Vijayabhaskar .m.r,KARUR,AIADMK,5,12th Pass,33179526,3717320,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1692,main_election
60,Duraimurugan,KATPADI,DMK,4,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1412,main_election
61,Murugumaran.n,KATTUMANNARKOIL,AIADMK,0,Graduate Professional,10986358,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=975,main_election
62,"Arukutty, V.c.",KAVUNDAMPALAYAM,AIADMK,1,5th Pass,32130473,3831101,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=854,main_election
63,Rajesh Kumar S,KILLIYOOR,INC,6,Post Graduate,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=2095,main_election
64,Pitchandi K,KILPENNATHUR,DMK,2,Post Graduate,38144965,1958916,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1496,main_election
65,Loganathan.g,KILVAITHINANKUPPAM,AIADMK,0,12th Pass,1445900,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1417,main_election
66,Mathivanan U,KILVELUR,DMK,0,Graduate Professional,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=363,main_election
67,Shanmugam .a,KINATHUKADAVU,AIADMK,0,8th Pass,46360622,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=866,main_election
68,M.k.stalin,KOLATHUR,DMK,6,12th Pass,58402961,0,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=649,main_election
69,C. Kadambur Raju,KOVILPATTI,AIADMK,0,12th Pass,,,https://www.myneta.info/tamilnadu2016/candidate.php?candidate_id=1459,main_election
