sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Pooja Pal,ALLAHABAD WEST,BSP,1,10th Pass,11102460,5652574,https://www.myneta.info/up2012/candidate.php?candidate_id=908,main_election
2,Shankh Lal,KATEHARI,SP,4,Graduate,41877911,2457150,https://www.myneta.info/up2012/candidate.php?candidate_id=181,main_election
3,Azimulhaq Pahalwan,TANDA,SP,2,10th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=8,main_election
4,Gutiyari Lal Duwesh,AGRA CANTT. (SC),BSP,0,8th Pass,16916925,1101787,https://www.myneta.info/up2012/candidate.php?candidate_id=1595,main_election
5,Jagan Prasad Garg,AGRA NORTH,BJP,0,Graduate,104699284,27227500,https://www.myneta.info/up2012/candidate.php?candidate_id=1606,main_election
6,Kali Charan Suman,AGRA RURAL (SC),BSP,0,Post Graduate,,,https://www.myneta.info/up2012/candidate.php?candidate_id=1607,main_election
7,Yogendra Upadhyay,AGRA SOUTH,BJP,3,Post Graduate,6725280,0,https://www.myneta.info/up2012/candidate.php?candidate_id=1600,main_election
8,Tribhuvan Ram,AJAGARA (SC),BSP,0,Graduate,34551995,0,https://www.myneta.info/up2012/candidate.php?candidate_id=726,main_election
9,Ram Murti Verma,AKBARPUR,SP,0,12th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=222,main_election
10,Ram Swaroop Singh,AKBARPUR-RANIYA,SP,0,10th Pass,28391300,0,https://www.myneta.info/up2012/candidate.php?candidate_id=1423,main_election
11,Bheem Prasad,ALAPUR (SC),SP,0,Graduate,2233676,0,https://www.myneta.info/up2012/candidate.php?candidate_id=189,main_election
12,Rameshwar Singh,ALIGANJ,SP,27,10th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=1366,main_election
13,Zafar Aalam,ALIGARH,SP,0,Graduate,186392000,8521000,https://www.myneta.info/up2012/candidate.php?candidate_id=1682,main_election
14,Anugrah Narayan Singh,ALLAHABAD NORTH,INC,1,Graduate Professional,6334685,0,https://www.myneta.info/up2012/candidate.php?candidate_id=929,main_election
15,Parvez Ahmad,ALLAHABAD SOUTH,SP,4,12th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=916,main_election
16,Mamtesh,AMANPUR,BSP,0,Graduate,11235328,0,https://www.myneta.info/up2012/candidate.php?candidate_id=1358,main_election
17,Gayatri Prasad,AMETHI,SP,1,Graduate,18359616,0,https://www.myneta.info/up2012/candidate.php?candidate_id=821,main_election
18,Narendra Singh Yadav,AMRITPUR,SP,0,Post Graduate,,,https://www.myneta.info/up2012/candidate.php?candidate_id=1109,main_election
19,Mehboob Ali,AMROHA,SP,12,12th Pass,46533828,3345885,https://www.myneta.info/up2012/candidate.php?candidate_id=2176,main_election
20,Gajendra Singh,ANUPSHAHAR,BSP,0,Literate,32705761,2116000,https://www.myneta.info/up2012/candidate.php?candidate_id=1711,main_election
21,Dharm Pal Singh,AONLA,BJP,1,Post Graduate,,,https://www.myneta.info/up2012/candidate.php?candidate_id=2117,main_election
22,Salil Vishnoi,ARYA NAGAR,BJP,0,Graduate Professional,24096759,3100000,https://www.myneta.info/up2012/candidate.php?candidate_id=1472,main_election
23,Pinki Singh,ASMOLI,SP,0,Graduate Professional,21685000,5100000,https://www.myneta.info/up2012/candidate.php?candidate_id=2227,main_election
24,Viresh Yadav,ATRAULI,SP,3,Graduate,,,https://www.myneta.info/up2012/candidate.php?candidate_id=1666,main_election
25,Sagram,ATRAULIYA,SP,1,Doctorate,6677825,0,https://www.myneta.info/up2012/candidate.php?candidate_id=564,main_election
26,Madhubala,AURAI (SC),SP,1,Graduate,18371616,5214352,https://www.myneta.info/up2012/candidate.php?candidate_id=710,main_election
27,Madan Singh/ Santosh,AURAIYA (SC),SP,5,12th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=1417,main_election
28,Ayodhya Prasad Pal,AYAH SHAH,BSP,2,12th Pass,21169635,4896905,https://www.myneta.info/up2012/candidate.php?candidate_id=1279,main_election
29,Tej Narayan,AYODHYA,SP,8,Post Graduate,66612,0,https://www.myneta.info/up2012/candidate.php?candidate_id=122,main_election
30,Durga Prasad,AZAMGARH,SP,2,Graduate Professional,,,https://www.myneta.info/up2012/candidate.php?candidate_id=582,main_election
31,Vinod Kumar,BABAGANJ (SC),IND,2,Post Graduate,8084751,29270,https://www.myneta.info/up2012/candidate.php?candidate_id=5222,main_election
32,Vishambhar Singh,BABERU,SP,3,Post Graduate,32236701,1410000,https://www.myneta.info/up2012/candidate.php?candidate_id=1200,main_election
33,Krishanpal,BABINA,BSP,0,12th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=1518,main_election
34,Ram Lal Akela,BACHHRAWAN (SC),SP,3,Post Graduate,7751790,1150293,https://www.myneta.info/up2012/candidate.php?candidate_id=1067,main_election
35,Abid Raja Khan,BADAUN,SP,2,12th Pass,16812470,900000,https://www.myneta.info/up2012/candidate.php?candidate_id=2143,main_election
36,Om Prakash,BADLAPUR,SP,2,10th Pass,,,https://www.myneta.info/up2012/candidate.php?candidate_id=784,main_election
