sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Kishori Lal,ANNI,BJP,0,Post Graduate,25293001,1550000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3054,main_election
2,Virbhadra Singh,ARKI,INC,1,Post Graduate,305215611,62524000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3055,main_election
3,Mulkh Raj,BAIJNATH,BJP,0,10th Pass,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3262,main_election
4,Inder Singh,BALH,BJP,0,10th Pass,11080083,0,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3057,main_election
5,Surender Shourie,BANJAR,BJP,1,Graduate,2995766,747510,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3058,main_election
6,Inder Dutt Lakhanpal,BARSAR,INC,0,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3063,main_election
7,Jia Lal,BHARMOUR,BJP,2,10th Pass,8319838,0,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3070,main_election
8,Bikram Singh Jaryal,BHATTIYAT,BJP,1,Graduate,6448000,5000000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3071,main_election
9,Kamlesh Kumari,BHORANJ,BJP,0,10th Pass,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3078,main_election
10,Subhash Thakur,BILASPUR,BJP,1,Post Graduate,18465397,430144,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3084,main_election
11,Pawan Nayyar,CHAMBA,BJP,0,Graduate,33422263,2812000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3395,main_election
12,Balbir Singh,CHINTPURNI,BJP,1,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3086,main_election
13,Balvir Singh Verma,CHOPAL,BJP,0,12th Pass,907329000,267334000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3359,main_election
14,Hans Raj,CHURAH,BJP,2,Post Graduate,5294137,1587148,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3454,main_election
15,Asha Kumari,DALHOUSIE,INC,1,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3221,main_election
16,Jawahar Thakur,DARANG,BJP,0,8th Pass,58912992,2500867,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3099,main_election
17,Hoshyar Singh,DEHRA,IND,1,12th Pass,48468980,14060198,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3104,main_election
18,Mahender Singh,DHARAMPUR,BJP,1,12th Pass,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3105,main_election
19,Kishan Chand,DHARAMSHALA,BJP,1,12th Pass,79986396,1971733,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3115,main_election
20,Paramjeet Singh,DOON,BJP,0,Graduate,127386818,4048939,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3118,main_election
21,Sujan Singh Pathania,FATEHPUR,INC,0,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3124,main_election
22,Rajesh Thakur,GAGRET,BJP,0,Graduate,208371632,3540066,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3136,main_election
23,Rajinder Garg,GHUMARWIN,BJP,0,Post Graduate,26980169,346499,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3334,main_election
24,Narinder Thakur,HAMIRPUR,BJP,0,Post Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3140,main_election
25,Mukesh Agnihotri,HAROLI,INC,0,Graduate,80840574,1615278,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3143,main_election
26,Reeta Devi,INDORA,BJP,0,10th Pass,5830925,192146,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3145,main_election
27,Ravinder Kumar,JAISINGHPUR,BJP,0,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3150,main_election
28,Bikram Singh,JASWAN-PRAGPUR,BJP,1,Graduate Professional,7433840,2219713,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3151,main_election
29,Ramesh Chand,JAWALAMUKHI,BJP,1,10th Pass,4808000,63043,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3159,main_election
30,Arjun Singh,JAWALI,BJP,0,Post Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3398,main_election
31,Jeet Ram Katwal,JHANDUTA,BJP,0,Post Graduate,17098264,853593,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3161,main_election
32,Prakash Prem Kumar,JOGINDERNAGAR,IND,0,10th Pass,208607293,764459,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3164,main_election
33,Narinder Bragta,JUBBAL-KOTKHAI,BJP,1,Post Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3382,main_election
34,Pawan Kumar Kajal,KANGRA,INC,0,10th Pass,75733767,4212363,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3246,main_election
35,Sh. Hira Lal,KARSOG,BJP,0,12th Pass,3202108,2500000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3184,main_election
36,Rajiv Saizal,KASAULI,BJP,0,Graduate Professional,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3187,main_election
37,Anirudh Singh,KASUMPTI,INC,0,Graduate,162217508,10999355,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3189,main_election
38,Jagat Singh Negi,KINNAUR,INC,0,Graduate Professional,30384449,2380965,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3390,main_election
39,Sunder Singh Thakur,KULLU,INC,0,Graduate Professional,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3270,main_election
40,Virender Singh Kanwar,KUTLEHAR,BJP,0,Graduate Professional,33821430,5923190,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3329,main_election
41,Dr. Ram Lal Markanda,LAHAUL & SPITI,BJP,0,Doctorate,8773811,0,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3435,main_election
42,Govind Singh Thakur,MANALI,BJP,3,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3268,main_election
43,Anil Sharma,MANDI,BJP,1,12th Pass,402482216,20944395,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3289,main_election
44,Vinod Kumar,NACHAN,BJP,1,12th Pass,9174095,4411111,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3202,main_election
45,Sukhvinder Singh Thakur,NADAUN,INC,0,Post Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3315,main_election
46,Arun Kumar,NAGROTA,BJP,0,10th Pass,9129606,0,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3207,main_election
47,Dr. Rajeev Bindal,NAHAN,BJP,1,Graduate Professional,80963575,8098868,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3212,main_election
48,Lakhvinder Singh Rana,NALAGARH,INC,0,Graduate,,,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3426,main_election
49,Rakesh Pathania,NURPUR,BJP,3,12th Pass,34652605,7201548,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3208,main_election
50,Suresh Kumar Kashyap,PACHHAD,BJP,0,Post Graduate,11771138,6100000,https://www.myneta.info/HimachalPradesh2017/candidate.php?candidate_id=3176,main_election
