sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Kento Jini,ALONG EAST (ST),BJP,0,Graduate Professional,117029076,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=5,main_election
2,Topin Ete,ALONG WEST (ST),BJP,0,Graduate Professional,73954123,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=11,main_election
3,Mopi Mihu,ANINI (ST),BJP,0,5th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=12,main_election
4,Kumar Waii,BAMENG (ST),INC,2,10th Pass,419622213,33661000,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=13,main_election
5,Nyabi Jini Dirchi,BASAR (ST),BJP,0,Graduate,352493325,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=15,main_election
6,Dongru Siongju,BOMDILA (ST),BJP,0,12th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=6,main_election
7,Nikh Kamin,BORDUMSA-DIYUM,NCP,3,Graduate,1533143903,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=107,main_election
8,Wanglin Lowangdong,BORDURIA-BOGAPANI (ST),BJP,0,Graduate,133224473,7052491,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=18,main_election
9,Tesam Pongte,CHANGLANG NORTH (ST),BJP,1,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=19,main_election
10,Hamjong Tangha,CHANGLANG SOUTH (ST),BJP,0,8th Pass,2739397,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=1,main_election
11,Chowna Mein,CHOWKHAM (ST),BJP,0,Graduate,1262014009,59746062,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=22,main_election
12,Hayeng Mangfi,CHYANGTAJO (ST),BJP,0,Graduate Professional,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=23,main_election
13,Puinnyo Apum,DAMBUK (ST),BJP,0,10th Pass,156658226,2261253,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=25,main_election
14,Taniya Soki,DAPORIJO (ST),BJP,0,Graduate Professional,181383416,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=26,main_election
15,Phurpa Tsering,DIRANG (ST),BJP,0,12th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=7,main_election
16,Nabam Vivek,DOIMUKH (ST),Peoples Party of Arunachal,0,Post Graduate,86138500,24300000,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=88,main_election
17,Rode Bui,DUMPORIJO (ST),BJP,2,10th Pass,19913051,2077642,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=30,main_election
18,Dasanglu Pul,HAYULIANG (ST),BJP,0,12th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=32,main_election
19,Techi Kaso,ITANAGAR (ST),BJP,0,Illiterate,458597010,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=34,main_election
20,Tseten Chombay Kee,KALAKTANG (ST),BJP,0,Graduate,195882334,2066134,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=9,main_election
21,Gabriel Denwang Wangsu,KANUBARI (ST),BJP,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=126,main_election
22,Wanglam Sawin,KHONSA EAST (ST),IND,0,12th Pass,17837483,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=41,main_election
23,Chakat Aboh,KHONSA WEST (ST),BJP,0,12th Pass,127324358,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=39,main_election
24,Pani Taram,KOLORIANG (ST),BJP,3,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=134,main_election
25,Likha Soni,LEKANG (ST),NCP,4,Illiterate,115401178,7959789,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=43,main_election
26,Kardo Nyigyor,LIKABALI (ST),BJP,1,10th Pass,212090102,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=46,main_election
27,Pesi Jilen,LIROMOBA (ST),National Peoples Party,0,12th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=48,main_election
28,Thangwang Wangham,LONGDING-PUMAO (ST),National Peoples Party,1,Graduate,183791408,3539332,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=49,main_election
29,Tsering Lhamu,LUMLA (ST),BJP,0,Post Graduate,818045651,3508786,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=51,main_election
30,Oni Panyang,MARIYANG-GEKU (ST),National Peoples Party,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=142,main_election
31,Oken Tayeng,MEBO (ST),Peoples Party of Arunachal,0,Graduate,120458058,4297740,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=176,main_election
32,Pasang Dorjee Sona,MECHUKA (ST),BJP,0,Graduate Professional,40352392,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=53,main_election
33,Kamlung Mosang,MIAO (ST),BJP,0,Graduate Professional,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=144,main_election
34,Pema Khandu,MUKTO (ST),BJP,0,Graduate,3325653153,1802763717,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=3,main_election
35,Nakap Nalo,NACHO (ST),BJP,0,Post Graduate,47104163,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=56,main_election
36,Laisam Simai,NAMPONG (ST),IND,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=92,main_election
37,Chau Zingnu Namchoom,NAMSAI (ST),BJP,0,Graduate,681129994,52795667,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=4,main_election
38,Wangki Lowang,NAMSANG (ST),BJP,0,Post Graduate,176962568,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=61,main_election
39,Tojir Kadu,NARI-KOYU (ST),BJP,1,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=62,main_election
40,Tai Nikio,NYAPIN (ST),BJP,5,10th Pass,286227899,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=174,main_election
41,Biyuram Wahge,PAKKE-KASANG (ST),BJP,0,10th Pass,165810466,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=94,main_election
42,Balo Raja,PALIN (ST),BJP,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=64,main_election
43,Ojing Tasing,PANGIN (ST),BJP,3,Graduate,52931930,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=151,main_election
44,Tapi Darang,PASIGHAT EAST (ST),National Peoples Party,0,Graduate Professional,202227512,552925,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=65,main_election
45,Ninong Ering,PASIGHAT WEST (ST),BJP,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=2,main_election
46,Honchun Ngandam,PONGCHAO-WAKKA (ST),BJP,0,Graduate,166621301,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=68,main_election
47,Rotom Tebin,RAGA (ST),BJP,1,Graduate Professional,107110887,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=162,main_election
48,Mutchu Mithi,ROING (ST),BJP,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=69,main_election
49,Talem Taboh,RUMGONG (ST),BJP,0,12th Pass,27282000,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=70,main_election
50,Ealing Tallang,SEPPA EAST (ST),BJP,0,Graduate,90087934,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=73,main_election
51,Mama Natung,SEPPA WEST (ST),BJP,0,12th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=75,main_election
52,Jikke Tako,TALI (ST),BJP,0,Post Graduate,44930380,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=76,main_election
53,Nyato Dukam,TALIHA (ST),BJP,0,Graduate,50412091,4800000,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=77,main_election
54,Namgey Tsering,TAWANG (ST),National Peoples Party,0,12th Pass,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=78,main_election
55,Dr. Mohesh Chai,TEZU (ST),BJP,1,Post Graduate,27140960,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=79,main_election
56,Tenzin Nyima Glow,THRIZINO-BURAGAON (ST),IND,0,12th Pass,137994904,22763802,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=80,main_election
57,Alo Libang,TUTING-YINGKIONG (ST),BJP,0,Graduate,,,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=82,main_election
58,Toko Tatung,YACHULI (ST),NCP,0,Graduate,575447336,98365496,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=97,main_election
59,Hage Appa,ZIRO-HAPOLI (ST),BJP,0,Graduate Professional,217740085,0,https://www.myneta.info/ArunachalPradesh2024/candidate.php?candidate_id=84,main_election
