sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Chittayam Gopakumar,ADOOR,CPI,0,12th Pass,3121897,2733810,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=224,main_election
2,P.P Chitharanjan,ALAPPUZHA,CPI(M),8,10th Pass,9753406,0,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=19,main_election
3,K.D.Prasenan,ALATHUR,CPI(M),0,12th Pass,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=20,main_election
4,Anwar Sadath,ALUVA,INC,18,10th Pass,6257578,4011400,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=111,main_election
5,H.Salam,AMBALAPUZHA,CPI(M),7,12th Pass,4030336,120736,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=64,main_election
6,Roji M John,ANGAMALY,INC,5,Post Graduate,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=239,main_election
7,Veena George,ARANMULA,CPI(M),0,Post Graduate,21717808,10862823,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=16,main_election
8,Daleema,AROOR,CPI(M),0,10th Pass,10209000,0,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=65,main_election
9,Adv. G. Steephen,ARUVIKKARA,CPI(M),0,Graduate Professional,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=244,main_election
10,O S Ambika,ATTINGAL,CPI(M),0,10th Pass,11491296,300000,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=115,main_election
11,K V Sumesh,AZHIKODE,CPI(M),2,Graduate Professional,4849595,0,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=66,main_election
12,Adv. K.M. Sachindev,BALUSSERI,CPI(M),7,Graduate Professional,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=253,main_election
13,Adv. P. A Mohamed Riyas,BEYPORE,CPI(M),12,Graduate Professional,18264276,540013,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=119,main_election
14,J.Chinchurani,CHADAYAMANGALAM,CPI,2,10th Pass,3772000,75000,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=317,main_election
15,Saneeshkumar Joseph,CHALAKKUDY,INC,10,Graduate,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=257,main_election
16,Adv. Job Maichil,CHANGANASSERY,Kerala Congress (M),3,Graduate Professional,11247336,2525000,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=260,main_election
17,G.S. Jayalal,CHATHANNUR,CPI,3,10th Pass,19938831,5931736,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=264,main_election
18,Dr.Sujith Vijayanpillai,CHAVARA,IND,0,Post Graduate,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=323,main_election
19,K Radhakrishnan,CHELAKKARA,CPI(M),1,Graduate,3497780,491392,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=124,main_election
20,Saji Cherian,CHENGANNUR,CPI(M),0,Graduate,6810153,293369,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=53,main_election
21,P Prasad,CHERTHALA,CPI,2,Graduate,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=326,main_election
22,V. Sasi,CHIRAYINKEEZHU,CPI,1,Graduate Professional,6155120,1027452,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=128,main_election
23,K. Krishnankutty,CHITTUR,JD(S),0,8th Pass,31010907,1641031,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=69,main_election
24,Pinarayi Vijayan,DHARMADAM,CPI(M),2,12th Pass,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=12,main_election
25,A .K Saseendran,ELATHUR,NCP,0,10th Pass,20637386,0,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=131,main_election
26,P.K. Basheer,ERANAD,IUML,2,10th Pass,44846959,2000000,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=280,main_election
27,T. J. Vinod,ERANAKULAM,INC,23,12th Pass,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=281,main_election
28,M. Noushad,ERAVIPURAM,CPI(M),4,12th Pass,5658667,1109780,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=134,main_election
29,V N Vasavan,ETTUMANOOR,CPI(M),1,10th Pass,9463784,0,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=287,main_election
30,N.K.Akbar,GURUVAYOOR,CPI(M),1,Graduate,,,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=73,main_election
31,Ramesh Chennithala,HARIPAD,INC,7,Graduate,35423745,20424034,https://www.myneta.info/Kerala2021/candidate.php?candidate_id=75,main_election
