Year,State,Constituency,SerialNo,CandidateName,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner
2004,UTTAR PRADESH,Bulandshahr,6,KALYAN SINGH,BJP,0,Graduate Professional,72,Not Available,Not Available,Yes
2004,UTTAR PRADESH,Bulandshahr,1,BADRUL ISLAM,RLD,0,Graduate,58,"Rs 57,37,676 ~ 57 Lacs+","Rs 1,58,216 ~ 1 Lacs+",No
2004,UTTAR PRADESH,Bulandshahr,2,CHAMAN LAL,IND,0,12th Pass,51,"Rs 3,03,931 ~ 3 Lacs+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,3,CHUNNI LAL,IND,0,12th Pass,55,Not Available,Not Available,No
2004,UTTAR PRADESH,Bulandshahr,4,HAKIM AHMAD QURESHI,IND,0,Not Given,64,"Rs 5,07,000 ~ 5 Lacs+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,5,IMTIYAZ MOHD. KHAN,IND,0,Graduate,58,"Rs 23,69,054 ~ 23 Lacs+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,7,MAHENDRA SINGH,LP(S),0,Graduate Professional,48,"Rs 4,25,000 ~ 4 Lacs+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,8,NASIR IQBAL,IND,0,12th Pass,46,"Rs 17,27,400 ~ 17 Lacs+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,9,PHIREY SINGH,IND,1,12th Pass,32,Not Available,Not Available,No
2004,UTTAR PRADESH,Bulandshahr,10,PT. CHANDRA SHEKHAR SHARMA,INC,1,Graduate,53,"Rs 4,64,10,266 ~ 4 Crore+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,11,Ramphal,IND,0,12th Pass,48,Nil,Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,12,SATENDRA SINGH,BRPP,0,10th Pass,33,Not Available,Not Available,No
2004,UTTAR PRADESH,Bulandshahr,13,SHRINIVAS,ABHM,0,Post Graduate,38,"Rs 4,81,422 ~ 4 Lacs+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,14,SMT. KRISHANA SINGH,IND,0,5th Pass,55,"Rs 45,742 ~ 45 Thou+",Rs 0 ~,No
2004,UTTAR PRADESH,Bulandshahr,15,YAD KARAN,RSMD,0,Not Given,57,Not Available,Not Available,No
