sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,M.Y.Patil,AFZALPUR,INC,0,Graduate,46932109,3323000,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7087,main_election
2,Bhojaraj,ALAND,INC,0,Graduate Professional,41736617,4821900,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=6761,main_election
3,B. Shivanna,ANEKAL (SC),INC,1,Post Graduate,,,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7817,main_election
4,Balachandra Laxmanrao Jarkiholi,ARABHAVI,BJP,0,10th Pass,356992186,1750000,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7778,main_election
5,A. Manju,ARAKALGUD,JD(S),0,Graduate Professional,373600436,40035568,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7084,main_election
6,K M Shivalingegowda,ARSIKERE,INC,0,Graduate,,,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7824,main_election
7,Laxman Sangappa Savadi,ATHANI,INC,1,12th Pass,371838123,19881050,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7828,main_election
8,Prabhu Chavan,AURAD (SC),BJP,0,12th Pass,108523296,5453872,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7093,main_election
9,Ramalinga Reddy,B.T.M LAYOUT,INC,4,Graduate,,,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7832,main_election
10,M B Patil,BABALESHWAR,INC,5,Graduate Professional,1413104981,472499980,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7104,main_election
11,B.B.Chimmanakatti,BADAMI,INC,0,Graduate Professional,57071896,27148417,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7110,main_election
12,Meti Hullappa Yamanappa,BAGALKOT,INC,0,8th Pass,,,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7113,main_election
13,S.N. Subbareddy (Chinnakayalapalli),BAGEPALLI,INC,0,10th Pass,3136194537,700769159,https://www.myneta.info/Karnataka2023/candidate.php?candidate_id=7115,main_election
