sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Hamidul Rahaman,CHOPRA,IND,4,10th Pass,2060000,50000,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=1285,main_election
2,Akshay Thakur,COOCHBEHAR DAKSHIN,AIFB,1,12th Pass,4876944,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=15,main_election
3,Nagendra Nath Roy,COOCHBEHAR UTTAR (SC),AIFB,0,Post Graduate,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=5,main_election
4,Udayan Guha,DINHATA,AIFB,3,Graduate,14242375,276860,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=21,main_election
5,Bulu Chik Baraik,MAL (ST),CPM,0,8th Pass,119867,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=47,main_election
6,Binay Krishna Barman,MATHABHANGA (SC),AITC,0,Graduate Professional,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=2,main_election
7,Keshab Chandra Ray,SITAI (SC),INC,1,Graduate Professional,1503049,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=20,main_election
8,Hiten Barman,SITALKUCHI (SC,AITC,0,12th Pass,2540000,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=18,main_election
9,Deba Prasad Roy,ALIPURDUARS,INC,1,Graduate,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=32,main_election
10,Rafiqur Rahaman,AMDANGA,AITC,2,Graduate,3739443,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=653,main_election
11,Asit Mitra,AMTA,INC,1,Graduate,389725,17102,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=889,main_election
12,Krishna Chandra Santra,ARAMBAG (SC),AITC,0,Graduate,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=950,main_election
13,Tapas Banerjee,ASANSOL DAKSHIN,AITC,5,Graduate Professional,1921032,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=1174,main_election
14,Moloy Ghatak,ASANSOL UTTAR,AITC,6,Graduate Professional,6164295,1478314,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=1177,main_election
15,Dhiman Roy,ASHOKNAGAR,AITC,1,Graduate,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=651,main_election
16,Sri Basudev Mete,AUSGRAM (SC),CPM,0,10th Pass,170979,9000,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=1052,main_election
17,Abdul Gaffar Quazi,BADURIA,INC,1,10th Pass,8562105,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=643,main_election
18,Upendra Nath Biswas,BAGDA,AITC,0,Doctorate,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=564,main_election
19,Nepal Mahato,BAGHMUNDI,INC,22,Graduate,1837675,822334,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=1266,main_election
20,Arunava Sen (raja),BAGNAN,AITC,5,12th Pass,1504753,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=886,main_election
21,Manoj Chakraborty,BAHARAMPUR,INC,4,Graduate,,,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=307,main_election
22,Isha Khan Choudhury,BAISHNABNAGAR,INC,0,Graduate,883882,0,https://www.myneta.info/westbengal2011/candidate.php?candidate_id=113,main_election
