sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Chikkudu Vamshi Krishna,ACHAMPET (SC),INC,6,Post Graduate,46958056,45358095,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=2293,main_election
2,Payal Shanker,ADILABAD,BJP,11,Graduate,75007453,28019017,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=5,main_election
3,Ilaiah Beerla,ALAIR,INC,4,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=9,main_election
4,Vijayudu,ALAMPUR (SC),BRS,0,10th Pass,5970537,180000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=853,main_election
5,Kaleru Venkatesh,AMBERPET,BRS,1,Graduate Professional,99565179,29989514,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=12,main_election
6,C. Damodar Rajanarsimha,ANDOLE (SC),INC,0,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=359,main_election
7,Paidi Rakesh Reddy,ARMUR,BJP,1,5th Pass,212897377,82442418,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=17,main_election
8,Kova Laxmi,ASIFABAD (ST),BRS,0,Literate,23335153,1400000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=19,main_election
9,Adinarayana Jare,ASWARAOPETA (ST),INC,0,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=143,main_election
10,Mohammed Mubeen,BAHADURPURA,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,15045139,0,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=1442,main_election
11,Prashanth Reddy Vemula,BALKONDA,BRS,1,Graduate Professional,347676992,34393873,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=26,main_election
12,Srinivas Reddy Parige (Pocharam),BANSWADA,BRS,0,12th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=29,main_election
13,Gaddam Vinod,BELLAMPALLI (SC),INC,4,Graduate,1971278877,66032715,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=358,main_election
14,Dr. Tellam Venkata Rao,BHADRACHALAM (ST),BRS,2,Post Graduate,14579895,8910544,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=34,main_election
15,Kumbam Anil Kumar Reddy,BHONGIR,INC,1,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=39,main_election
16,Gandra Satyanarayana Rao,BHUPALPALLE,INC,5,Others,119012514,17840000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=41,main_election
17,Anil Jadhav,BOATH (ST),BRS,0,Graduate,19318616,2849360,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=43,main_election
18,P. Sudarshan Reddy,BODHAN,INC,0,12th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=48,main_election
19,Akbar Uddin Owaisi,CHANDRAYANGUTTA,All India Majlis-E-Ittehadul Muslimeen,6,12th Pass,187769246,59920554,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=1166,main_election
20,Mir Zulfeqar Ali,CHARMINAR,All India Majlis-E-Ittehadul Muslimeen,1,12th Pass,101368471,5800000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=148,main_election
21,Gaddam Vivekanand,CHENNUR (SC),INC,5,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=56,main_election
22,Kale Yadaiah,CHEVELLA (SC),BRS,1,12th Pass,16467634,1930651,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=57,main_election
23,Medipally Sathyam,CHOPPADANDI (SC),INC,18,Doctorate,30030957,4062000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=62,main_election
24,Balu Naik Nenavath,DEVARAKONDA (ST),INC,2,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=65,main_election
25,Gavinolla Madhusudan Reddy (Gmr),DEVARKADRA,INC,5,Graduate Professional,46014000,11300000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=68,main_election
26,Adluri Laxman Kumar,DHARMAPURI (SC),INC,13,Others,11871800,0,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=71,main_election
27,Jatoth Ram Chander Naik,DORNAKAL (ST),INC,4,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=74,main_election
28,Kotta Prabhakar Reddy,DUBBAK,BRS,0,Graduate,1974084129,128044753,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=75,main_election
29,Bandla Krishna Mohan Reddy,GADWAL,BRS,2,12th Pass,121377279,18220722,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=78,main_election
30,Kalvakuntla Chandrashekar Rao,GAJWEL,BRS,9,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=81,main_election
31,Kadiyam Srihari,GHANPUR (STATION) (SC),BRS,0,Post Graduate,45987825,5664573,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=84,main_election
32,T. Raja Singh,GOSHAMAHAL,BJP,87,Literate,40744889,1360455,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=87,main_election
33,Ponnam Prabhakar,HUSNABAD,INC,7,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=89,main_election
34,Kaushik Reddy Padi,HUZURABAD,BRS,4,Graduate,517600000,35000000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=91,main_election
35,Uttam Kumar Reddy Nalamada,HUZURNAGAR,INC,11,Graduate,59937719,8568468,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=96,main_election
36,Malreddy Ranga Reddy,IBRAHIMPATNAM,INC,9,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=99,main_election
37,Anirudh Reddy Janampalli,JADCHERLA,INC,2,Graduate Professional,485742143,99629800,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=102,main_election
38,Dr. Sanjay,JAGTIAL,BRS,0,Post Graduate,156695489,11616066,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=103,main_election
39,Palla Rajeshwar Reddy,JANGAON,BRS,0,Doctorate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=106,main_election
40,Maganti Gopinath,JUBILEE HILLS,BRS,0,12th Pass,199303309,3000000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=109,main_election
41,Laxmi Kantha Rao Thota,JUKKAL (SC),INC,2,Post Graduate,81129574,20450166,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=114,main_election
42,Narayan Reddy Kasireddy,KALWAKURTHY,INC,0,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=117,main_election
43,Katipally Venkata Ramana Reddy,KAMAREDDY,BJP,11,12th Pass,497135869,5828615,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=119,main_election
44,Gangula Kamalakar,KARIMNAGAR,BRS,10,Graduate Professional,350809467,5064327,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=121,main_election
45,Kausar Mohiuddin,KARWAN,All India Majlis-E-Ittehadul Muslimeen,1,10th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=1428,main_election
46,Danam Nagender,KHAIRATABAD,BRS,1,Post Graduate,688915252,495530000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=127,main_election
47,Tummala Nageswara Rao,KHAMMAM,INC,0,Graduate,178852568,8156736,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=131,main_election
48,Vedma Bhojju,KHANAPUR (ST),INC,52,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=135,main_election
49,Nalamada Padmavathi Reddy,KODAD,INC,3,Graduate Professional,59937719,8568468,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=137,main_election
50,Anumula Revanth Reddy,KODANGAL,INC,89,Graduate,300498852,13019901,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=141,main_election
51,Jupally Krishna Rao,KOLLAPUR,INC,3,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=151,main_election
52,Kalvakuntla Sanjay,KORATLA,BRS,0,Post Graduate,624198700,34892956,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=152,main_election
53,Kunamneni Sambasiva Rao,KOTHAGUDEM,CPI,4,Graduate,23339376,432246,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=156,main_election
54,Madhavaram Krishna Rao,KUKATPALLE,BRS,0,8th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=158,main_election
55,Devireddy Sudhir Reddy,LAL BAHADUR NAGAR,BRS,1,Graduate,215835581,21308317,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=161,main_election
56,Bhatti Vikramarka Mallu,MADHIRA (SC),INC,3,Post Graduate,81326605,0,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=165,main_election
57,Dr. Murali Naik Bhukya,MAHABUBABAD (ST),INC,3,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=168,main_election
58,Yennam Srinivas Reddy,MAHBUBNAGAR,INC,1,Post Graduate,48540794,3117183,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=171,main_election
59,Patlolla Sabitha Indra Reddy,MAHESWARAM,BRS,5,12th Pass,92728164,0,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=173,main_election
60,Vakiti Srihari,MAKTHAL,INC,0,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=177,main_election
61,Ahmed Bin Abdullah Balala,MALAKPET,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,237119989,96388159,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=179,main_election
62,Marri Rajashekar Reddy,MALKAJGIRI,BRS,0,12th Pass,970080333,81132657,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=183,main_election
63,Dr. Kavvampally Satyanarayana,MANAKONDUR (SC),INC,7,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=187,main_election
64,Kokkirala Premsagar Rao,MANCHERIAL,INC,40,Graduate,547372722,94134326,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=190,main_election
65,Duddilla Sridhar Babu,MANTHANI,INC,5,Post Graduate,69154839,17904192,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=193,main_election
66,Mynampally Rohith,MEDAK,INC,2,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=196,main_election
67,Chamakura Malla Reddy,MEDCHAL,BRS,1,12th Pass,959473407,73994301,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=198,main_election
68,Bathula Laxma Reddy,MIRYALAGUDA,INC,4,Others,490939725,107958883,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=203,main_election
69,Ram Rao Pawar,MUDHOLE,BJP,2,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=206,main_election
70,Danasari Anasuya Seethakka,MULUG (ST),INC,6,Doctorate,8283669,2474764,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=208,main_election
71,Komatireddy Raj Gopal Reddy,MUNUGODE,INC,4,Graduate,4583939115,41436400,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=211,main_election
72,Muta Gopal,MUSHEERABAD,BRS,0,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=215,main_election
73,Kunduru Jayaveer,NAGARJUNA SAGAR,INC,1,Post Graduate,369961134,88985000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=217,main_election
74,Dr. Kuchkulla Rajesh Reddy,NAGARKURNOOL,INC,2,Post Graduate,291573743,12000000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=220,main_election
75,Vemula Veeresham,NAKREKAL (SC),INC,8,Post Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=223,main_election
76,Komati Reddy Venkat Reddy,NALGONDA,INC,6,12th Pass,395547013,64477630,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=226,main_election
77,Mohammed Majid Hussain,NAMPALLY,All India Majlis-E-Ittehadul Muslimeen,1,Graduate Professional,25170108,1688662,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=231,main_election
78,Patlolla Sanjeeva Reddy,NARAYANKHED,INC,3,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=569,main_election
79,Chittem Parnika Reddy,NARAYANPET,INC,0,Graduate Professional,33420393,2763636,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=236,main_election
80,Donthi Madhava Reddy,NARSAMPET,INC,2,12th Pass,179331609,1400313,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=239,main_election
81,Vakiti Sunitha,NARSAPUR,BRS,5,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=243,main_election
82,Alleti Maheshwar Reddy,NIRMAL,BJP,8,Graduate,328429532,66515930,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=246,main_election
83,Bhoopathi Reddy Rekulapally,NIZAMABAD (RURAL),INC,2,Post Graduate,599412300,14790316,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=248,main_election
84,Dhanpal Suryanarayana,NIZAMABAD (URBAN),BJP,0,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=252,main_election
85,Ponguleti Srinivasa Reddy,PALAIR,INC,0,12th Pass,4339334880,435324214,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=254,main_election
86,Yashaswini Mamidala,PALAKURTHI,INC,0,Graduate Professional,560600073,128931,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=258,main_election
87,Tammannagari Ram Mohan Reddy,PARGI,INC,2,Doctorate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=260,main_election
88,Revuri Prakash Reddy,PARKAL,INC,0,12th Pass,93666331,2853612,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=263,main_election
89,Gudem Mahipal Reddy,PATANCHERU,BRS,1,8th Pass,275663888,44692472,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=265,main_election
90,Chinthakunta Vijaya Ramana Rao,PEDDAPALLE,INC,12,12th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=269,main_election
91,Payam Venkateswarlu,PINAPAKA (ST),INC,2,12th Pass,71027966,801600,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=272,main_election
92,K.P. Vivekanand,QUTHBULLAPUR,BRS,2,Graduate Professional,320546501,84857409,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=274,main_election
93,T. Prakash Goud,RAJENDRANAGAR,BRS,1,5th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=277,main_election
94,Makkan Singh Raj Thakur,RAMAGUNDAM,INC,1,12th Pass,45138190,15270000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=281,main_election
95,Talasani Srinivas Yadav,SANATHNAGAR,BRS,0,12th Pass,749101480,138894574,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=283,main_election
96,Chinta Prabhakar,SANGAREDDY,BRS,0,10th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=286,main_election
97,Matta Ragamayee,SATHUPALLE (SC),INC,1,Graduate Professional,19241001,0,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=290,main_election
98,Padma Rao. T,SECUNDERABAD,BRS,0,12th Pass,33324499,1407000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=292,main_election
99,Lasya Nanditha Sayanna,SECUNDERABAD CANTT. (SC),BRS,0,12th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=295,main_election
100,Arekapudi Gandhi,SERILINGAMPALLY,BRS,0,10th Pass,851468823,18268334,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=298,main_election
101,K Shankaraiah,SHADNAGAR,INC,1,Graduate,105706874,7200000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=303,main_election
102,Thanneeru Harish Rao,SIDDIPET,BRS,5,Graduate,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=304,main_election
103,Kalvakuntla Taraka Rama Rao,SIRCILLA,BRS,7,Post Graduate,533173961,119980331,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=309,main_election
104,Dr.Palvai Harish Babu,SIRPUR,BJP,9,Post Graduate,41950000,1600000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=312,main_election
105,Guntakandla Jagadish Reddy,SURYAPET,BRS,1,Graduate Professional,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=313,main_election
106,B. Manohar Reddy,TANDUR,INC,0,10th Pass,661453215,79524014,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=317,main_election
107,Mandula Samel,THUNGATHURTHI (SC),INC,1,12th Pass,35928660,8475000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=320,main_election
108,Bandari Lakshma Reddy,UPPAL,BRS,0,8th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=322,main_election
109,Aadi Srinivas,VEMULAWADA,INC,0,Others,38847701,1766212,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=326,main_election
110,Gaddam Prasad Kumar,VICARABAD (SC),INC,1,12th Pass,31136497,983500,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=329,main_election
111,Megha Reddy Tudi,WANAPARTHY,INC,2,12th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=332,main_election
112,K.R.Nagaraj.K,WARADHANAPET (SC),INC,0,Graduate,80750000,2040032,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=334,main_election
113,Konda Surekha,WARANGAL EAST,INC,5,Graduate,59865500,0,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=337,main_election
114,Naini Rajender Reddy,WARANGAL WEST,INC,8,12th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=340,main_election
115,Ramdas Maloth,WYRA (ST),INC,3,12th Pass,33857323,1520609,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=343,main_election
116,Jaffar Hussain,YAKUTPURA,All India Majlis-E-Ittehadul Muslimeen,0,10th Pass,333604592,7735000,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=347,main_election
117,Koram Kanakaiah,YELLANDU (ST),INC,1,5th Pass,,,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=350,main_election
118,Madan Mohan Rao. K,YELLAREDDY,INC,2,Post Graduate,726527339,91686436,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=353,main_election
119,Koninty Manik Rao,ZAHIRABAD (SC),BRS,0,Others,46353433,3617226,https://www.myneta.info/Telangana2023/candidate.php?candidate_id=355,main_election
