sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Manoj Tiwari,ALMORA,INC,0,Graduate Professional,5487180,213313,https://www.myneta.info/utt2012/candidate.php?candidate_id=94,main_election
2,Rajendra Singh,BADRINATH,INC,0,Post Graduate,7972969,2120000,https://www.myneta.info/utt2012/candidate.php?candidate_id=9,main_election
3,Chandan Ram Das,BAGESHWWAR,BJP,0,Graduate,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=85,main_election
4,Surendra Rakesh,BHAGWANPUR (SC),BSP,1,Graduate Professional,5247532,0,https://www.myneta.info/utt2012/candidate.php?candidate_id=298,main_election
5,Adesh Chauhan,BHEL RANIPUR,BJP,0,12th Pass,7702745,95180,https://www.myneta.info/utt2012/candidate.php?candidate_id=306,main_election
6,Dan Singh Bhandari,BHIMTAL,BJP,0,12th Pass,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=233,main_election
7,Pritam Singh,CHAKRATA (ST),INC,0,Graduate Professional,27834140,3216928,https://www.myneta.info/utt2012/candidate.php?candidate_id=180,main_election
8,Hemesh Kharkwal,CHAMPAWAT,INC,0,Graduate,4398710,19570,https://www.myneta.info/utt2012/candidate.php?candidate_id=62,main_election
9,Teerath Singh Rawat,CHAUBATAKHAL,BJP,0,Post Graduate,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=73,main_election
10,Harbans Kapoor,DEHRADUN CANTONMENT,BJP,0,Graduate Professional,8450984,135000,https://www.myneta.info/utt2012/candidate.php?candidate_id=264,main_election
11,Mahaveer Singh,DHANOLTI,BJP,0,Graduate Professional,8082539,0,https://www.myneta.info/utt2012/candidate.php?candidate_id=318,main_election
12,Dinesh Agarwal,DHARAMPUR,INC,1,Graduate Professional,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=214,main_election
13,Harish Dhami,DHARCHULA,INC,1,10th Pass,4175000,4700000,https://www.myneta.info/utt2012/candidate.php?candidate_id=117,main_election
14,Bishan Singh Chuphal,DIDIHAT,BJP,0,Post Graduate,10108111,0,https://www.myneta.info/utt2012/candidate.php?candidate_id=121,main_election
15,Ramesh Pokhriyal Nishank,DOIWWALA,BJP,0,Doctorate,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=255,main_election
16,Madan Singh Bisht,DWARAHAT,INC,0,Graduate Professional,1245000,700000,https://www.myneta.info/utt2012/candidate.php?candidate_id=225,main_election
17,Arvind Pandey,GADARPUR,BJP,3,Graduate,2461226,0,https://www.myneta.info/utt2012/candidate.php?candidate_id=31,main_election
18,Narayan Ram Arya,GANGOLIHAT (SC),INC,0,Post Graduate,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=732,main_election
19,Vijay Pal Singh Sajwan,GANGOTRI,INC,0,Post Graduate,5962301,1330136,https://www.myneta.info/utt2012/candidate.php?candidate_id=58,main_election
20,Bheem Lal Arya,GHANSALI (SC),BJP,0,12th Pass,416000,0,https://www.myneta.info/utt2012/candidate.php?candidate_id=313,main_election
21,Indira Hridayesh,HALDWANI,INC,0,Doctorate,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=242,main_election
22,Madan Kaushik,HARIDWAR,BJP,0,Graduate,9753108,1586797,https://www.myneta.info/utt2012/candidate.php?candidate_id=276,main_election
23,Yatishwaranand,HARIDWAR RURAL,BJP,0,Post Graduate,719000,0,https://www.myneta.info/utt2012/candidate.php?candidate_id=308,main_election
24,Govind Singh Kunjwal,JAGESHWAR,INC,0,12th Pass,,,https://www.myneta.info/utt2012/candidate.php?candidate_id=108,main_election
25,Dr. Shailendra Mohan Singhal,JASPUR,INC,0,Graduate Professional,31953804,2868354,https://www.myneta.info/utt2012/candidate.php?candidate_id=24,main_election
