sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Rafeek Khan,ADARSH NAGAR,INC,1,12th Pass,517528676,307007489,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=11,main_election
2,Chhagan Singh Rajpurohit,AHORE,BJP,1,Graduate Professional,12093577,2485256,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=13,main_election
3,Vasudev Devnani,AJMER NORTH,BJP,0,Graduate Professional,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=1,main_election
4,Anita Bhadel,AJMER SOUTH (SC),BJP,0,Post Graduate,30063950,2193569,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=3,main_election
5,Tikaram Jully,ALWAR RURAL (SC),INC,0,Graduate Professional,68076621,9493003,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=437,main_election
6,Sanjay Sharma,ALWAR URBAN,BJP,3,Graduate,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=15,main_election
7,Prashant Sharma,AMBER,INC,0,Graduate,27795336,0,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=16,main_election
8,Kanwarlal,ANTA,BJP,5,Others,60319832,43226333,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=439,main_election
9,Shimla Devi,ANUPGARH (SC),INC,0,Post Graduate,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=133,main_election
10,Jabbar Singh Sankhala,ASIND,BJP,0,Literate,11714682,807171,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=124,main_election
11,Umesh Meena,ASPUR (ST),Bharat Adivasi Party,2,Graduate Professional,589500,0,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=543,main_election
12,Mahendra Jeet Singh Malviya,BAGIDORA (ST),INC,0,Graduate,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=138,main_election
13,Kailash Chand Verma,BAGRU (SC),BJP,2,Doctorate,17545097,8832664,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=43,main_election
14,Pushpendra Singh,BALI,BJP,0,Graduate,53594435,599168,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=141,main_election
15,Indra,BAMANWAS (ST),INC,0,Post Graduate,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=143,main_election
16,Bhagchand Tankda,BANDIKUI,BJP,0,Graduate,54403271,12146577,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=146,main_election
17,Devi Singh Shekhawat,BANSUR,BJP,0,Graduate,50837712,22797659,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=147,main_election
18,Arjun Singh Bamaniya,BANSWARA (ST),INC,0,12th Pass,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=150,main_election
19,Radheyshyam Bairwa,BARAN ATRU (SC),BJP,0,10th Pass,4998773,500000,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=505,main_election
20,Jaswant Singh Gurjar,BARI,BSP,0,8th Pass,127050032,4700000,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=731,main_election
21,Gautam Kumar,BARI SADRI,BJP,0,12th Pass,,,https://www.myneta.info/Rajasthan2023/candidate.php?candidate_id=153,main_election
