sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Glenn John Vijay Ambrose E. Souza Ticlo,ALDONA,BJP,0,Graduate,99178678,23493317,https://www.myneta.info/goa2017/candidate.php?candidate_id=32,main_election
2,Churchill Alemao,BENAULIM,NCP,1,Others,130612260,36106008,https://www.myneta.info/goa2017/candidate.php?candidate_id=216,main_election
3,Rajesh Patnekar,BICHOLIM,BJP,0,12th Pass,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=19,main_election
4,Michael Vincent Lobo,CALANGUTE,BJP,2,12th Pass,545981558,100971703,https://www.myneta.info/goa2017/candidate.php?candidate_id=29,main_election
5,Isidore Aleixinho Fernandes,CANACONA,INC,0,Graduate,28059735,1276412,https://www.myneta.info/goa2017/candidate.php?candidate_id=113,main_election
6,Alina Saldanha,CORTALIM,BJP,0,Graduate Professional,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=107,main_election
7,Pandurang Arjun Madkaikar,CUMBARJUA,BJP,0,10th Pass,321854849,29432166,https://www.myneta.info/goa2017/candidate.php?candidate_id=8,main_election
8,Clafasio Dias,CUNCOLIM,INC,1,10th Pass,78921029,2827773,https://www.myneta.info/goa2017/candidate.php?candidate_id=57,main_election
9,Nilesh Cabral,CURCHOREM,BJP,0,Others,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=60,main_election
10,Aleixo Reginaldo Lourenco,CURTORIM,INC,0,10th Pass,51750599,1728663,https://www.myneta.info/goa2017/candidate.php?candidate_id=47,main_election
11,Mauvin Heliodoro Godinho,DABOLIM,BJP,1,Graduate,107474084,9867326,https://www.myneta.info/goa2017/candidate.php?candidate_id=104,main_election
12,Vijai Jaivant Sardesai,FATORDA,Goa Forward Party,0,Graduate,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=53,main_election
13,Pravin Zantye,MAEM,BJP,0,Graduate,132320247,0,https://www.myneta.info/goa2017/candidate.php?candidate_id=90,main_election
14,Dayanand Raghunath Sopte,MANDREM,INC,0,Graduate,35131000,4550987,https://www.myneta.info/goa2017/candidate.php?candidate_id=71,main_election
15,Francisco C. J. A. De Pinto E Souza,MAPUSA,BJP,0,Graduate Professional,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=22,main_election
16,Ramkrishna Alias Sudin Dhavaliker,MARCAIM,Maharashtrawadi Gomantak,0,Graduate,105874487,21377906,https://www.myneta.info/goa2017/candidate.php?candidate_id=41,main_election
17,Digambar Vasant Kamat,MARGAO,INC,1,Graduate,107472430,3193625,https://www.myneta.info/goa2017/candidate.php?candidate_id=1,main_election
18,Milind Sagun Naik,MORMUGAO,BJP,0,12th Pass,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=101,main_election
19,Luizinho Faleiro,NAVELIM,INC,0,Post Graduate,90920605,177805,https://www.myneta.info/goa2017/candidate.php?candidate_id=161,main_election
20,Wilfred Nazareth Menino Dsa,NUVEM,INC,0,8th Pass,84449932,5516096,https://www.myneta.info/goa2017/candidate.php?candidate_id=110,main_election
21,Sidharth Sripad Kuncalienker,PANAJI,BJP,0,Graduate Professional,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=6,main_election
22,Manohar Trimbak Ajgaonkar,PERNEM,Maharashtrawadi Gomantak,0,10th Pass,45019076,0,https://www.myneta.info/goa2017/candidate.php?candidate_id=14,main_election
23,Ravi Sitaram Naik,PONDA,INC,0,Post Graduate,101236000,1010000,https://www.myneta.info/goa2017/candidate.php?candidate_id=98,main_election
24,Pratapsingh R Rane,PORIEM,INC,0,Graduate Professional,,,https://www.myneta.info/goa2017/candidate.php?candidate_id=194,main_election
25,Govind Shepu Gaude,PRIOL,IND,3,Others,12185811,3272306,https://www.myneta.info/goa2017/candidate.php?candidate_id=37,main_election
26,Rohan Khaunte,PROVORIM,IND,0,Others,93403413,13529479,https://www.myneta.info/goa2017/candidate.php?candidate_id=122,main_election
