sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,T. Djeamourthy,ARIANKUPPAM,INC,0,5th Pass,39087853,700000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=8,main_election
2,Danavelu N,BAHOUR,INC,0,Graduate,3039103,247420,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=30,main_election
3,Candasamy M,EMBALAM,INC,0,10th Pass,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=10,main_election
4,N.rangasamy,INDIRA NAGAR,All India N.R. Congress,0,Graduate Professional,295304640,8000000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=174,main_election
5,N.s.j.jayabal Alias Ayyanar,KADIRGAMAM,All India N.R. Congress,0,12th Pass,57626200,4000000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=173,main_election
6,M.o.h.f. Shahjahan,KALAPET,INC,0,Post Graduate,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=26,main_election
7,Ve. Vaithilingam,KAMARAJ NAGAR,INC,0,Graduate,80027375,360000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=22,main_election
8,P.r.n. Thirumurugan,KARAIKAL NORTH,All India N.R. Congress,2,Graduate,128961062,23772000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=194,main_election
9,K.a.u. Assana,KARAIKAL SOUTH,AIADMK,2,Graduate,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=160,main_election
10,V.p. Sivakolundhu,LAWSPET,INC,1,8th Pass,298596972,66940233,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=196,main_election
11,Dr.v. Ramachandran,MAHE,IND,0,Doctorate,10969836,0,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=168,main_election
12,R.k.r. Anantharaman,MANAVELY,INC,2,Graduate Professional,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=9,main_election
13,S.v. Sugumaran,MANGALAM,All India N.R. Congress,0,10th Pass,125364193,13670079,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=240,main_election
14,T P R Selvam,MANNADIPET,All India N.R. Congress,1,8th Pass,3149500,800000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=264,main_election
15,A. Baskar,MUDALIARPET,AIADMK,0,5th Pass,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=201,main_election
16,V. Manikandan,MUTHIALPET,AIADMK,0,Graduate,29343159,701891,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=202,main_election
17,Chandirapriyanga,NEDUNGADU,All India N.R. Congress,0,10th Pass,20601220,0,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=278,main_election
18,A. Johnkumar,NELLITHOPE,INC,3,Illiterate,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=34,main_election
19,A.geetha,NERAVY T.R. PATTINAM,DMK,1,Post Graduate,272734761,73799755,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=84,main_election
20,Vizeaveny V,NETTAPAKKAM,INC,0,10th Pass,2523358,210000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=73,main_election
21,R. Siva,ORLEAMPETH,DMK,1,10th Pass,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=290,main_election
22,A. Anbalagan,OUPALAM,AIADMK,0,10th Pass,85420866,8107032,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=208,main_election
23,Theeppainthan E,OUSSUDU,INC,0,Post Graduate,14409219,4508612,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=92,main_election
24,Mnr. Balan,OZHUKARAI,INC,0,Graduate,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=209,main_election
25,K. Lakshminarayanan,RAJ BHAVAN,INC,1,Graduate Professional,22262000,3095000,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=217,main_election
26,Ashok Anand,THATTANCHAVADY,All India N.R. Congress,1,12th Pass,1248361601,488851822,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=214,main_election
27,Kopiga B,THIRUBHUVANAI,All India N.R. Congress,0,8th Pass,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=91,main_election
28,Kamalakannan. R,THIRUNALLAR,INC,1,12th Pass,27065561,5631969,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=12,main_election
29,A. Namassivayam,VILLIANUR,INC,0,Others,266126713,46828406,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=14,main_election
30,Malladi Krishna Rao,YANAM,INC,0,10th Pass,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=85,main_election
