sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,A. Johnkumar,KAMARAJ NAGAR : BYE ELECTION ON 21-10-2019,INC,0,Illiterate,322760998,60819286,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=400,bye_election
2,Narayanasamy,NELLITHOPE : BYE ELECTION ON 19-11-2016,INC,0,Post Graduate,96593971,2766228,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=386,bye_election
3,K. Venkatesan,THATTANCHAVADY : BYE ELECTION ON 18-04-2019,DMK,0,8th Pass,,,https://www.myneta.info/puducherry2016/candidate.php?candidate_id=393,bye_election
