sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Thounaojam Shyamkumar,ANDRO,BJP,2,10th Pass,41751837,5553171,https://www.myneta.info/manipur2022/candidate.php?candidate_id=21,main_election
2,Konthoujam Govindas Singh,BISHENPUR,BJP,0,Graduate,83217094,3093815,https://www.myneta.info/manipur2022/candidate.php?candidate_id=83,main_election
3,Ss. Olish,CHANDEL (ST),BJP,0,Graduate,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=207,main_election
4,Khashim Vashum,CHINGAI (ST),NPF,0,Graduate,28716291,2850060,https://www.myneta.info/manipur2022/candidate.php?candidate_id=208,main_election
5,L.M. Khaute,CHURACHANDPUR (ST),JD(U),0,Post Graduate,73631600,1049590,https://www.myneta.info/manipur2022/candidate.php?candidate_id=171,main_election
6,Nongthombam Biren Singh,HEINGANG,BJP,0,Graduate,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=37,main_election
7,Thokchom Radheshyam Singh,HEIROK,BJP,0,Graduate,19638522,4200412,https://www.myneta.info/manipur2022/candidate.php?candidate_id=248,main_election
8,Letzamang Haokip,HENGLEP (ST),BJP,0,Post Graduate,6754939,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=118,main_election
9,Dr. Yumnam Radheshyam Singh,HIYANGLAM,BJP,0,Graduate Professional,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=178,main_election
10,Md. Achab Uddin,JIRIBAM,JD(U),0,12th Pass,11561280,2816740,https://www.myneta.info/manipur2022/candidate.php?candidate_id=241,main_election
11,Mayanglambam Rameshwar Singh,KAKCHING,NPP,0,Post Graduate,50860254,5290815,https://www.myneta.info/manipur2022/candidate.php?candidate_id=182,main_election
12,Nemcha Kipgen,KANGPOKPI,BJP,0,Others,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=95,main_election
13,J Kumo Sha,KARONG (ST),IND,0,Graduate,651950,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=230,main_election
14,Lourembam Rameshwor Meetei,KEIRAO,BJP,1,Graduate,16302858,4324710,https://www.myneta.info/manipur2022/candidate.php?candidate_id=27,main_election
15,Sapam Nishikant Singh,KEISAMTHONG,IND,1,Graduate,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=75,main_election
16,Surjakumar Okram,KHANGABOK,INC,1,Graduate,24950113,6360080,https://www.myneta.info/manipur2022/candidate.php?candidate_id=243,main_election
17,Sheikh Noorul Hassan,KHETRIGAO,NPP,1,Post Graduate,8925869,1034170,https://www.myneta.info/manipur2022/candidate.php?candidate_id=130,main_election
18,Thokchom Lokeshwar Singh,KHUNDRAKPAM,INC,1,Post Graduate,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=40,main_election
19,Leishangthem Susindro Meitei,KHURAI,BJP,0,12th Pass,39108583,5000000,https://www.myneta.info/manipur2022/candidate.php?candidate_id=33,main_election
20,Dr. Sapam Ranjan Singh,KONTHOUJAM,BJP,0,Post Graduate,30336745,4289237,https://www.myneta.info/manipur2022/candidate.php?candidate_id=159,main_election
21,Sanasam Premchandra Singh,KUMBI,BJP,0,12th Pass,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=108,main_election
22,Khongbantabam Ibomcha,LAMLAI,BJP,0,Graduate,3742368,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=16,main_election
23,Sorokhaibam Rajen Singh,LAMSANG,BJP,1,Graduate,41393826,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=56,main_election
24,Karam Shyam,LANGTHABAL,BJP,1,Graduate Professional,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=52,main_election
25,Mohd Abdul Nasir,LILONG,JD(U),0,Post Graduate,18765995,4732651,https://www.myneta.info/manipur2022/candidate.php?candidate_id=203,main_election
26,Losii Dikho,MAO (ST),NPF,0,Graduate,46409849,427835,https://www.myneta.info/manipur2022/candidate.php?candidate_id=224,main_election
27,Kongkham Robindro Singh,MAYANG IMPHAL,BJP,0,Post Graduate,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=2,main_election
28,Thongam Shanti Singh,MOIRANG,NPP,0,12th Pass,72583157,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=111,main_election
29,Thounaojam Basanta Kumar Singh,NAMBOL,BJP,0,Post Graduate,43298602,3953237,https://www.myneta.info/manipur2022/candidate.php?candidate_id=93,main_election
30,Sagolshem Kebi Devi,NAORIA PAKHANGLAKPA,BJP,0,10th Pass,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=46,main_election
31,Dinganglung Gangmei,NUNGBA (ST),BJP,1,Post Graduate,15422744,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=232,main_election
32,Irengbam Nalini Devi,OINAM,NPP,0,Graduate,21995301,0,https://www.myneta.info/manipur2022/candidate.php?candidate_id=86,main_election
33,Sapam Kunjakeswor (Keba) Singh,PATSOI,BJP,1,Graduate,,,https://www.myneta.info/manipur2022/candidate.php?candidate_id=154,main_election
34,Leishiyo Keishing,PHUNGYAR (ST),NPF,0,Post Graduate,19635409,2766760,https://www.myneta.info/manipur2022/candidate.php?candidate_id=216,main_election
