sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Madhuparna Thakur,BAGDA (SC) : BYE ELECTION ON 10-07-2024,AITC,0,Graduate,3908813,0,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2330,bye_election
2,Babul Supriyo,BALLYGUNGE : BYE ELECTION ON 12-04-2022,AITC,0,Graduate,80501277,13039500,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2286,bye_election
3,Sayantika Banerjee,BARANAGAR : BYE ELECTION ON 01-06-2024,AITC,0,Graduate,,,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2321,bye_election
4,Mamata Banerjee,BHABANIPUR : BYE ELECTION ON 30-09-2021,AITC,0,Post Graduate,1538029,0,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2252,bye_election
5,Reyat Hossain Sarkar,BHAGAWANGOLA : BYE ELECTION ON 07-05-2024,AITC,0,Graduate,31175724,1443102,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2314,bye_election
6,Nirmal Chandra Roy,DHUPGURI (SC) : BYE ELECTION ON 05-09-2023,AITC,0,Doctorate,,,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2304,bye_election
7,Udayan Guha,DINHATA : BYE ELECTION ON 30-10-2021,AITC,0,Graduate,53274492,352691,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2265,bye_election
8,Subrata Mondal,GOSABA : BYE ELECTION ON 30-10-2021,AITC,0,Graduate,7480536,1280180,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2270,bye_election
9,Sk Rabiul Islam,HAROA : BYE ELECTION ON 13-11-2024,AITC,0,Post Graduate,,,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2364,bye_election
10,Sobhandeb Chattopadhyay,KHARDAHA : BYE ELECTION ON 30-10-2021,AITC,0,Graduate Professional,24931336,0,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2266,bye_election
11,Jayprakash Toppo,MADARIHAT (ST) : BYE ELECTION ON 13-11-2024,AITC,0,Graduate,8909992,500000,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2383,bye_election
12,Supti Pandey,MANIKTALA : BYE ELECTION ON 10-07-2024,AITC,0,Graduate Professional,,,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2338,bye_election
13,Sujoy Hazra,MEDINIPUR : BYE ELECTION ON 13-11-2024,AITC,0,Post Graduate,9205473,0,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2387,bye_election
14,Sanat Dey,NAIHATI : BYE ELECTION ON 13-11-2024,AITC,0,8th Pass,49097914,9097924,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2361,bye_election
15,Krishna Kalyani,RAIGANJ : BYE ELECTION ON 10-07-2024,AITC,0,Graduate,,,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2345,bye_election
16,Mukut Mani Adhikari,RANAGHAT DAKSHIN (SC) : BYE ELECTION ON 10-07-2024,AITC,0,Graduate Professional,6241808,145157,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2356,bye_election
17,Bayron Biswas,SAGARDIGHI : BYE ELECTION ON 27-02-2023,INC,0,12th Pass,201262059,38538357,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2295,bye_election
18,Braja Kishor Goswami,SANTIPUR : BYE ELECTION ON 30-10-2021,AITC,0,Post Graduate,,,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2267,bye_election
19,Sangita Roy,SITAI (SC) : BYE ELECTION ON 13-11-2024,AITC,0,12th Pass,2720470,0,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2396,bye_election
20,Falguni Singhababu,TALDANGRA : BYE ELECTION ON 13-11-2024,AITC,0,Graduate,1656444,1379934,https://www.myneta.info/WestBengal2021/candidate.php?candidate_id=2403,bye_election
