sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,M.chandran,ALATHUR,CPI(M),0,10th Pass,2837240,0,https://www.myneta.info/kerala2011/candidate.php?candidate_id=228,main_election
2,Elamaram Kareem,BEYPORE,CPI[M],0,12th Pass,1536721,0,https://www.myneta.info/kerala2011/candidate.php?candidate_id=404,main_election
3,S.rajendran,DEVIKULAM,CPI[M],1,12th Pass,,,https://www.myneta.info/kerala2011/candidate.php?candidate_id=139,main_election
4,Abdussamed Samadani,KOTTAKKAL,ML,0,Post Graduate,10636689,0,https://www.myneta.info/kerala2011/candidate.php?candidate_id=247,main_election
5,K.k.lathika,KUTTIADI,CPI[M],2,10th Pass,4047958,572565,https://www.myneta.info/kerala2011/candidate.php?candidate_id=230,main_election
6,Samsudheen.n,MANNARKAD,ML,1,Graduate Professional,,,https://www.myneta.info/kerala2011/candidate.php?candidate_id=211,main_election
7,E.k. Vijayan,NADAPURAM,CPI,1,12th Pass,1324567,0,https://www.myneta.info/kerala2011/candidate.php?candidate_id=398,main_election
8,Geetha Gopi,NATTIKA,CPI,0,12th Pass,5821075,687718,https://www.myneta.info/kerala2011/candidate.php?candidate_id=172,main_election
9,Oommen Chandy,PUTHUPPALLY,INC,1,Graduate,,,https://www.myneta.info/kerala2011/candidate.php?candidate_id=273,main_election
10,Adv. V.s. Sivakumar,THIRUVANANTHAPURAM,INC,1,Graduate Professional,9543871,2204385,https://www.myneta.info/kerala2011/candidate.php?candidate_id=349,main_election
11,P.k.kunhalikutty,VENGARA,ML,0,Graduate,35591836,2463431,https://www.myneta.info/kerala2011/candidate.php?candidate_id=101,main_election
12,A.p.anilkumar,WANDOOR,INC,0,12th Pass,,,https://www.myneta.info/kerala2011/candidate.php?candidate_id=88,main_election
13,Chittayam Gopakumar,ADOOR,CPI,0,10th Pass,430023,525000,https://www.myneta.info/kerala2011/candidate.php?candidate_id=293,main_election
14,Thomas Isaac,ALAPPUZHA,CPI[M],0,Doctorate,301794,0,https://www.myneta.info/kerala2011/candidate.php?candidate_id=117,main_election
15,Anwar Sadath,ALUVA,INC,15,10th Pass,,,https://www.myneta.info/kerala2011/candidate.php?candidate_id=24,main_election
