sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Bolin Chetia,SADIYA,INC,0,12th Pass,1606357,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=455,main_election
2,Bhupen Ray,ABHAYAPURI NORTH,AGP,0,Graduate,7991607,440000,https://www.myneta.info/assam2011/candidate.php?candidate_id=558,main_election
3,Chandan Kr. Sarkar,ABHAYAPURI SOUTH (SC),INC,0,10th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=561,main_election
4,Sahidul Alam Choudhury,ALGAPUR,AGP,0,12th Pass,8488925,3565000,https://www.myneta.info/assam2011/candidate.php?candidate_id=29,main_election
5,Anjan Dutta,AMGURI,INC,0,10th Pass,108967413,1836300,https://www.myneta.info/assam2011/candidate.php?candidate_id=141,main_election
6,Jamal Uddin Ahmed,BADARPUR,INC,0,5th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=21,main_election
7,Sherman Ali Ahmed,BAGHBOR,AIUDF,0,Graduate,10858441,358181,https://www.myneta.info/assam2011/candidate.php?candidate_id=598,main_election
8,Mansing Rongpi,BAITHALANGSO,INC,0,Graduate Professional,8936900,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=371,main_election
9,Maneswar Brahma,BARAMA (ST),BPF,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=935,main_election
10,Prafulla Kumar Mahanta,BARHAMPUR,AGP,0,Graduate Professional,48670025,15911133,https://www.myneta.info/assam2011/candidate.php?candidate_id=511,main_election
11,Bhumidhar Barman,BARKHETRI,INC,0,Graduate Professional,16148717,1683629,https://www.myneta.info/assam2011/candidate.php?candidate_id=666,main_election
12,Dr. Rumi Nath,BARKHOLA,INC,0,Graduate Professional,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=48,main_election
13,Abdur Rahim Khan,BARPETA,AIUDF,0,Graduate,2368660,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=590,main_election
14,Gautam Bora,BATADRABA,INC,0,Graduate,9671873,1839715,https://www.myneta.info/assam2011/candidate.php?candidate_id=503,main_election
15,Abul Kalam Azad,BHABANIPUR,AIUDF,0,10th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=612,main_election
16,Pallab Lochan Das,BIHALI,INC,0,Graduate,100000,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=348,main_election
17,Bhupen Kumar Borah,BIHPURIA,INC,0,Post Graduate,9294999,1310000,https://www.myneta.info/assam2011/candidate.php?candidate_id=97,main_election
18,Kamalshing Narzary,BIJNI,BPF,0,12th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=779,main_election
19,Gulakhtara Begum,BILASIPARA EAST,AIUDF,0,Post Graduate,213863,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=534,main_election
20,Hafiz Bashir Ahmed,BILASIPARA WEST,AIUDF,0,Post Graduate,3625182,365014,https://www.myneta.info/assam2011/candidate.php?candidate_id=532,main_election
21,Shri Prabin Hazarika,BISWANATH,AGP,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=340,main_election
22,Klengdoon Engti,BOKAJAN,INC,0,Graduate Professional,3419451,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=358,main_election
23,Arun Phukan,BOKAKHAT,INC,0,10th Pass,3191723,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=222,main_election
24,Gopi Nath Das,BOKO,AIUDF,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=624,main_election
25,Phani Bhusan Choudhury,BONGAIGAON,AGP,0,Graduate,6038353,71445,https://www.myneta.info/assam2011/candidate.php?candidate_id=550,main_election
26,Sri Tanka Bahadur Rai,BORCHALLA,INC,0,Post Graduate,4910051,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=305,main_election
27,Raju Sahu,CHABUA,INC,0,12th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=289,main_election
28,Hitesh Basumatary,CHAPAGURI (ST),BPF,0,12th Pass,75057661,12196664,https://www.myneta.info/assam2011/candidate.php?candidate_id=937,main_election
29,Rekibuddin Ahmed,CHAYGAON,INC,0,12th Pass,3431337,295000,https://www.myneta.info/assam2011/candidate.php?candidate_id=627,main_election
30,Sukur Ali Ahmed,CHENGA,INC,0,12th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=606,main_election
31,Ilias Ali,DALGAON,INC,0,10th Pass,2777413,79129,https://www.myneta.info/assam2011/candidate.php?candidate_id=697,main_election
32,Aroti Hazarika Kachari,DERGAON,INC,0,12th Pass,2859964,731000,https://www.myneta.info/assam2011/candidate.php?candidate_id=186,main_election
33,Naba Kumar Doley,DHAKUAKHANA,AGP,0,12th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=136,main_election
34,Nilamani Sen Deka,DHARMAPUR,INC,0,Graduate Professional,9169562,201004,https://www.myneta.info/assam2011/candidate.php?candidate_id=669,main_election
35,Habul Chakraborty,DHEKIAJULI,INC,0,10th Pass,6587215,2885990,https://www.myneta.info/assam2011/candidate.php?candidate_id=296,main_election
36,Sumitra Doley Patir,DHEMAJI,INC,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=86,main_election
37,Aminul Islam,DHING,AIUDF,0,Post Graduate,193416,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=538,main_election
38,Girindra Mallik,DHOLAI,INC,0,Graduate Professional,53377,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=40,main_election
39,Jahan Uddin,DHUBRI,AIUDF,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=530,main_election
40,Prasanta Phukan,DIBRUGARH,BJP,0,10th Pass,8018800,1105077,https://www.myneta.info/assam2011/candidate.php?candidate_id=250,main_election
41,Rameswar Dhanowar,DIGBOI,INC,0,Not Given,10186391,279141,https://www.myneta.info/assam2011/candidate.php?candidate_id=68,main_election
42,Bidya Sing Engleng,DIPHU,INC,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=368,main_election
43,Akon Bora,DISPUR,INC,0,Graduate,9067822,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=645,main_election
44,Dilip Moran,DOOM DOOMA,BJP,0,12th Pass,6384598,1862890,https://www.myneta.info/assam2011/candidate.php?candidate_id=75,main_election
45,Siv Charan Basumatary,DUDHNOI (ST),INC,0,10th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=567,main_election
46,Amiya Gogoi,DULIAJAN,INC,0,12th Pass,12906505,50000,https://www.myneta.info/assam2011/candidate.php?candidate_id=266,main_election
47,Capt. Robin Bordoloi,GAUHATI EAST,INC,0,Graduate,11613848,204004,https://www.myneta.info/assam2011/candidate.php?candidate_id=642,main_election
48,Hemanta Talukdar,GAUHATI WEST,INC,0,Not Given,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=655,main_election
49,Banendra Kumar Mushahary,GAURIPUR,BPF,0,12th Pass,11038819,4243379,https://www.myneta.info/assam2011/candidate.php?candidate_id=803,main_election
50,Monowar Hussain,GOALPARA EAST,AIUDF,0,Graduate Professional,5384981,300000,https://www.myneta.info/assam2011/candidate.php?candidate_id=573,main_election
51,Seikh Shah Alom,GOALPARA WEST,AIUDF,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=577,main_election
52,Smti Monika Bora,GOHPUR,INC,0,12th Pass,26990256,1562000,https://www.myneta.info/assam2011/candidate.php?candidate_id=350,main_election
53,Ajanta Neog,GOLAGHAT,INC,0,Post Graduate,16311995,3505280,https://www.myneta.info/assam2011/candidate.php?candidate_id=235,main_election
54,Abu Taher Bepari,GOLAKGANJ,INC,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=487,main_election
55,Majendra Narzary,GOSSAIGAON,BPF,0,Graduate,4335700,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=825,main_election
56,Abdul Muhib Mazumder,HAILAKANDI,INC,0,Post Graduate,26929767,120177,https://www.myneta.info/assam2011/candidate.php?candidate_id=427,main_election
57,Dwipen Pathak,HAJO,AITC,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=880,main_election
58,Gobinda Ch. Langthasa,HALFLONG,INC,0,Graduate,4333252,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=55,main_election
59,Dr. Ardhendu Kr. Dey,HOJAI,INC,0,Graduate Professional,20747379,4143304,https://www.myneta.info/assam2011/candidate.php?candidate_id=522,main_election
60,Khorsing Engti,HOWRAGHAT,INC,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=364,main_election
61,Bibekananda Dalai,JAGIROAD (SC),INC,0,12th Pass,6570029,644217,https://www.myneta.info/assam2011/candidate.php?candidate_id=700,main_election
62,Moinuddin Ahmed,JALESWAR,AIUDF,0,Post Graduate,1045000,362500,https://www.myneta.info/assam2011/candidate.php?candidate_id=581,main_election
63,Himanta Biswa Sarma,JALUKBARI,INC,0,Doctorate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=651,main_election
64,Mahammad Sirajuddin Ajmal,JAMUNAMUKH,AIUDF,0,12th Pass,427854366,39872400,https://www.myneta.info/assam2011/candidate.php?candidate_id=519,main_election
65,Rafiqul Islam,JANIA,AIUDF,0,Post Graduate,970537,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=595,main_election
66,Pradan Baruah,JONAI (ST),INC,0,10th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=93,main_election
67,Rana Goswami,JORHAT,INC,0,Graduate,6755177,652600,https://www.myneta.info/assam2011/candidate.php?candidate_id=190,main_election
68,Mukunda Ram Choudhury,KALAIGAON,AGP,0,12th Pass,20821692,1150000,https://www.myneta.info/assam2011/candidate.php?candidate_id=686,main_election
69,Keshab Mahanta,KALIABOR,AGP,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=516,main_election
70,Jadab Chandra Deka,KAMALPUR,BJP,0,Post Graduate,7357662,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=638,main_election
71,Kamalakhya Dey Purkayastha,KARIMGANJ NORTH,INC,0,Graduate,1902135,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=10,main_election
72,Siddeque Ahmed,KARIMGANJ SOUTH,INC,0,10th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=17,main_election
73,Ataur Rahman Mazarbhuiya,KATIGORAH,AIUDF,0,12th Pass,2981221,241618,https://www.myneta.info/assam2011/candidate.php?candidate_id=473,main_election
74,Gautam Roy,KATLICHERRA,INC,0,12th Pass,13962322,902196,https://www.myneta.info/assam2011/candidate.php?candidate_id=27,main_election
75,Bismita Gogoi,KHUMTAI,INC,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=240,main_election
76,Pramila Rani Brahma,KOKRAJHAR EAST (ST),BPF,0,Graduate,7534709,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=834,main_election
77,Pradip Kumar Brahma,KOKRAJHAR WEST (ST),BPF,0,12th Pass,14050561,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=832,main_election
78,Dr. Nazrul Islam,LAHARIGHAT,INC,0,Graduate Professional,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=708,main_election
79,Prithibi Majhi,LAHOWAL,INC,0,Graduate Professional,9025998,2029573,https://www.myneta.info/assam2011/candidate.php?candidate_id=259,main_election
80,Utpal Dutta,LAKHIMPUR,AGP,0,Graduate,11525674,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=123,main_election
81,Dinesh Prasad Goala,LAKHIPUR,INC,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=44,main_election
82,Swapan Kar,LUMDING,AIUDF,0,Graduate,2155259,381020,https://www.myneta.info/assam2011/candidate.php?candidate_id=527,main_election
83,Sarat Saikia,MAHMARA,INC,0,Graduate,9242058,1028775,https://www.myneta.info/assam2011/candidate.php?candidate_id=156,main_election
84,Sri Rajib Lochon Pegu,MAJULI (ST),INC,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=195,main_election
85,Basanta Das,MANGALDOI (SC),INC,0,Graduate,2275156,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=692,main_election
86,Zabed Islam,MANKACHAR,IND,0,Graduate,5674538,1022677,https://www.myneta.info/assam2011/candidate.php?candidate_id=797,main_election
87,Pradyut Bordoloi,MARGHERITA,INC,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=71,main_election
88,Rakheswar Brahma,MAZBAT,BPF,0,Graduate,1943179,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=948,main_election
89,Jibon Tara Ghatowar,MORAN,INC,0,8th Pass,16554553,241708,https://www.myneta.info/assam2011/candidate.php?candidate_id=245,main_election
90,Rupjyoti Kurmi,MORIANI,INC,0,Others,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=207,main_election
91,Jonjonali Barua,MORIGAON,INC,0,Graduate,20098489,7698939,https://www.myneta.info/assam2011/candidate.php?candidate_id=704,main_election
92,Pranati Phukan,NAHARKATIA,INC,0,Graduate,6657416,500000,https://www.myneta.info/assam2011/candidate.php?candidate_id=281,main_election
93,Jayanta Malla Baruah,NALBARI,INC,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=662,main_election
94,Sanjay Raj Subba,NAOBAICHA,INC,0,8th Pass,25365988,3391338,https://www.myneta.info/assam2011/candidate.php?candidate_id=109,main_election
95,Sri Debabrata Saikia,NAZIRA,INC,0,Graduate,55063280,2442648,https://www.myneta.info/assam2011/candidate.php?candidate_id=147,main_election
96,Dr. Durlav Chandra Chamua,NOWGONG,INC,0,Graduate Professional,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=509,main_election
97,Jatin Mali,PALASBARI,IND,0,Post Graduate,18356454,6117178,https://www.myneta.info/assam2011/candidate.php?candidate_id=879,main_election
98,Kamali Basumatari,PANERY,BPF,0,10th Pass,1531767,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=938,main_election
99,Manoranjan Das,PATACHARKUCHI,BJP,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=615,main_election
100,Monilal Gowala,PATHARKANDI,INC,0,Graduate Professional,6653591,176000,https://www.myneta.info/assam2011/candidate.php?candidate_id=6,main_election
101,Pijush Hazarika,RAHA (SC),INC,0,Graduate,7748738,3856748,https://www.myneta.info/assam2011/candidate.php?candidate_id=537,main_election
102,Shri Bhimananda Tanti,RANGAPARA,INC,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=324,main_election
103,Ghanashyam Kalita,RANGIA,INC,0,Graduate,3328683,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=618,main_election
104,Kripanath Mallah,RATABARI (SC),INC,0,Graduate,237457,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=1,main_election
105,Mazibur Rahman,RUPAHIHAT,AIUDF,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=541,main_election
106,Abdur Rahman Azmal,SALMARA SOUTH,AIUDF,0,Post Graduate,68438383,2834399,https://www.myneta.info/assam2011/candidate.php?candidate_id=477,main_election
107,Rockybul Hussain,SAMAGURI,INC,0,Graduate,21656707,3936449,https://www.myneta.info/assam2011/candidate.php?candidate_id=546,main_election
108,Ali Hossain,SARUKHETRI,AIUDF,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=602,main_election
109,Aklius Tirkey,SARUPATHAR,INC,0,Graduate Professional,1714562,130000,https://www.myneta.info/assam2011/candidate.php?candidate_id=226,main_election
110,Pranab Gogoi,SIBSAGAR,INC,0,Graduate Professional,21535996,262818,https://www.myneta.info/assam2011/candidate.php?candidate_id=179,main_election
111,Chandan Brahma,SIDLI (ST),BPF,0,Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=838,main_election
112,Sushmita Dev,SILCHAR,INC,0,Post Graduate,67329533,16030649,https://www.myneta.info/assam2011/candidate.php?candidate_id=33,main_election
113,Binanda Saikia,SIPAJHAR,INC,0,Post Graduate,6912113,2300911,https://www.myneta.info/assam2011/candidate.php?candidate_id=688,main_election
114,Anamul Haque,SONAI,INC,0,Graduate Professional,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=38,main_election
115,Sarat Borkotoky,SONARI,INC,0,Graduate Professional,15047326,400000,https://www.myneta.info/assam2011/candidate.php?candidate_id=165,main_election
116,Sri Padma Hazarika,SOOTEA,AGP,0,12th Pass,47866422,8199559,https://www.myneta.info/assam2011/candidate.php?candidate_id=332,main_election
117,Ranjit Kumar Das,SORBHOG,BJP,0,Post Graduate,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=583,main_election
118,Emmanuel Mosahary,TAMULPUR,BPF,0,Post Graduate,6089909,0,https://www.myneta.info/assam2011/candidate.php?candidate_id=924,main_election
119,Membar Gogoi,TEOK,INC,0,Graduate Professional,8435183,126830,https://www.myneta.info/assam2011/candidate.php?candidate_id=214,main_election
120,Shri Rajen Borthakur,TEZPUR,INC,0,12th Pass,,,https://www.myneta.info/assam2011/candidate.php?candidate_id=316,main_election
121,Sushanta Borgohain,THOWRA,INC,0,Graduate,15838304,826946,https://www.myneta.info/assam2011/candidate.php?candidate_id=173,main_election
122,Atuwa Munda,TINGKHONG,INC,0,Graduate,3086236,27902,https://www.myneta.info/assam2011/candidate.php?candidate_id=276,main_election
