Year,State,Constituency,SerialNo,CandidateName,Party,CriminalCases,Education,Age,TotalAssets,Liabilities,Winner,CandidateURL
2004,ANDHRA PRADESH,Narasapur,1,ALLURI YUGANDHARA RAJU,PPOI,0,Post Graduate,39,"Rs 4,51,000 ~ 4 Lacs+",Rs 0 ~,No,https://www.myneta.info/loksabha2004/candidate.php?candidate_id=176
2004,ANDHRA PRADESH,Narasapur,2,UPPALAPATI VENKATAKRISHNAM RAJU,BJP,0,Graduate,64,Nil,"Rs 4,50,000 ~ 4 Lacs+",No,https://www.myneta.info/loksabha2004/candidate.php?candidate_id=175
