sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Sudip Roy Barman,AGARTALA,INC,1,Graduate Professional,20766536,45000,https://www.myneta.info/tripura2013/candidate.php?candidate_id=5,main_election
2,Mano Ranjan Acharjee,AMARPUR,CPI(M),0,Graduate,154698,0,https://www.myneta.info/tripura2013/candidate.php?candidate_id=103,main_election
3,Lalit Kumar Debbarma,AMBASSA (ST),CPI(M),0,12th Pass,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=189,main_election
4,Daniel Jamatia,AMPINAGAR (ST),CPI(M),0,Graduate,1757181,690666,https://www.myneta.info/tripura2013/candidate.php?candidate_id=102,main_election
5,Aghore Debbarma,ASHARAMBARI (ST),CPI(M),0,Graduate,3651199,1061517,https://www.myneta.info/tripura2013/candidate.php?candidate_id=98,main_election
6,Dilip Sarkar,BADHARGHAT (SC),INC,2,12th Pass,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=11,main_election
7,Bijita Nath,BAGBASSA,CPI(M),0,Graduate,1111752,500000,https://www.myneta.info/tripura2013/candidate.php?candidate_id=215,main_election
8,Naresh Chandra Jamatia,BAGMA (ST),CPI(M),0,10th Pass,2510576,500000,https://www.myneta.info/tripura2013/candidate.php?candidate_id=150,main_election
9,Haricharan Sarkar,BAMUTIA (SC),CPI(M),0,Graduate,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=110,main_election
10,Gopal Chandra Roy,BANAMALIPUR,INC,4,Graduate Professional,14663389,474867,https://www.myneta.info/tripura2013/candidate.php?candidate_id=8,main_election
11,Jitendra Sarkar,BARJALA (SC),INC,0,12th Pass,14443316,0,https://www.myneta.info/tripura2013/candidate.php?candidate_id=3,main_election
12,Basudev Majumder,BELONIA,CPI(M),0,Graduate,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=165,main_election
13,Bhanulal Saha,BISHALGARH,CPI(M),0,Graduate Professional,3803959,0,https://www.myneta.info/tripura2013/candidate.php?candidate_id=127,main_election
14,Sahid Choudhuri,BOXANAGAR,CPI(M),0,12th Pass,2910469,0,https://www.myneta.info/tripura2013/candidate.php?candidate_id=134,main_election
15,Tapan Chakrabarti,CHANDIPUR,CPI(M),0,Graduate,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=206,main_election
16,Ramendra Narayan Debbarma,CHARILAM (ST),CPI(M),0,Graduate Professional,1160716,0,https://www.myneta.info/tripura2013/candidate.php?candidate_id=131,main_election
17,Nirajoy Tripura,CHAWMANU (ST),CPI(M),0,8th Pass,88742,392000,https://www.myneta.info/tripura2013/candidate.php?candidate_id=196,main_election
18,Manik Sarkar,DHANPUR,CPI(M),0,Graduate,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=138,main_election
19,Biswabandhu Sen,DHARMANAGAR,INC,2,Graduate,22555266,383291,https://www.myneta.info/tripura2013/candidate.php?candidate_id=44,main_election
20,Tunubala Malakar,FATIKROY (SC),CPI(M),0,10th Pass,220993,120000,https://www.myneta.info/tripura2013/candidate.php?candidate_id=203,main_election
21,Keshab Debbarma,GOLAGHATI (ST),CPI(M),0,10th Pass,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=94,main_election
22,Badal Choudhury,HRISHYAMUKH,CPI(M),0,12th Pass,5307085,848424,https://www.myneta.info/tripura2013/candidate.php?candidate_id=171,main_election
23,Jashabir Tripura,JOLAIBARI (ST),CPI(M),0,10th Pass,1514402,477343,https://www.myneta.info/tripura2013/candidate.php?candidate_id=101,main_election
24,Ramendra Chandra Debnath,JUBARAJNAGAR,CPI(M),0,Graduate Professional,,,https://www.myneta.info/tripura2013/candidate.php?candidate_id=218,main_election
25,Fayzur Rohaman,KADAMTALA-KURTI,CPI(M),0,10th Pass,1549264,858884,https://www.myneta.info/tripura2013/candidate.php?candidate_id=211,main_election
26,Birajit Sinha,KAILASHAHAR,INC,2,12th Pass,15902683,1456880,https://www.myneta.info/tripura2013/candidate.php?candidate_id=41,main_election
