sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,R. Lalrinawma,AIZAWL EAST - 1,INC,0,Post Graduate,7932924,1148515,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=47,main_election
2,Lalsawta,AIZAWL EAST - 2,INC,0,Post Graduate,10466681,854837,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=78,main_election
3,Lalthanliana,AIZAWL NORTH - 2,MPC,0,Post Graduate,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=43,main_election
4,Lal Thanzara,AIZAWL NORTH - 3,INC,0,Post Graduate,28007534,1000000,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=79,main_election
5,R. Romawia,AIZAWL NORTH -1,INC,0,Post Graduate,33648170,2471746,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=41,main_election
6,R. Vanlalvena,AIZAWL SOUTH - 1,INC,0,Graduate,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=56,main_election
7,Lt. Col. Zosangzuala,AIZAWL SOUTH - 2,INC,0,12th Pass,15411276,1148515,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=59,main_election
8,K. S. Thanga,AIZAWL SOUTH - 3,INC,0,12th Pass,12250000,1148515,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=62,main_election
9,K Sangthuama,AIZAWL WEST - 1,MNF,0,12th Pass,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=134,main_election
10,Lalruatkima,AIZAWL WEST - 2,MNF,0,Graduate,33672689,3674949,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=136,main_election
11,Vanlalzawma,AIZAWL WEST - 3,MNF,0,Post Graduate,19976912,0,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=53,main_election
12,Dr. Ngurdingliana,CHALFILH,INC,0,Doctorate,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=1,main_election
13,Tt Zothansanga,CHAMPHAI NORTH,INC,0,Graduate Professional,16090000,1187712,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=67,main_election
14,Jh.Rothuama,CHAMPHAI SOUTH,INC,0,Graduate,10859479,0,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=69,main_election
15,Lalrobiaka,DAMPA,INC,0,Graduate,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=5,main_election
16,T Sangkunga,EAST TUIPUI,INC,0,Graduate,13785386,0,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=22,main_election
17,Lalrin Mawia Ralte,HACHHEK,INC,0,Graduate,8696627,2626707,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=77,main_election
18,Lal Thanhawla,HRANGTURZO,INC,0,Graduate,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=80,main_election
19,P.C. Zoram Sangliana,KOLASIB,INC,0,12th Pass,38568562,1148515,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=81,main_election
20,H Zothangliana,LAWNGTLAI EAST,INC,0,Post Graduate,11610000,2150000,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=82,main_election
21,C. Ngunlianchunga,LAWNGTLAI WEST,INC,0,8th Pass,,,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=83,main_election
22,H. Rohluna,LENGTENG,INC,0,Post Graduate,5756685,124443,https://www.myneta.info/mizoram2013/candidate.php?candidate_id=84,main_election
