sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Rajeev Sharma,AKHNOOR,BJP,0,8th Pass,21236785,480616,https://www.myneta.info/jk2014/candidate.php?candidate_id=860,main_election
2,Syed Mohammad Altaf Bukhari,AMIRAKADAL,JKPDP,7,Graduate,849671305,2241269,https://www.myneta.info/jk2014/candidate.php?candidate_id=572,main_election
3,Mufti Mohd Syed,ANANTNAG,JKPDP,0,Post Graduate,,,https://www.myneta.info/jk2014/candidate.php?candidate_id=502,main_election
4,Aga Syed Ruhullah Mehdi,BADGAM,JKNC,0,12th Pass,33083820,27790000,https://www.myneta.info/jk2014/candidate.php?candidate_id=443,main_election
5,Usman Abdul Majid,BANDIPORA,INC,1,Graduate,45623230,1408000,https://www.myneta.info/jk2014/candidate.php?candidate_id=49,main_election
6,Jewan Lal,BANI,BJP,0,Graduate,,,https://www.myneta.info/jk2014/candidate.php?candidate_id=702,main_election
7,Vikar Rassol Wani,BANIHAL,INC,0,12th Pass,9429686,339045,https://www.myneta.info/jk2014/candidate.php?candidate_id=151,main_election
8,Javid Hassan Baig,BARAMULLA,JKPDP,0,Graduate,59329000,780000,https://www.myneta.info/jk2014/candidate.php?candidate_id=401,main_election
9,Lal Singh,BASOHLI,BJP,0,Graduate,,,https://www.myneta.info/jk2014/candidate.php?candidate_id=703,main_election
10,Noor Mohamad Sheikh,BATAMALOO,JKPDP,0,10th Pass,45675288,1954000,https://www.myneta.info/jk2014/candidate.php?candidate_id=590,main_election
11,Omar Abdullah,BEERWAH,JKNC,0,Graduate,6569000,0,https://www.myneta.info/jk2014/candidate.php?candidate_id=447,main_election
12,Daleep Singh,BHADERWAH,BJP,0,10th Pass,,,https://www.myneta.info/jk2014/candidate.php?candidate_id=137,main_election
13,Abdul Rehman Bhat,BIJBEHARA,JKPDP,0,Graduate,19722919,500000,https://www.myneta.info/jk2014/candidate.php?candidate_id=527,main_election
14,Dr. Nirmal Kumar Singh,BILLAWAR,BJP,0,Doctorate,16631700,1001575,https://www.myneta.info/jk2014/candidate.php?candidate_id=787,main_election
