sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Sudip Roy Barman,AGARTALA,INC,3,Graduate Professional,90791072,3800000,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6877,main_election
2,Ranjit Das,AMARPUR,BJP,0,12th Pass,2453315,0,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6880,main_election
3,Chitta Ranjan Debbarma,AMBASSA (ST),Tipra Motha Party,0,Post Graduate,,,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6884,main_election
4,Pathan Lal Jamatia,AMPINAGAR (ST),Tipra Motha Party,0,Post Graduate,1840453,331812,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6830,main_election
5,Animesh Debbarma,ASHARAMBARI (ST),Tipra Motha Party,0,Graduate Professional,13110962,257004,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6973,main_election
6,Mina Rani Sarkar,BADHARGHAT (SC),BJP,0,Graduate,,,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6994,main_election
7,Jadab Lal Debnath,BAGBASSA,BJP,0,12th Pass,7939339,0,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6887,main_election
8,Ram Pada Jamatia,BAGMA (ST),BJP,0,12th Pass,13663307,600000,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6834,main_election
9,Nayan Sarkar,BAMUTIA (SC),CPI(M),0,Post Graduate,,,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6768,main_election
10,Gopal Chandra Roy,BANAMALIPUR,INC,2,Graduate Professional,23544211,1179035,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6892,main_election
11,Sudip Sarkar,BARJALA (SC),CPI(M),0,10th Pass,5775979,0,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6770,main_election
12,Dipankar Sen,BELONIA,CPI(M),4,12th Pass,,,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6771,main_election
13,Sushanta Deb,BISHALGARH,BJP,2,12th Pass,2364289,5386,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6985,main_election
14,Samsul Haque,BOXANAGAR,CPI(M),1,10th Pass,5869652,0,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6774,main_election
15,Tinku Roy,CHANDIPUR,BJP,0,12th Pass,,,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6894,main_election
16,Subodh Deb Barma,CHARILAM (ST),Tipra Motha Party,0,Post Graduate,5065456,0,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=7005,main_election
17,Sambhu Lal Chakma,CHAWMANU (ST),BJP,0,Graduate Professional,1572543,2390257,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=7010,main_election
18,Pratima Bhoumik,DHANPUR,BJP,0,Graduate,,,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6900,main_election
19,Biswa Bandhu Sen,DHARMANAGAR,BJP,0,Graduate,97317521,1136767,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6903,main_election
20,Sudhangshu Das,FATIKROY (SC),BJP,0,Graduate,7761964,1261582,https://www.myneta.info/Tripura2023/candidate.php?candidate_id=6848,main_election
