sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Chauhan Mansinh Kohyabhai,BALASINOR,INC,0,Graduate Professional,15833900,615342,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1785,bye_election
2,Chaudhari Chhanabhai Kolubhai,BANSDA (ST),INC,0,10th Pass,2290490,547725,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=429,bye_election
3,Mahendrasinh Vaghela,BAYAD,INC,0,Graduate,,,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1756,bye_election
4,Makadia Pravinbhai Mohanbhai,DHORAJI : BYE ELECTION ON 2-06-2013,BJP,0,10th Pass,21122992,1624094,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=2409,bye_election
5,C. K. Raulji,GODHRA,INC,0,Graduate,123338742,0,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1789,bye_election
6,Jadeja Dharmendrasinh Merubha,JAMNAGAR NORTH,INC,0,12th Pass,,,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=363,bye_election
7,Mungara Raghavjibhai Hanshrajbhai,JAMNAGAR RURAL,INC,0,Graduate Professional,46602056,653364,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=180,bye_election
8,Gohel Bholabhai Bhikhabhai,JASDAN,INC,0,Others,2685738,0,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=328,bye_election
9,Radadiya Jayeshbhai Vithalbhai,JETPUR : BYE ELECTION ON 2-06-2013,BJP,0,Graduate Professional,,,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=2394,bye_election
10,Sankersinh Laxmansinh Vaghela,KAPADVANJ,INC,0,Post Graduate,205080570,0,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1784,bye_election
11,Rana Kiritsinh Jitubha,LIMBDI : BYE ELECTION ON 2-06-2013,BJP,0,10th Pass,24288526,0,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=2373,bye_election
12,Suthar Nimishaben Manharsinh,MORVA HADAF-ST : BYE ELECTION ON 2-06-2013,BJP,0,12th Pass,,,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=2414,bye_election
13,Amit Anilchandra Shah,NARANPURA,BJP,0,12th Pass,117768785,26025457,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1583,bye_election
14,Patel Karamsibhai Veerjibhai,SANAND,INC,0,12th Pass,36734415,0,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1210,bye_election
15,Balvantsinh Chandansinh Rajput,SIDHPUR,INC,0,12th Pass,,,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1549,bye_election
16,Purneshkumar Ishwarlal Modi,SURAT WEST : BYE- ELECTION ON 4-12-2013,BJP,0,Graduate Professional,14605479,2887399,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=2416,bye_election
17,Ramsinh Prabhatsinh Parmar,THASRA,INC,0,10th Pass,37646154,0,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1557,bye_election
18,Patel Prahladbhai Ishwarbhai,VIJAPUR,INC,0,8th Pass,,,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=1750,bye_election
19,Patel Tejshreeben Dilipkumar,VIRAMGAM,INC,0,Post Graduate,99580177,1348165,https://www.myneta.info/gujarat2012/candidate.php?candidate_id=555,bye_election
