sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Chander Parkash S/O Arjun Lal,ADAMPUR,INC,0,Graduate Professional,338107355,13650983,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=306,main_election
2,Anil Vij,AMBALA CANTT.,BJP,0,Graduate,14951989,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=169,main_election
3,Nirmal Singh Mohra,AMBALA CITY,INC,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=301,main_election
4,Yoginder Singh Rana,ASSANDH,BJP,0,Graduate,388915318,6500000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=376,main_election
5,Arti Singh Rao,ATELI,BJP,0,Graduate,682753454,25500000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=172,main_election
6,Umed Singh,BADHRA,BJP,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=116,main_election
7,Dhanesh Adlakha,BADKHAL,BJP,2,Post Graduate,255168571,103429422,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=291,main_election
8,Kuldeep Vats,BADLI,INC,1,10th Pass,96030239,13150000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=55,main_election
9,Rao Narbir Singh,BADSHAHPUR,BJP,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=118,main_election
10,Rajesh Joon,BAHADURGARH,IND,1,Graduate,610304000,193700000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=957,main_election
11,Mool Chand Sharma,BALLABHGARH,BJP,0,Post Graduate,335069620,63085375,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=2,main_election
12,Induraj Singh Narwal,BARODA,INC,0,Others,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=122,main_election
13,Ranbir Gangwa,BARWALA,BJP,0,12th Pass,116219986,5215738,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=276,main_election
14,Dr. Krishan Kumar,BAWAL (SC),BJP,0,Post Graduate,32659037,3317807,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=274,main_election
15,Kapoor Singh,BAWANI KHERA (SC),BJP,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=272,main_election
16,Raghuvir Singh Kadian,BERI,INC,0,Doctorate,205103781,3850200,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=127,main_election
17,Ghanshyam Saraf,BHIWANI,BJP,0,Graduate,143254423,21651986,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=128,main_election
18,Aditya Devilal,DABWALI,INLD,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=71,main_election
19,Sunil Satpal Sangwan,DADRI,BJP,0,Graduate,25595670,2000000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=131,main_election
20,Bharat Singh Beniwal,ELLENABAD,INC,0,Literate,89020000,6394731,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=257,main_election
21,Vipul Goel,FARIDABAD,BJP,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=72,main_election
22,Satish Kumar Phagna,FARIDABAD NIT,BJP,0,Others,50144974,9900000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=567,main_election
23,Balwan Singh Doulatpuria,FATEHABAD,INC,0,Graduate,174555878,21588098,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=435,main_election
24,Mamman Khan,FEROZEPUR JHIRKA,INC,4,Graduate Professional,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=139,main_election
25,Devender Kadyan,GANAUR,IND,2,12th Pass,98418401,19434276,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=663,main_election
26,Bhupinder Singh Hooda,GARHI SAMPLA-KILOI,INC,8,Graduate Professional,264924276,1500000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=254,main_election
27,Harvinder Kalyan,GHARAUNDA,BJP,0,Graduate Professional,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=252,main_election
28,Arvind Kumar Sharma,GOHANA,BJP,0,Post Graduate,69042671,35673255,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=78,main_election
29,Devender Hans,GUHLA (SC),INC,0,10th Pass,977000,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=345,main_election
30,Mukesh Sharma,GURGAON,BJP,0,12th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=145,main_election
31,Vinod Bhayana,HANSI,BJP,1,Graduate,72982412,15474259,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=147,main_election
32,Mohd Israil,HATHIN,INC,0,12th Pass,10282500,1684000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=556,main_election
33,Savitri Jindal,HISAR,IND,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=934,main_election
34,Harinder Singh,HODAL (SC),BJP,0,Graduate,243898072,2410900,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=248,main_election
35,Ram Kumar Kashyap,INDRI,BJP,0,Post Graduate,33324711,1820000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=153,main_election
36,Krishan Lal Panwar,ISRANA (SC),BJP,0,12th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=246,main_election
37,Akram Khan,JAGADHRI,INC,0,10th Pass,194405028,344812,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=320,main_election
38,Geeta Bhukkal,JHAJJAR (SC),INC,0,Post Graduate,88615808,1490000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=156,main_election
39,Dr Krishan Lal Middha,JIND,BJP,0,Graduate Professional,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=419,main_election
40,Vinesh,JULANA,INC,0,Graduate,36739400,3294401,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=241,main_election
41,Aditya Surjewala,KAITHAL,INC,0,Graduate,291142837,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=350,main_election
42,Shakuntla Khatak,KALANAUR (SC),INC,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=237,main_election
43,Shishpal Keharwala,KALANWALI (SC),INC,0,Post Graduate,24983311,4380000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=236,main_election
44,Vikas Saharan,KALAYAT,INC,0,Post Graduate,88652309,13942843,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=235,main_election
45,Shakti Rani Sharma,KALKA,BJP,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=232,main_election
46,Jagmohan Anand,KARNAL,BJP,0,12th Pass,157081435,41724405,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=230,main_election
47,Pawan Kharkhoda,KHARKHAUDA (SC),BJP,0,Graduate,37255700,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=164,main_election
48,Anil Yadav,KOSLI,BJP,2,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=527,main_election
49,Nayab Singh,LADWA,BJP,0,Graduate Professional,58052714,7482619,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=166,main_election
50,Rajbir Fartia,LOHARU,INC,0,10th Pass,598894116,441817894,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=480,main_election
51,Kanwar Singh,MAHENDRAGARH,BJP,0,Post Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=515,main_election
52,Balram Dangi,MEHAM,INC,0,Graduate,341255237,1287000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=224,main_election
53,Pooja,MULANA (SC),INC,0,Graduate Professional,254845805,5861348,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=317,main_election
54,Randhir Panihar,NALWA,BJP,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=221,main_election
55,Manju Choudhary,NANGAL CHAUDHRY,INC,0,10th Pass,206361198,1500000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=521,main_election
56,Shalley Chaudhary,NARAINGARH,INC,0,8th Pass,759665950,3420000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=95,main_election
57,Om Prakash Yadav,NARNAUL,BJP,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=218,main_election
58,Jassi Petwar,NARNAUND,INC,0,Graduate,21693622,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=463,main_election
59,Krishan Kumar,NARWANA (SC),BJP,0,Post Graduate,48035404,229850,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=423,main_election
60,Bhagwan Dass,NILOKHERI (SC),BJP,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=359,main_election
61,Aftab Ahmed,NUH,INC,0,Graduate Professional,267784512,1255622,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=214,main_election
62,Gaurav Gautam,PALWAL,BJP,0,Post Graduate,45266757,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=99,main_election
63,Chander Mohan,PANCHKULA,INC,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=313,main_election
64,Parmod Kumar Vij,PANIPAT CITY,BJP,0,Graduate,725608684,21752313,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=211,main_election
65,Mahipal Dhanda,PANIPAT RURAL,BJP,0,Graduate,142918920,16052210,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=381,main_election
66,Bimla Chaudhary,PATAUDI (SC),BJP,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=210,main_election
67,Mandeep Chatha,PEHOWA,INC,0,Graduate Professional,196441384,44951,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=341,main_election
68,Raghubir Tewatia,PRITHLA,INC,0,12th Pass,130317871,9167128,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=206,main_election
69,Mohammad Ilyas,PUNAHANA,INC,0,Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=204,main_election
70,Satpal Jamba,PUNDRI,BJP,0,Post Graduate,162337303,9758577,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=354,main_election
71,Shyam Singh Rana,RADAUR,BJP,0,Graduate,11642600,0,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=201,main_election
72,Krishna Gahlawat,RAI,BJP,0,Post Graduate,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=198,main_election
73,Arjun Chautala,RANIA,INLD,0,12th Pass,459947176,13436000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=3,main_election
74,Jarnail Singh,RATIA (SC),INC,1,Graduate,5335573,1445000,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=442,main_election
75,Laxman Singh Yadav,REWARI,BJP,0,10th Pass,,,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=39,main_election
76,Bharat Bhushan Batra,ROHTAK,INC,0,Graduate Professional,137660906,21617747,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=195,main_election
77,Renu Bala,SADHAURA (SC),INC,0,Graduate,46776194,5182576,https://www.myneta.info/Haryana2024/candidate.php?candidate_id=189,main_election
