sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Bhagirathi Sethy,ANANDAPUR,BJD,5,10th Pass,3710581,0,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5123,main_election
2,Rajanikant Singh,ANGUL,BJD,0,Post Graduate,29646512,1646072,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5132,main_election
3,Manjula Swain,ASKA,BJD,0,5th Pass,,,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5066,main_election
4,Ranendra Pratap Swain,ATHAGARH,BJD,0,Post Graduate,28908348,2776172,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5140,main_election
5,Ramesh Chandra Sai,ATHAMALLIK,BJD,0,Graduate,18294000,682274,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5152,main_election
6,Snehangini Chhuria,ATTABIRA,BJD,1,Post Graduate,,,https://www.myneta.info/odisha2019/candidate.php?candidate_id=4853,main_election
7,Pratap Keshari Deb,AUL,BJD,0,Graduate,60779980,303257,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5506,main_election
8,Sanatan Bijuli,BADASAHI,BJP,2,Graduate,14693788,0,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5512,main_election
9,Madan Mohan Dutta,BALASORE,BJP,3,8th Pass,,,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5516,main_election
10,Chakramani Kanhar,BALIGUDA,BJD,1,12th Pass,3915963,620000,https://www.myneta.info/odisha2019/candidate.php?candidate_id=4998,main_election
11,Raghunandan Das,BALIKUDA-ERASAMA,BJD,0,Graduate Professional,30520780,435004,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5754,main_election
12,Sudam Marndi,BANGRIPOSI,BJD,11,12th Pass,,,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5524,main_election
13,Devi Ranjan Tripathy,BANKI,BJD,2,Post Graduate,8634011,1924717,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5156,main_election
14,Mohammed Moquim,BARABATI-CUTTACK,INC,13,Graduate Professional,179786173,1841471,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5164,main_election
15,Amar Prasad Satpathy,BARACHANA,BJD,0,Post Graduate,,,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5529,main_election
16,Debi Prasad Mishra,BARAMBA,BJD,0,Graduate,54306270,10000000,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5180,main_election
17,Debesh Acharya,BARGARH,BJD,2,Graduate Professional,30228327,5717447,https://www.myneta.info/odisha2019/candidate.php?candidate_id=4850,main_election
18,Sunanda Das,BARI,BJD,0,10th Pass,,,https://www.myneta.info/odisha2019/candidate.php?candidate_id=5533,main_election
