timestamp,state,year,constituency,candidate_name,url,reason,source_csv
2025-06-05T11:56:31.190404,TELANGANA,2024,MAHBUBNAGAR,M. Naveen Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7028,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:33.901249,TELANGANA,2024,MAHBUBNAGAR,Manne Srinivas Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5235,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:33.910259,TELANGANA,2024,MAHBUBNAGAR,Marla Anjaneyulu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5503,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:33.921510,TELANGANA,2024,MAHBUBNAGAR,Mohd Alauddin,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5506,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:33.933395,TELANGANA,2024,MAHBUBNAGAR,Mudavath Balaraju Naik,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7031,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:33.946637,TELANGANA,2024,MAHBUBNAGAR,Nadiminti Srinivasulu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7027,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:33.963868,TELANGANA,2024,MAHBUBNAGAR,Naresh Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5509,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:36.946557,TELANGANA,2024,MAHBUBNAGAR,Pullangari Sandeep Kumar Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7029,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:36.970075,TELANGANA,2024,MAHBUBNAGAR,Sangepaga Sarojanamma,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7036,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:36.984710,TELANGANA,2024,MAHBUBNAGAR,Umashankar Nemmikanti,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7021,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:36.991704,TELANGANA,2024,MAHBUBNAGAR,Venkata Ramana,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7034,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:37.002903,TELANGANA,2024,MAHBUBNAGAR,Venkateswarlu Tallada,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5507,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:37.009586,TELANGANA,2024,MAHBUBNAGAR,Vijaya,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7032,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:39.994104,TELANGANA,2024,MAHBUBNAGAR,Vishnu Vardhan Reddy Thapalakindhi,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7033,"Processing error: expected string or bytes-like object, got 'NoneType'",MAHBUBNAGAR.csv
2025-06-05T11:56:42.266596,TELANGANA,2024,MALKAJGIRI,Anitha Reddy Sheelam,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5525,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.274816,TELANGANA,2024,MALKAJGIRI,Eatala Rajender,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5238,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.291077,TELANGANA,2024,MALKAJGIRI,Chamakura Rajaiah Alias Pidikili Raju,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5521,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.301193,TELANGANA,2024,MALKAJGIRI,Apparao Konda,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5519,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.320680,TELANGANA,2024,MALKAJGIRI,Banjapally Sudha Rani,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7013,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.332001,TELANGANA,2024,MALKAJGIRI,Bharatha Sudarshan,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7014,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.348226,TELANGANA,2024,MALKAJGIRI,Boin Durga Prasad Yadav,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5527,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.356375,TELANGANA,2024,MALKAJGIRI,Chiripi Reddy Ramesh,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7009,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.381141,TELANGANA,2024,MALKAJGIRI,Donthula Bikshapathi,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7011,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.397366,TELANGANA,2024,MALKAJGIRI,Juvva Phani Kumar Chowdary,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7007,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.417751,TELANGANA,2024,MALKAJGIRI,Kante Sayanna,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7008,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.430751,TELANGANA,2024,MALKAJGIRI,Moutam Sampath,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7015,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.530077,TELANGANA,2024,MALKAJGIRI,Narra Sukhender Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5522,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.777137,TELANGANA,2024,MALKAJGIRI,Paree (Pesarikayala Pareekshith Reddy),https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7012,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.805808,TELANGANA,2024,MALKAJGIRI,Patnam Suneetha Mahender Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5291,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.815271,TELANGANA,2024,MALKAJGIRI,Peddapalli Sandeep,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5523,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.818238,TELANGANA,2024,MALKAJGIRI,R. Subender Singh,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7018,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.849097,TELANGANA,2024,MALKAJGIRI,Ragidi Laxma Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5237,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.875499,TELANGANA,2024,MALKAJGIRI,Rajesh Mishra,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7016,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.916372,TELANGANA,2024,MALKAJGIRI,Thallada Venkateswarlu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7010,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:42.957339,TELANGANA,2024,MALKAJGIRI,Vaishnavi Prasad,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=7017,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:43.006242,TELANGANA,2024,MALKAJGIRI,Yadishwar Nakka,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5526,"Processing error: expected string or bytes-like object, got 'NoneType'",MALKAJGIRI.csv
2025-06-05T11:56:48.900960,TELANGANA,2024,MEDAK,A. Kranthi Kumar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5801,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:48.909269,TELANGANA,2024,MEDAK,Madhavaneni Raghunandan Rao,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5239,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:48.933833,TELANGANA,2024,MEDAK,Abhilash Chelimela,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5804,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:48.946097,TELANGANA,2024,MEDAK,Abhilash Shirna,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5803,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:48.966703,TELANGANA,2024,MEDAK,Abishek Goud Thabeti,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6980,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.049174,TELANGANA,2024,MEDAK,Adla Kumar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5869,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.055261,TELANGANA,2024,MEDAK,Anil Goud,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5831,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.072897,TELANGANA,2024,MEDAK,Bommala Vijay Kumar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5833,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.090335,TELANGANA,2024,MEDAK,Annela Laxman,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5838,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.112970,TELANGANA,2024,MEDAK,Ati Anjaneyulu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5813,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.126815,TELANGANA,2024,MEDAK,Balesh Uppari,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6982,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.151379,TELANGANA,2024,MEDAK,Bandapally Srinivas,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5873,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.468978,TELANGANA,2024,MEDAK,Bodapatla Eshwar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5799,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.493375,TELANGANA,2024,MEDAK,C.H. Naveen Kumar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5860,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.609286,TELANGANA,2024,MEDAK,D. Narahari,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5837,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.674705,TELANGANA,2024,MEDAK,Dadige Rajendar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5797,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.691216,TELANGANA,2024,MEDAK,Dasari Bhanuchander,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5798,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.701082,TELANGANA,2024,MEDAK,Dodla Venkat,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5863,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.715500,TELANGANA,2024,MEDAK,Dubala Sri Sailam,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5871,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.731215,TELANGANA,2024,MEDAK,Gadila Anjaneyulu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5812,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:50.747797,TELANGANA,2024,MEDAK,Gollapally Saya Goud,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5877,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.180226,TELANGANA,2024,MEDAK,Gondhi Bhujangamu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5874,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.182712,TELANGANA,2024,MEDAK,Gouti Mallesh,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5876,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.197486,TELANGANA,2024,MEDAK,Indragoud Siliveri,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5815,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.214770,TELANGANA,2024,MEDAK,K. Laxminarayana,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5861,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.222982,TELANGANA,2024,MEDAK,K.Raghu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5800,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.231153,TELANGANA,2024,MEDAK,Kasoju Srikanth,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5832,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.257574,TELANGANA,2024,MEDAK,Kolkur Pratap,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5862,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.266898,TELANGANA,2024,MEDAK,Kondi Ashok,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5805,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.276286,TELANGANA,2024,MEDAK,Maisangari Sunil,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5864,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.302262,TELANGANA,2024,MEDAK,Marepally Laxminarayana,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5835,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.656966,TELANGANA,2024,MEDAK,Medi Srinivas Reddi,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5830,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.679351,TELANGANA,2024,MEDAK,Mohd Azher,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5806,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.697718,TELANGANA,2024,MEDAK,Nagamani Acha,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5875,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.710654,TELANGANA,2024,MEDAK,Nanda Kishore Tallada,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5834,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.738684,TELANGANA,2024,MEDAK,Neelam Madhu,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5240,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.754918,TELANGANA,2024,MEDAK,P. Venkatrama Reddy,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5290,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.771111,TELANGANA,2024,MEDAK,Pradeep,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5810,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.783370,TELANGANA,2024,MEDAK,S Rajesh Sagar,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5802,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.820338,TELANGANA,2024,MEDAK,Sara Yadagiri Goud,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=6981,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.838442,TELANGANA,2024,MEDAK,Satyanarayana Goud Kovuri,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5865,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.850483,TELANGANA,2024,MEDAK,Urelli Yellaiah,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5816,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.870562,TELANGANA,2024,MEDAK,Venkatesh Bejugam,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5807,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:51.880595,TELANGANA,2024,MEDAK,Vutla Ramesh,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5839,"Processing error: expected string or bytes-like object, got 'NoneType'",MEDAK.csv
2025-06-05T11:56:55.472925,TELANGANA,2024,NAGARKURNOOL,Amarnath,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5899,"Processing error: expected string or bytes-like object, got 'NoneType'",NAGARKURNOOL.csv
2025-06-05T11:56:55.486971,TELANGANA,2024,NAGARKURNOOL,Besamolla Yosef,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5883,"Processing error: expected string or bytes-like object, got 'NoneType'",NAGARKURNOOL.csv
2025-06-05T11:56:55.537127,TELANGANA,2024,NAGARKURNOOL,Dr.Mallu Ravi,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5241,"Processing error: expected string or bytes-like object, got 'NoneType'",NAGARKURNOOL.csv
2025-06-05T11:56:55.800208,TELANGANA,2024,NAGARKURNOOL,Bharath Prasad Pothuganti,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5242,"Processing error: expected string or bytes-like object, got 'NoneType'",NAGARKURNOOL.csv
2025-06-05T11:56:55.811556,TELANGANA,2024,NAGARKURNOOL,Amboju Ravi,https://www.myneta.info/LokSabha2024/candidate.php?candidate_id=5902,"Processing error: expected string or bytes-like object, got 'NoneType'",NAGARKURNOOL.csv
