timestamp,state,year,constituency,candidate_name,url,reason
2025-06-03T22:15:20.413635,Andhra_Pradesh,2014,DARSI,Raghava Rao Sidda,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4387,No candidate image directory references found
2025-06-03T22:15:21.691562,Andhra_Pradesh,2014,DENDULURU,Chinthamaneni Prabhakar,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3618,No candidate image directory references found
2025-06-03T22:15:22.880138,Andhra_Pradesh,2014,DHARMAVARAM,Gonuguntla Suryanarayana,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1904,No candidate image directory references found
2025-06-03T22:15:23.851195,Andhra_Pradesh,2014,DHONE,Buggana Rajendranath,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3302,No candidate image directory references found
2025-06-03T22:15:25.021096,Andhra_Pradesh,2014,ELAMANCHILI,Panchakarla Ramesh Babu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3824,No candidate image directory references found
2025-06-03T22:15:25.973325,Andhra_Pradesh,2014,ELURU,Badeti Kota Ramarao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3603,No candidate image directory references found
2025-06-03T22:15:27.118726,Andhra_Pradesh,2014,ETCHERLA,Kalavenkatarao Kimidi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4047,No candidate image directory references found
2025-06-03T22:15:28.124665,Andhra_Pradesh,2014,GAJAPATHINAGARAM,Appalanaidu Kondapalli,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3750,No candidate image directory references found
2025-06-03T22:15:28.950772,Andhra_Pradesh,2014,GAJUWAKA,Palla Srinivasa Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4416,No candidate image directory references found
2025-06-03T22:15:29.881502,Andhra_Pradesh,2014,GANGADHARA NELLORE,Kalattur Narayana Swamy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2138,No candidate image directory references found
2025-06-03T22:15:30.680164,Andhra_Pradesh,2014,GANNAVARAM,Pulaparty Narayana Murty,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3114,No candidate image directory references found
2025-06-03T22:15:31.636441,Andhra_Pradesh,2014,GANNAVARAM,Vallabhaneni Vamsi Mohan,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4476,No candidate image directory references found
2025-06-03T22:15:32.651080,Andhra_Pradesh,2014,GIDDALUR,Ashok Reddy Muthumula,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4203,No candidate image directory references found
2025-06-03T22:15:33.452041,Andhra_Pradesh,2014,GOPALAPURAM,Muppidi Venkateswararao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3581,No candidate image directory references found
2025-06-03T22:15:34.305544,Andhra_Pradesh,2014,GUDIVADA,Kodali Sri Venkateswara Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2900,No candidate image directory references found
2025-06-03T22:15:35.275354,Andhra_Pradesh,2014,GUDUR,Pasim Sunil Kumar,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3446,No candidate image directory references found
2025-06-03T22:15:36.065005,Andhra_Pradesh,2014,GUNTAKAL,R.jithendra Goud,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1931,No candidate image directory references found
2025-06-03T22:15:37.229360,Andhra_Pradesh,2014,GUNTUR EAST,Mohammad Musthafa Shaik,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2601,No candidate image directory references found
2025-06-03T22:15:38.163934,Andhra_Pradesh,2014,GUNTUR WEST,Modugula Venu Gopala Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2617,No candidate image directory references found
2025-06-03T22:15:39.004069,Andhra_Pradesh,2014,GURAJALA,Yarapathineni Srinivasa Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2650,No candidate image directory references found
2025-06-03T22:15:40.069757,Andhra_Pradesh,2014,HINDUPUR,Balakrishna Nandamuri,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1941,No candidate image directory references found
2025-06-03T22:15:40.885284,Andhra_Pradesh,2014,ICHCHAPURAM,Ashok Bendalam,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4100,No candidate image directory references found
2025-06-03T22:15:41.702557,Andhra_Pradesh,2014,JAGGAMPETA,Venkata Apparao @ Nehru Jyothula,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3124,No candidate image directory references found
2025-06-03T22:15:42.730911,Andhra_Pradesh,2014,JAGGAYYAPETA,Raja Gopal Sreeram (tathaiah),https://www.myneta.info/andhra2014/candidate.php?candidate_id=2918,No candidate image directory references found
2025-06-03T22:15:44.001062,Andhra_Pradesh,2014,JAMMALAMADUGU,Adinarayana Reddy Chadipiralla,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2393,No candidate image directory references found
2025-06-03T22:15:45.313015,Andhra_Pradesh,2014,KADAPA,Amzath Basha Shaik Bepari,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2430,No candidate image directory references found
2025-06-03T22:15:46.822211,Andhra_Pradesh,2014,KADIRI,Attar Chand Basha,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1954,No candidate image directory references found
2025-06-03T22:15:47.940689,Andhra_Pradesh,2014,KAIKALUR,Kamineni Srinivas,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2922,No candidate image directory references found
2025-06-03T22:15:49.081534,Andhra_Pradesh,2014,KAKINADA CITY,Vanamadi Venkateswararao (kondababu),https://www.myneta.info/andhra2014/candidate.php?candidate_id=3137,No candidate image directory references found
2025-06-03T22:15:50.295568,Andhra_Pradesh,2014,KAKINADA RURAL,Anantha Lakshmi Pilli,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3154,No candidate image directory references found
2025-06-03T22:15:51.441991,Andhra_Pradesh,2014,KALYANDURG,Vunnam Hanumantharaya Chowdary,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1978,No candidate image directory references found
2025-06-03T22:15:52.590243,Andhra_Pradesh,2014,KAMALAPURAM,P Ravindranath Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3398,No candidate image directory references found
2025-06-03T22:15:53.833561,Andhra_Pradesh,2014,KANDUKUR,Pothula Ramarao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4254,No candidate image directory references found
2025-06-03T22:15:55.463903,Andhra_Pradesh,2014,KANIGIRI,Kadiri Babu Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4110,No candidate image directory references found
2025-06-03T22:15:56.399062,Andhra_Pradesh,2014,KODUMUR,M Manigandhi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3311,No candidate image directory references found
2025-06-03T22:15:57.233536,Andhra_Pradesh,2014,KODUR,Koramutla Srinivasulu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2456,No candidate image directory references found
2025-06-03T22:15:58.047069,Andhra_Pradesh,2014,KONDAPI,Doctor Dola Bala Veeranjaneya Swamy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4234,No candidate image directory references found
2025-06-03T22:15:59.036350,Andhra_Pradesh,2014,KOTHAPETA,Chirla. Jaggireddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4145,No candidate image directory references found
2025-06-03T22:16:00.494564,Andhra_Pradesh,2014,KOVUR,Polamreddy Srinivasulu Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3468,No candidate image directory references found
2025-06-03T22:16:01.320179,Andhra_Pradesh,2014,KOVVUR,Kothapalli Samuel Jawahar,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3710,No candidate image directory references found
2025-06-03T22:16:02.316574,Andhra_Pradesh,2014,KUPPAM,Nara Chandra Babu Naidu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2150,No candidate image directory references found
2025-06-03T22:16:03.306061,Andhra_Pradesh,2014,KURNOOL,S.v.mohan Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4350,No candidate image directory references found
2025-06-03T22:16:04.111092,Andhra_Pradesh,2014,KURUPAM,Pamula Pushpa Sreevani,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3785,No candidate image directory references found
2025-06-03T22:16:05.093470,Andhra_Pradesh,2014,MACHERLA,Rama Krishna Reddy Pinnelli,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2667,No candidate image directory references found
2025-06-03T22:16:06.056677,Andhra_Pradesh,2014,MACHILIPATNAM,Kollu Ravindra,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2948,No candidate image directory references found
2025-06-03T22:16:06.893702,Andhra_Pradesh,2014,MADAKASIRA,K. Eeranna,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3590,No candidate image directory references found
2025-06-03T22:16:08.068828,Andhra_Pradesh,2014,MADANAPALLE,Desai Thippa Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2161,No candidate image directory references found
2025-06-03T22:16:08.951953,Andhra_Pradesh,2014,MADUGULA,Budi Mutyala Naidu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3961,No candidate image directory references found
2025-06-03T22:16:09.892621,Andhra_Pradesh,2014,MANDAPETA,Jogeswara Rao. V,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3169,No candidate image directory references found
2025-06-03T22:16:11.025762,Andhra_Pradesh,2014,MANGALAGIRI,Alla Rama Krishna Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2675,No candidate image directory references found
2025-06-03T22:16:11.918889,Andhra_Pradesh,2014,MANTRALAYAM,Y Balanagi Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3327,No candidate image directory references found
2025-06-03T22:16:12.902260,Andhra_Pradesh,2014,MARKAPURAM,Janke Venkata Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4220,No candidate image directory references found
2025-06-03T22:16:13.764619,Andhra_Pradesh,2014,MUMMIDIVARAM,Datla Subbaraju,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3182,No candidate image directory references found
2025-06-03T22:16:14.800300,Andhra_Pradesh,2014,MYDUKUR,Raghuramireddy Settipalli,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2457,No candidate image directory references found
2025-06-03T22:16:15.888452,Andhra_Pradesh,2014,MYLAVARAM,Uma Maheswara Rao Devineni,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2965,No candidate image directory references found
2025-06-03T22:16:16.913348,Andhra_Pradesh,2014,NAGARI,R.k.roja,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2196,No candidate image directory references found
2025-06-03T22:16:17.916334,Andhra_Pradesh,2014,NANDIGAMA,Thangirala Prabhakara Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2979,No candidate image directory references found
2025-06-03T22:16:18.948102,Andhra_Pradesh,2014,NANDIKOTKUR,Y.isaiah,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3332,No candidate image directory references found
2025-06-03T22:16:20.034474,Andhra_Pradesh,2014,NANDYAL,Bhuma Nagi Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4462,No candidate image directory references found
2025-06-03T22:16:21.087908,Andhra_Pradesh,2014,NARASAPURAM,Bandaru Madhava Naidu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3841,No candidate image directory references found
2025-06-03T22:16:22.311552,Andhra_Pradesh,2014,NARASARAOPET,Gopireddy Srinivasa Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2707,No candidate image directory references found
2025-06-03T22:16:23.304237,Andhra_Pradesh,2014,NARSANNAPETA,Ramanamurty Baggu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4042,No candidate image directory references found
2025-06-03T22:16:24.397410,Andhra_Pradesh,2014,NEELIMARLA,Narayana Swamy Naidu Pathivada,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3734,No candidate image directory references found
2025-06-03T22:16:25.586621,Andhra_Pradesh,2014,NELLORE CITY,Anil Kumar Poluboina,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3482,No candidate image directory references found
2025-06-03T22:16:26.645172,Andhra_Pradesh,2014,NELLORE RURAL,Kotamreddy Sridhar Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3503,No candidate image directory references found
2025-06-03T22:16:27.682500,Andhra_Pradesh,2014,NIDADAVOLE,Burugupalli Sesha Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3699,No candidate image directory references found
2025-06-03T22:16:28.746925,Andhra_Pradesh,2014,NUZVID,Meka Venkata Pratap Apparao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2992,No candidate image directory references found
2025-06-03T22:16:30.298912,Andhra_Pradesh,2014,ONGOLE,Damacharla Janardhana Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4265,No candidate image directory references found
2025-06-03T22:16:31.410014,Andhra_Pradesh,2014,PADERU,Eswaramma Giddi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3888,No candidate image directory references found
2025-06-03T22:16:32.950162,Andhra_Pradesh,2014,PALACOLE,Nimmala Rama Naidu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3677,No candidate image directory references found
2025-06-03T22:16:34.061313,Andhra_Pradesh,2014,PALAKONDA,Viswasarayi Kalavathi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4029,No candidate image directory references found
2025-06-03T22:16:35.188790,Andhra_Pradesh,2014,PALAMANER,N.amaranath Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2207,No candidate image directory references found
2025-06-03T22:16:36.227257,Andhra_Pradesh,2014,PAMARRU,Uppuleti Kalpana,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3010,No candidate image directory references found
2025-06-03T22:16:37.220018,Andhra_Pradesh,2014,PARCHUR,Yeluri Sambasiva Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4316,No candidate image directory references found
2025-06-03T22:16:38.761960,Andhra_Pradesh,2014,PARVATHIPURAM,Bobbili Chiranjeevulu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3768,No candidate image directory references found
2025-06-03T22:16:39.847444,Andhra_Pradesh,2014,PATHAPATNAM,Kalamata Venkataramana Murty,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4076,No candidate image directory references found
2025-06-03T22:16:40.816086,Andhra_Pradesh,2014,PAYAKARAOPET,Vangalapudi Anitha,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3813,No candidate image directory references found
2025-06-03T22:16:42.104099,Andhra_Pradesh,2014,PEDANA,Kagitha Venkata Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3020,No candidate image directory references found
2025-06-03T22:16:43.240154,Andhra_Pradesh,2014,PEDDAPURAM,Nimmakayala China Rajappa,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4154,No candidate image directory references found
2025-06-03T22:16:44.461109,Andhra_Pradesh,2014,PENAMALURU,Bode Prasad,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3039,No candidate image directory references found
2025-06-03T22:16:45.464229,Andhra_Pradesh,2014,PENDURTHI,Bandaru Satyanarayana Murthy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3835,No candidate image directory references found
2025-06-03T22:16:46.322194,Andhra_Pradesh,2014,PENUKONDA,B K Parthasarathi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1981,No candidate image directory references found
2025-06-03T22:16:47.143912,Andhra_Pradesh,2014,PILERU,Chinthala Ramachandra Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2218,No candidate image directory references found
2025-06-03T22:16:48.345054,Andhra_Pradesh,2014,PITHAPURAM,S.v.s.n. Varma,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4179,No candidate image directory references found
2025-06-03T22:16:49.176779,Andhra_Pradesh,2014,POLAVARAM,Modiyam Srinivasa Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3422,No candidate image directory references found
2025-06-03T22:16:50.011023,Andhra_Pradesh,2014,PRATHIPADU,Ravela Kishore Babu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4489,No candidate image directory references found
2025-06-03T22:16:50.839074,Andhra_Pradesh,2014,PRATHIPADU,Varupula Subbarao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4187,No candidate image directory references found
2025-06-03T22:16:51.837236,Andhra_Pradesh,2014,PRODDATUR,Rachamallu Siva Prasad Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2478,No candidate image directory references found
2025-06-03T22:16:53.086910,Andhra_Pradesh,2014,PULIVENDLA,Jagan Mohan Reddy. Yaduguri Sandinti,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2497,No candidate image directory references found
2025-06-03T22:16:54.067981,Andhra_Pradesh,2014,PUNGANUR,P Ramachandra Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2236,No candidate image directory references found
2025-06-03T22:16:55.018149,Andhra_Pradesh,2014,PUTHALAPATTU,M Suneel Kumar,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2247,No candidate image directory references found
2025-06-03T22:16:56.678925,Andhra_Pradesh,2014,PUTTAPARTHI,Palle Raghunatha Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2002,No candidate image directory references found
2025-06-03T22:16:57.843851,Andhra_Pradesh,2014,RAJAHMUNDRY CITY,Akula Satyanarayana,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3193,No candidate image directory references found
2025-06-03T22:16:59.304649,Andhra_Pradesh,2014,RAJAM,Kambala Jogulu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4034,No candidate image directory references found
2025-06-03T22:17:00.753455,Andhra_Pradesh,2014,RAJAMPET,Meda Venkata Mallikarjuna Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2511,No candidate image directory references found
2025-06-03T22:17:02.099393,Andhra_Pradesh,2014,RAJANAGARAM,Pendurthi Venkateswara Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3228,No candidate image directory references found
2025-06-03T22:17:03.281680,Andhra_Pradesh,2014,RAMACHANDRAPURAM,Thota Trimurthulu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3237,No candidate image directory references found
2025-06-03T22:17:04.243551,Andhra_Pradesh,2014,RAMPACHODAVARAM,Vantala Rajeswari,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3258,No candidate image directory references found
2025-06-03T22:17:05.428947,Andhra_Pradesh,2014,RAPTADU,Paritala Sunithamma,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2012,No candidate image directory references found
2025-06-03T22:17:06.253603,Andhra_Pradesh,2014,RAYACHOTI,Gadikota Sreekanth Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2522,No candidate image directory references found
2025-06-03T22:17:07.231262,Andhra_Pradesh,2014,RAYADURG,Kalava Srinivasulu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2037,No candidate image directory references found
2025-06-03T22:17:08.042967,Andhra_Pradesh,2014,RAZOLE,Gollapalli Surya Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3266,No candidate image directory references found
2025-06-03T22:17:09.068955,Andhra_Pradesh,2014,REPALLE,Anagani Satya Prasad,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2753,No candidate image directory references found
2025-06-03T22:17:09.981586,Andhra_Pradesh,2014,SANTHANUTHALAPADU,Suresh Audimulapu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4282,No candidate image directory references found
2025-06-03T22:17:10.933808,Andhra_Pradesh,2014,SARVEPALLI,Kakani Govardhan Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3519,No candidate image directory references found
2025-06-03T22:17:11.975642,Andhra_Pradesh,2014,SATTENAPALLE,Kodela Siva Prasada Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2784,No candidate image directory references found
2025-06-03T22:17:12.785733,Andhra_Pradesh,2014,SATYAVEDU,Talari Aditya Tarachandrakanth,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2268,No candidate image directory references found
2025-06-03T22:17:13.571122,Andhra_Pradesh,2014,SINGANAMALA,B. Yamini Bala,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2063,No candidate image directory references found
2025-06-03T22:17:14.597949,Andhra_Pradesh,2014,SRIKAKULAM,Gunda Lakshmi Devi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4064,No candidate image directory references found
2025-06-03T22:17:15.418950,Andhra_Pradesh,2014,SRIKALAHASTI,Gopala Krishna Reddy Bojjala,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2282,No candidate image directory references found
2025-06-03T22:17:16.250489,Andhra_Pradesh,2014,SRISAILAM,Budda Raja Sekhara Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3371,No candidate image directory references found
2025-06-03T22:17:17.060080,Andhra_Pradesh,2014,SRUNGAVARAPUKOTA,Kolla Lalitha Kumari,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4378,No candidate image directory references found
2025-06-03T22:17:17.918543,Andhra_Pradesh,2014,SULLURPETA,Sanjeevaiah Kiliveti,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3533,No candidate image directory references found
2025-06-03T22:17:18.767835,Andhra_Pradesh,2014,TADEPALLIGUDEM,Pydikondala Manikyalarao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3636,No candidate image directory references found
2025-06-03T22:17:19.603645,Andhra_Pradesh,2014,TADIKONDA,Sravana Kumar Tenali,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4498,No candidate image directory references found
2025-06-03T22:17:20.689664,Andhra_Pradesh,2014,TADPATRI,J.c.prabhakar Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2077,No candidate image directory references found
2025-06-03T22:17:21.521242,Andhra_Pradesh,2014,TANUKU,Arimilli Radha Krishna,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3646,No candidate image directory references found
2025-06-03T22:17:22.376808,Andhra_Pradesh,2014,TEKKALI,Atchannaidu Kinjarapu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4082,No candidate image directory references found
2025-06-03T22:17:23.310476,Andhra_Pradesh,2014,TENALI,Alapati Rajendra Prasad,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2809,No candidate image directory references found
2025-06-03T22:17:24.272066,Andhra_Pradesh,2014,THAMBALLAPALLE,Gullola Shankar,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2298,No candidate image directory references found
2025-06-03T22:17:25.160588,Andhra_Pradesh,2014,TIRUPATI,M. Venkataramana,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2325,No candidate image directory references found
2025-06-03T22:17:25.960570,Andhra_Pradesh,2014,TIRUVURU,Kokkiligadda Rakshana Nidhi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3047,No candidate image directory references found
2025-06-03T22:17:26.878240,Andhra_Pradesh,2014,UDAYAGIRI,Bollineni Venkata Ramarao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3539,No candidate image directory references found
2025-06-03T22:17:27.911789,Andhra_Pradesh,2014,UNDI,Venkata Sivarama Raju Vetukuri,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3670,No candidate image directory references found
2025-06-03T22:17:29.270601,Andhra_Pradesh,2014,URAVAKONDA,Y. Visweswara Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2095,No candidate image directory references found
2025-06-03T22:17:30.325739,Andhra_Pradesh,2014,VEMURU,Nakka Ananda Babu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2818,No candidate image directory references found
2025-06-03T22:17:31.697998,Andhra_Pradesh,2014,VENKATAGIRI,Kurugondla Ramakrishna,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3553,No candidate image directory references found
2025-06-03T22:17:33.087107,Andhra_Pradesh,2014,VIJAYAWADA CENTRAL,Bonda Umamaheswara Rao,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3077,No candidate image directory references found
2025-06-03T22:17:34.177238,Andhra_Pradesh,2014,VIJAYAWADA EAST,Gadde Rama Mohan,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3080,No candidate image directory references found
2025-06-03T22:17:35.305634,Andhra_Pradesh,2014,VIJAYAWADA WEST,Jaleel Khan,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3929,No candidate image directory references found
2025-06-03T22:17:36.497025,Andhra_Pradesh,2014,VINUKONDA,G. V.aanzaneyulu,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2836,No candidate image directory references found
2025-06-03T22:17:37.562678,Andhra_Pradesh,2014,VISAKHAPATNAM EAST,Ramakrishna Babu Velagapudi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3857,No candidate image directory references found
2025-06-03T22:17:39.166746,Andhra_Pradesh,2014,VISAKHAPATNAM NORTH,Penmetsa Vishnu Kumar Raju,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3988,No candidate image directory references found
2025-06-03T22:17:40.299551,Andhra_Pradesh,2014,VISAKHAPATNAM SOUTH,Ganesh Kumar Vasupalli,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4003,No candidate image directory references found
2025-06-03T22:17:41.327574,Andhra_Pradesh,2014,VISAKHAPATNAM WEST,Gana Venkata Reddy Naidu Pethakamsetti,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3977,No candidate image directory references found
2025-06-03T22:17:42.224779,Andhra_Pradesh,2014,VIZIANAGARAM,Geetha Meesala,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3723,No candidate image directory references found
2025-06-03T22:17:43.043440,Andhra_Pradesh,2014,YEMMIGANUR,B.jayanageswara Reddy,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4474,No candidate image directory references found
2025-06-03T22:17:43.769390,Andhra_Pradesh,2014,YERRAGONDAPALEM,David Raju Palaparthi,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4405,No candidate image directory references found
2025-06-03T22:20:39.274624,Andhra_Pradesh,2019,NIDADAVOLE,Geddam Srinivas Naidu,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=5445,No profile image found
2025-06-03T22:23:21.439295,Andhra_Pradesh,2019,YELAMANCHILI,Uppalapati Venkata Ramanamurthy Raju,https://www.myneta.info/andhrapradesh2019/candidate.php?candidate_id=7296,No profile image found
2025-06-03T22:30:45.831189,Arunachal_Pradesh,2009,Basar,Gojen Gadi,https://www.myneta.info/an2009/candidate.php?candidate_id=73,No candidate image directory references found
2025-06-03T22:30:46.723354,Arunachal_Pradesh,2009,Kalaktang,Tenzing Norbu Thongdok,https://www.myneta.info/an2009/candidate.php?candidate_id=10,No candidate image directory references found
2025-06-03T22:30:47.583324,Arunachal_Pradesh,2009,Along East,Jarkar Gamlin,https://www.myneta.info/an2009/candidate.php?candidate_id=78,No candidate image directory references found
2025-06-03T22:30:48.476000,Arunachal_Pradesh,2009,Along west,Gadam Ete,https://www.myneta.info/an2009/candidate.php?candidate_id=76,No candidate image directory references found
2025-06-03T22:30:49.384179,Arunachal_Pradesh,2009,Anini,Rajesh Tacho,https://www.myneta.info/an2009/candidate.php?candidate_id=107,No candidate image directory references found
2025-06-03T22:30:50.289478,Arunachal_Pradesh,2009,Bameng,Kumar Waii,https://www.myneta.info/an2009/candidate.php?candidate_id=16,No candidate image directory references found
2025-06-03T22:30:51.182444,Arunachal_Pradesh,2009,Bomdila,R.T.Khunjuju,https://www.myneta.info/an2009/candidate.php?candidate_id=14,No candidate image directory references found
2025-06-03T22:30:52.035441,Arunachal_Pradesh,2009,Bordumsa_Diyum,C.C.Singpho,https://www.myneta.info/an2009/candidate.php?candidate_id=130,No candidate image directory references found
2025-06-03T22:30:52.840214,Arunachal_Pradesh,2009,Borduria Bogapani,Wanglin Lowangdong,https://www.myneta.info/an2009/candidate.php?candidate_id=153,No candidate image directory references found
