sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Madhav Singh,AGAR (SC),BJP,0,12th Pass,83683820,5763672,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=550,main_election
2,Chouhan Nagar Singh,ALIRAJPUR (ST),BJP,1,Graduate,46090240,691000,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=554,main_election
3,Dr. Chintamani Malviya,ALOT (SC),BJP,1,Doctorate,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=1146,main_election
4,Dr. Rajendra Kumar Singh,AMARPATAN,INC,1,Doctorate,441091829,8938155,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=223,main_election
5,Kamlesh Pratap Shah,AMARWARA (ST),INC,0,10th Pass,162490000,33500000,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=1137,main_election
6,Devendra Ramnarayan Sakhwar,AMBAH (SC),INC,0,12th Pass,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=225,main_election
7,Dr. Yogesh Pandagre,AMLA (SC),BJP,0,Post Graduate,65748913,22351902,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=226,main_election
8,Bisahu Lal Singh,ANUPPUR (ST),BJP,12,Graduate,149072715,10519380,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=1117,main_election
9,Haribaboo Rai,ASHOK NAGAR (SC),INC,3,Graduate Professional,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=227,main_election
10,Gopal Singh Engineer,ASHTA (SC),BJP,1,Graduate,170778261,5174370,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=1125,main_election
11,Hemant Satyadev Katare,ATER,INC,2,Graduate Professional,20713802,21387536,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=231,main_election
12,Jitendra Uday Singh Pandya,BADNAGAR,BJP,0,12th Pass,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=20,main_election
13,Bhanwarsingh Shekhawat (Babu Ji),BADNAWAR,INC,1,Post Graduate,58974640,0,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=110,main_election
14,Sachin Birla,BADWAHA,BJP,0,12th Pass,30805855,1198919,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=111,main_election
15,Rajan Mandloi,BADWANI (ST),INC,2,Post Graduate,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=2928,main_election
16,Murli Bhawara,BAGLI (ST),BJP,0,Post Graduate,3738455,1321937,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=654,main_election
17,Pranay Prabhat Pandey (Guddu Bhaiya),BAHORIBAND,BJP,1,Post Graduate,32964282,2973410,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=22,main_election
18,Sanjay Uikey,BAIHAR (ST),INC,0,Post Graduate,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=464,main_election
19,Anubha Munjare,BALAGHAT,INC,3,Post Graduate,51929115,800000,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=1046,main_election
20,Rishi Agrawal,BAMORI,INC,0,Post Graduate,55597008,7582217,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=1460,main_election
21,Veerendra Singh Lodhi,BANDA,BJP,0,Post Graduate,,,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=23,main_election
22,Shivnarayan Gyan Singh (Lallu Bhaiya),BANDHAVGARH (ST),BJP,0,Graduate,6085257,0,https://www.myneta.info/MadhyaPradesh2023/candidate.php?candidate_id=11,main_election
