sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Jadeja Pradhyumansinh Mahipatsinh,ABDASA,BJP,0,Literate,13023913,1580000,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5255,main_election
2,Chaitanya Makarandbhai Desai,AKOTA,BJP,0,10th Pass,85628880,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6034,main_election
3,Dr. Hasmukh Patel,AMRAIWADI,BJP,0,Post Graduate,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6264,main_election
4,Kaushik Kantibhai Vekariya,AMRELI,BJP,0,Graduate,35690630,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5512,main_election
5,Yogesh R. Patel (Bapji),ANAND,BJP,0,10th Pass,469691951,11332931,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6170,main_election
6,Chhanga Trikam Bijal,ANJAR,BJP,0,Graduate Professional,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5290,main_election
7,Amit Chavda,ANKLAV,INC,0,Others,24223978,1543928,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6176,main_election
8,Ishwarsinh Thakorbhai Patel,ANKLESHWAR,BJP,0,Graduate,47887600,7420975,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5081,main_election
9,Darshna M. Vaghela,ASARWA (SC),BJP,0,Graduate,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6285,main_election
10,Mansinh Kohyabhai Chauhan,BALASINOR,BJP,1,Graduate Professional,31747621,690470,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6141,main_election
11,Anantkumar Hasmukhbhai Patel,BANSDA (ST),INC,5,Post Graduate,19821514,1275000,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=4946,main_election
12,Dineshsinh Rajendrasinh Kushwaha,BAPUNAGAR,BJP,0,12th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6257,main_election
13,Ishvarbhai Alias Anilbhai Ramanbhai Parmar,BARDOLI (SC),BJP,0,10th Pass,21655555,2577012,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5408,main_election
14,Dhavalsinh Narendrasinh Zala,BAYAD,IND,1,Post Graduate,164002899,29869651,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6439,main_election
15,Dr. Thakor Sukhaji Somaji,BECHARAJI,BJP,0,Graduate,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5966,main_election
16,Rameshbhai Narandas Mistry,BHARUCH,BJP,2,10th Pass,18600244,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5184,main_election
17,Sejalben Rajivkumar Pandya,BHAVNAGAR EAST,BJP,0,Graduate,4305247,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5868,main_election
18,Parshottambhai O. Solanki,BHAVNAGAR RURAL,BJP,3,Others,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5176,main_election
19,Jitendrabhai Savajibhai Vaghani,BHAVNAGAR WEST,BJP,4,Graduate Professional,85281993,21664960,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5063,main_election
20,P.C.Baranda,BHILODA (ST),BJP,0,Graduate,23544236,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6197,main_election
21,Keshubhai Shivdas Patel,BHUJ,BJP,0,5th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=4988,main_election
22,Solanki Ramanbhai Bhikhabhai,BORSAD,BJP,0,10th Pass,6792021,1250000,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5206,main_election
23,Makwana Umeshbhai Naranbhai,BOTAD,AAP,0,Graduate Professional,8517847,2803689,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5604,main_election
24,Thakor Dineshbhai Ataji,CHANASMA,INC,0,12th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5949,main_election
25,Rajendrasinh Mohansinh Rathva,CHHOTA UDAIPUR (ST),BJP,0,12th Pass,48853609,1870887,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5980,main_election
26,Sandip Desai,CHORYASI,BJP,0,12th Pass,95186681,1709732,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5114,main_election
27,Chauhan Shamajibhai Bhimajibhai,CHOTILA,BJP,0,10th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5123,main_election
28,Shaileshbhai Kanaiyalal Mehta (Shailesh Sotta),DABHOI,BJP,1,Others,320714941,137987187,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6061,main_election
29,Chauhan Balrajsinh Kalyansinh,DAHEGAM,BJP,0,Graduate Professional,12000979,666000,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6208,main_election
30,Kanaiyalal Bachubhai Kishori,DAHOD (ST),BJP,0,Graduate Professional,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6086,main_election
31,Vijaybhai Rameshbhai Patel,DANGS (ST),BJP,0,10th Pass,19913199,4412692,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5159,main_election
32,Shailesh Manubhai Parmar,DANILIMDA (SC),INC,2,Graduate Professional,326421734,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6276,main_election
33,Kantibhai Kalabhai Kharadi,DANTA (ST),INC,0,8th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5930,main_election
34,Kaushikbhai Sukhlal Jain,DARIAPUR,BJP,0,Graduate,77399439,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6267,main_election
35,P.K.Parmar,DASADA (SC),BJP,0,Others,9135468,1290574,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5308,main_election
36,Babubhai Jamnadas Patel,DASKROI,BJP,1,10th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6288,main_election
37,Chaitarbhai Damjibhai Vasava,DEDIAPADA (ST),AAP,8,Graduate,6087000,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5183,main_election
38,Pravinkumar Gordhanji Mali,DEESA,BJP,0,Graduate,56139365,1156899,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5938,main_election
39,Keshaji Shivaji Chauhan,DEODAR,BJP,0,12th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5944,main_election
40,Khabad Bachubhai Maganbhai,DEVGADHBARIA,BJP,0,10th Pass,9285295,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5215,main_election
41,Kalubhai Rupabhai Dabhi,DHANDHUKA,BJP,0,8th Pass,18390581,2131564,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6292,main_election
42,Mavjibhai Maganbhai Desai,DHANERA,IND,2,10th Pass,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6300,main_election
43,Arvind Chhotubhai Patel,DHARAMPUR (ST),BJP,0,Graduate,26665354,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5372,main_election
44,Kakadiya Jaysukhbhai Vallabhbhai (Kakadiya J.V.),DHARI,BJP,0,Graduate,37524314,11639519,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5506,main_election
45,Kiritsinh Sardarsang Dabhi,DHOLKA,BJP,0,Graduate,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6290,main_election
46,Dr. Mahendrabhai Padalia,DHORAJI,BJP,0,Doctorate,84216405,6036778,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5141,main_election
47,Prakashbhai Parsotambhai Varmora,DHRANGADHRA,BJP,0,10th Pass,313558116,79085542,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5238,main_election
48,Pabubha Virambha Manek,DWARKA,BJP,0,Literate,,,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=5111,main_election
49,Amit Shah,ELLISBRIDGE,BJP,1,Graduate Professional,31521981,0,https://www.myneta.info/Gujarat2022/candidate.php?candidate_id=6240,main_election
