sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Satyanarayana Pithani,ACHANTA,TDP,0,Graduate,48092495,55500000,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3571,main_election
2,Ravi Kumar Gottipati,ADDANKI,Yuvajana Sramika Rythu Congress Party,3,12th Pass,161399211,40227410,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4334,main_election
3,Y Saiprasad Reddy,ADONI,Yuvajana Sramika Rythu Congress Party,2,10th Pass,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3282,main_election
4,Bhuma Shobha Nagi Reddy,ALLAGADDA,Yuvajana Sramika Rythu Congress Party,0,Graduate,184117732,21289305,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3287,main_election
5,Gummanur Jaya Ram,ALUR,Yuvajana Sramika Rythu Congress Party,0,8th Pass,1535000,0,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4441,main_election
6,Koona Ravikumar S/o Late Krishnarao,AMADALAVALASA,TDP,1,Graduate Professional,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4056,main_election
7,Aithabathula Ananda Rao,AMALAPURAM,TDP,1,Post Graduate,1594600,438500,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3101,main_election
8,Peela Govinda Satyanarayana,ANAKAPALLE,TDP,0,8th Pass,148979824,40027557,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3869,main_election
9,Vykuntam Prabhakar Chowdary,ANANTAPUR URBAN,TDP,0,Graduate,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1884,main_election
10,Nallamilli Ramakrishan Reddy,ANAPARTHY,TDP,8,Graduate Professional,24960606,12963399,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4131,main_election
11,Kidari Sarveswara Rao,ARAKU VALLEY,Yuvajana Sramika Rythu Congress Party,0,Graduate,11497000,6331078,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3948,main_election
12,Mekapati Goutham Reddy,ATMAKUR,Yuvajana Sramika Rythu Congress Party,1,Post Graduate,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3433,main_election
13,Buddha Prasad Mandali,AVANIGADDA,TDP,0,Graduate,10844789,0,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2843,main_election
14,Jayaramulu Thiriveedi,BADVEL,Yuvajana Sramika Rythu Congress Party,0,Post Graduate,12440235,5728712,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2367,main_election
15,Janardhana Reddy B.c.,BANAGANAPALLE,TDP,3,8th Pass,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4449,main_election
16,Kona Raghupathi,BAPATLA,Yuvajana Sramika Rythu Congress Party,0,Graduate,110198021,12843287,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2525,main_election
17,Ramanjaneyulu Pulaparthi,BHIMAVARAM,TDP,0,12th Pass,122477264,84536,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3661,main_election
18,Ganta Srinivasa Rao,BIMILI,TDP,1,Graduate Professional,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4016,main_election
19,Venkata Sujay Krishna Rangarao Ravu,BOBBILI,Yuvajana Sramika Rythu Congress Party,0,Graduate,218291595,878384,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3959,main_election
20,Kimidi Mrunalini,CHEEPURUPALLE,TDP,0,Graduate Professional,61174328,4034300,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3751,main_election
21,Prathipati Pulla Rao,CHILAKALURIPET,TDP,1,Graduate,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=2566,main_election
22,Peetala Sujatha,CHINTALAPUDI,TDP,0,Graduate Professional,4390000,82500,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3408,main_election
23,Amanchi Krishna Mohan,CHIRALA,Navodyam Party,0,Graduate,72406730,5185190,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4297,main_election
24,Kalidindi Surya Naga Sanyasi Raju (babu),CHODAVARAM,TDP,3,Graduate Professional,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3969,main_election
25,Raghava Rao Sidda,DARSI,TDP,2,Graduate,521984940,13111527,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4387,main_election
26,Chinthamaneni Prabhakar,DENDULURU,TDP,23,12th Pass,31684853,2700641,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3618,main_election
27,Gonuguntla Suryanarayana,DHARMAVARAM,TDP,10,12th Pass,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=1904,main_election
28,Buggana Rajendranath,DHONE,Yuvajana Sramika Rythu Congress Party,1,Graduate Professional,56427298,1544299,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3302,main_election
29,Panchakarla Ramesh Babu,ELAMANCHILI,TDP,2,8th Pass,105325444,43521142,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3824,main_election
30,Badeti Kota Ramarao,ELURU,TDP,2,12th Pass,,,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3603,main_election
31,Kalavenkatarao Kimidi,ETCHERLA,TDP,0,Graduate Professional,51441615,9072399,https://www.myneta.info/andhra2014/candidate.php?candidate_id=4047,main_election
32,Appalanaidu Kondapalli,GAJAPATHINAGARAM,TDP,6,Graduate Professional,65938646,27488030,https://www.myneta.info/andhra2014/candidate.php?candidate_id=3750,main_election
