sno,name,constituency,party,criminal_cases,education,total_assets,liabilities,candidate_url,election_type
1,Manoj Tewari,ALMORA,INC,0,Graduate,20924568,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=100,main_election
2,Adesh Chauhan,B.H.E.L. RANIPUR,BJP,1,12th Pass,14173497,1981636,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=105,main_election
3,Rajendra Singh Bhandari,BADRINATH,INC,0,Post Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=43,main_election
4,Chandan Ram Dass,BAGESHWAR (SC),BJP,0,Graduate,12470000,660000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=337,main_election
5,Yashpal Arya,BAJPUR (SC),INC,1,Graduate,109764115,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=103,main_election
6,Mamta Rakesh,BHAGWANPUR(SC),INC,0,Post Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=162,main_election
7,Ram Singh Kaira,BHIMTAL,BJP,0,Graduate,13701562,939255,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=314,main_election
8,Pritam Singh,CHAKRATA (ST),INC,3,Graduate Professional,108496303,9927674,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=320,main_election
9,Kailash Chandra Gahtori,CHAMPAWAT,BJP,0,Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=9,main_election
10,Satpal Maharaj,CHAUBATTAKHAL,BJP,0,12th Pass,873413319,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=165,main_election
11,Savita Kapoor,DEHRADUN CANTONMENT,BJP,0,12th Pass,12618314,3934000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=6,main_election
12,Vinod Kandari,DEVPRAYAG,BJP,0,Post Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=30,main_election
13,Pritam Singh Panwar,DHANOLTI,BJP,0,Graduate,31151385,615091,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=112,main_election
14,Vinod Chamoli,DHARAMPUR,BJP,0,Graduate,30061221,1619438,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=532,main_election
15,Harish Singh Dhami,DHARCHULA,INC,1,12th Pass,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=32,main_election
16,Vishan Singh,DIDIHAT,BJP,2,Post Graduate,26268231,91197,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=169,main_election
17,Brij Bhushan Gairola,DOIWALA,BJP,0,Post Graduate,10393110,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=599,main_election
18,Madan Singh Bisht,DWARAHAT,INC,0,Graduate Professional,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=35,main_election
19,Arvind Pandey,GADARPUR,BJP,2,Graduate,18568223,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=516,main_election
20,Fakeer Ram,GANGOLIHAT (SC),BJP,0,Literate,18027973,128979,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=40,main_election
21,Suresh Singh Chauhan,GANGOTRI,BJP,0,12th Pass,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=122,main_election
22,Shakti Lal Shah,GHANSHALI (SC),BJP,0,12th Pass,3193000,200000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=16,main_election
23,Sumit Hridayesh,HALDWANI,INC,6,Graduate,108497086,2647583,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=501,main_election
24,Madan Kaushik,HARIDWAR,BJP,0,Graduate Professional,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=63,main_election
25,Anupama Rawat,HARIDWAR RURAL,INC,0,Post Graduate,134646476,2009250,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=485,main_election
26,Mohan Singh,JAGESHWAR,BJP,0,10th Pass,10368250,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=479,main_election
27,Adesh Singh Chauhan,JASPUR,INC,1,Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=185,main_election
28,Virendra Kumar,JHABRERA (SC),INC,0,Graduate,8510682,180000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=464,main_election
29,Er. Ravi Bahadur,JWALAPUR (SC),INC,2,Graduate Professional,1273014,252593,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=621,main_election
30,Banshidhar Bhagat,KALADHUNGI,BJP,0,8th Pass,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=459,main_election
31,Suresh Gariya,KAPKOTE,BJP,0,Graduate Professional,19937901,1275000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=128,main_election
32,Anil Nautiyal,KARANPRAYAG,BJP,0,10th Pass,10721066,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=71,main_election
33,Trilok Singh Cheema,KASHIPUR,BJP,0,Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=198,main_election
34,Shaila Rani Rawat,KEDARNATH,BJP,0,Post Graduate,30843470,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=442,main_election
35,Umesh Kumar,KHANPUR,IND,14,Graduate Professional,548916580,28713698,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=757,main_election
36,Bhuwan Chandra Kapri,KHATIMA,INC,0,Graduate Professional,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=204,main_election
37,Tilak Raj Behar,KICHHA,INC,1,10th Pass,68871466,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=209,main_election
38,Ritu Khanduri Bhushan,KOTDWAR,BJP,0,Graduate,72628356,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=637,main_election
39,Shahzad,LAKSAR,BSP,0,Literate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=11,main_election
40,Dr. Mohan Singh Bisht,LALKUAN,BJP,0,Doctorate,29904277,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=409,main_election
41,Daleep Singh Rawat,LANSDOWNE,BJP,2,Graduate,19027193,2930722,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=142,main_election
42,Khushal Singh Adhikari,LOHAGHAT,INC,0,10th Pass,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=20,main_election
43,Sarwat Kareem Ansari,MANGLORE,BSP,2,8th Pass,149535470,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=77,main_election
44,Ganesh Joshi,MUSSOORIE,BJP,0,10th Pass,97433938,6476881,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=659,main_election
45,Sarita Arya,NAINITAL(SC),BJP,0,10th Pass,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=225,main_election
46,Gopal Singh Rana,NANAKMATTA (ST),INC,0,Graduate Professional,33163000,4525000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=229,main_election
47,Subodh Uniyal,NARENDRANAGAR,BJP,0,Post Graduate,16196232,10300000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=232,main_election
48,Rajkumar Pori,PAURI (SC),BJP,0,Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=81,main_election
49,Furkan Ahmad,PIRANKALIYAR,INC,4,10th Pass,29408398,650000,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=234,main_election
50,Mayukh Mahar,PITHORAGARH,INC,0,Post Graduate,96185984,20038149,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=1,main_election
51,Vikram Singh Negi,PRATAPNAGAR,INC,0,Post Graduate,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=237,main_election
52,Durgeshwar Lal,PUROLA (SC),BJP,1,12th Pass,650000,0,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=389,main_election
53,Umesh Sharma Kau,RAIPUR,BJP,0,Graduate,74097767,1822927,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=8,main_election
54,Khajan Dass,RAJPUR ROAD (SC),BJP,0,8th Pass,,,https://www.myneta.info/uttarakhand2022/candidate.php?candidate_id=246,main_election
